segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_psk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_psk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_psk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_psk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_psk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_psk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_psk_recovered,m2_speed_psd_peak_baseband,m2_speed_psd_peak_original_bits,m2_speed_psd_peak_psk_recovered,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_original_bits,m2_speed_psd_mean_energy_psk_recovered,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_original_bits,m2_speed_psd_peak_freq_psk_recovered,m2_speed_rms_baseband,m2_speed_rms_original_bits,m2_speed_rms_psk_recovered,m2_speed_mean_baseband,m2_speed_mean_original_bits,m2_speed_mean_psk_recovered,m2_speed_variance_baseband,m2_speed_variance_original_bits,m2_speed_variance_psk_recovered,m2_speed_fft_peak_baseband,m2_speed_fft_peak_original_bits,m2_speed_fft_peak_psk_recovered,m3_speed_psd_peak_baseband,m3_speed_psd_peak_original_bits,m3_speed_psd_peak_psk_recovered,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_original_bits,m3_speed_psd_mean_energy_psk_recovered,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_original_bits,m3_speed_psd_peak_freq_psk_recovered,m3_speed_rms_baseband,m3_speed_rms_original_bits,m3_speed_rms_psk_recovered,m3_speed_mean_baseband,m3_speed_mean_original_bits,m3_speed_mean_psk_recovered,m3_speed_variance_baseband,m3_speed_variance_original_bits,m3_speed_variance_psk_recovered,m3_speed_fft_peak_baseband,m3_speed_fft_peak_original_bits,m3_speed_fft_peak_psk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_psk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_psk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_psk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_psk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_psk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_psk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
72,2023-02-06T14:44:08.000000000,2023-02-06T14:45:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
73,2023-02-06T14:44:38.000000000,2023-02-06T14:45:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
74,2023-02-06T14:45:08.000000000,2023-02-06T14:46:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
75,2023-02-06T14:45:38.000000000,2023-02-06T14:46:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
76,2023-02-06T14:46:08.000000000,2023-02-06T14:47:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
77,2023-02-06T14:46:38.000000000,2023-02-06T14:47:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
78,2023-02-06T14:47:08.000000000,2023-02-06T14:48:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
79,2023-02-06T14:47:38.000000000,2023-02-06T14:48:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
80,2023-02-06T14:48:08.000000000,2023-02-06T14:49:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,1e-06,0,0,1e-06,0,0,1.0,1,1,0.003371,0,0,0.002487,0,0,2.8e-05,0,0,0.001592,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
81,2023-02-06T14:48:38.000000000,2023-02-06T14:49:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.000454,0,0,0.00042,0,0,1.0,1,1,0.451768,0,0,0.209874,0,0,0.453876,0,0,0.207237,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
82,2023-02-06T14:49:08.000000000,2023-02-06T14:50:06.000000000,0.0,0,0,0.0,0,0,0.333333,0,0,0.875323,1,1,0.926191,1,1,2.4e-05,0,0,0.926191,1,1,1.5e-05,0,0,1.5e-05,0,0,1.0,1,1,0.028204,0,0,0.028917,0,0,0.000871,0,0,0.034519,0,0,1e-06,0,0,2e-06,0,0,1.0,1,1,0.992013,1,1,0.994866,1,1,4.6e-05,0,0,0.994866,1,1,0.712143,1,1,0.694565,1,1,0.666667,1,1,0.648053,1,1,0.428397,0,0,0.775367,1,1,0.426489,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.00201,0,0,0.006591,0,0,5e-06,0,0,0.001402,0,0,1
83,2023-02-06T14:49:38.000000000,2023-02-06T14:50:36.000000000,0.000846,0,0,0.000745,0,0,1.0,1,1,0.894084,1,1,0.937077,1,1,0.028889,0,0,0.937077,1,1,0.015262,0,0,0.010749,0,0,1.0,1,1,0.988367,1,1,1.0,1,1,0.969252,1,1,1.0,1,1,0.001836,0,0,0.002085,0,0,1.0,1,1,0.929451,1,1,0.927127,1,1,0.167266,0,0,0.927127,1,1,0.948318,1,1,0.865536,1,1,0.333333,0,0,0.884736,1,1,0.816831,1,1,0.890281,1,1,0.81622,1,1,7.4e-05,0,0,6.7e-05,0,0,1.0,1,1,0.689278,1,1,0.526599,1,1,0.519053,1,1,0.523371,1,1,1
84,2023-02-06T14:50:08.000000000,2023-02-06T14:51:06.000000000,0.527147,1,1,0.612775,1,1,0.666667,1,1,1.0,1,1,1.0,1,1,0.190934,0,0,1.0,1,1,0.922637,1,1,0.989515,1,1,0.333333,0,0,0.999849,1,1,0.973103,1,1,0.999832,1,1,0.973734,1,1,0.421821,0,0,0.712582,1,1,0.333333,0,0,0.918006,1,1,0.915441,1,1,0.190934,0,0,0.915441,1,1,0.352181,0,0,0.289894,0,0,0.333333,0,0,0.753035,1,1,0.596157,1,1,0.863439,1,1,0.594809,1,1,1.0,1,1,1.0,1,1,0.333333,0,0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1
85,2023-02-06T14:50:38.000000000,2023-02-06T14:51:36.000000000,0.056764,0,0,0.061519,0,0,0.0,0,0,0.982526,1,1,0.989122,1,1,0.167266,0,0,0.989122,1,1,0.006963,0,0,0.004678,0,0,1.0,1,1,0.15385,0,0,0.0,0,0,0.025832,0,0,0.203244,0,0,0.00595,0,0,0.008161,0,0,1.0,1,1,0.980812,1,1,0.983039,1,1,0.028889,0,0,0.983039,1,1,0.000123,0,0,0.00013,0,0,1.0,1,1,0.013946,0,0,0.0,0,0,0.000483,0,0,0.006425,0,0,0.072513,0,0,0.065498,0,0,0.0,0,0,0.724531,1,1,0.480262,0,0,0.589973,1,1,0.476719,0,0,1
86,2023-02-06T14:51:08.000000000,2023-02-06T14:52:06.000000000,2.3e-05,0,0,2.2e-05,0,0,1.0,1,1,0.875165,1,1,0.926069,1,1,4.6e-05,0,0,0.926069,1,1,3e-06,0,0,4e-06,0,0,1.0,1,1,0.00668,0,0,0.029969,0,0,4.8e-05,0,0,0.006825,0,0,7e-06,0,0,1.1e-05,0,0,1.0,1,1,0.991827,1,1,0.994735,1,1,2.4e-05,0,0,0.994735,1,1,0.0,0,0,0.0,0,0,0.333333,0,0,0.000727,0,0,0.002991,0,0,1e-06,0,0,0.000336,0,0,1.3e-05,0,0,1.2e-05,0,0,1.0,1,1,0.006652,0,0,0.007042,0,0,5.4e-05,0,0,0.005627,0,0,1
87,2023-02-06T14:51:38.000000000,2023-02-06T14:52:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
