segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
95,2023-02-06T14:55:40.000000000,2023-02-06T14:56:38.000000000,0.0,0.385347,0.0,0.393165,0.0,0.195657,0.813854,0.828708,0.889665,0.8451,0.0,0.308289,0.889665,0.8451,0.0,0.381839,0.0,0.390011,0.0,0.35047,0.0,0.382133,0.079554,0.417717,0.0,0.383855,0.0,0.395527,0.0,0.315346,0.0,0.313805,0.0,0.39887,0.0,0.25403,0.005896,0.333158,0.0,0.286231,0.0,0.330068,1
96,2023-02-06T14:56:10.000000000,2023-02-06T14:57:08.000000000,0.0,0.426012,0.0,0.418659,0.0,0.130161,0.813854,0.839395,0.889665,0.851676,0.0,0.325399,0.889665,0.851676,0.0,0.414433,0.0,0.42003,0.0,0.355858,0.0,0.373818,0.079554,0.412822,0.0,0.377248,0.0,0.385198,0.0,0.339593,0.0,0.33769,0.0,0.305682,0.0,0.279996,0.005896,0.340781,0.0,0.338837,0.0,0.338419,1
97,2023-02-06T14:56:40.000000000,2023-02-06T14:57:38.000000000,0.0,0.417217,1e-06,0.4146,1.0,0.336855,0.813729,0.848464,0.88956,0.854304,5.4e-05,0.348924,0.88956,0.854304,0.0,0.371393,0.0,0.37347,0.0,0.388809,0.007857,0.434047,0.075579,0.455628,6.5e-05,0.420794,0.007885,0.462307,0.0,0.344516,0.0,0.354727,0.333333,0.60673,0.000579,0.350543,0.005581,0.43468,1e-06,0.327568,0.000317,0.43253,1
98,2023-02-06T14:57:10.000000000,2023-02-06T14:58:08.000000000,0.001728,0.639479,0.001115,0.559744,1.0,0.456385,0.762917,0.842018,0.827794,0.824913,0.180415,0.432804,0.827794,0.824913,0.001096,0.627646,0.00083,0.632471,1.0,0.553799,0.182056,0.567924,0.0,0.577128,0.035369,0.566159,0.225627,0.575502,1.4e-05,0.417755,1.6e-05,0.415259,1.0,0.531112,0.099507,0.497464,0.042403,0.497285,0.020946,0.528678,0.036724,0.495731,0
99,2023-02-06T14:57:40.000000000,2023-02-06T14:58:38.000000000,0.571542,0.749108,0.388749,0.610151,0.333333,0.240606,0.8766,0.753693,0.891319,0.704273,0.425576,0.438888,0.891319,0.704273,0.935321,0.734213,0.910718,0.738036,0.666667,0.478593,0.999873,0.839198,0.93465,0.873357,0.994611,0.855003,0.929001,0.847834,0.168893,0.383374,0.120944,0.380019,0.333333,0.409307,0.579482,0.690495,0.441408,0.709142,0.435691,0.557155,0.438095,0.70868,0
100,2023-02-06T14:58:10.000000000,2023-02-06T14:59:08.000000000,0.33372,0.642301,0.301084,0.609989,0.666667,0.542945,0.92189,0.824635,0.951637,0.78461,0.214829,0.383834,0.951637,0.78461,0.173597,0.459116,0.188086,0.476234,0.333333,0.465171,0.983491,0.943328,1.0,0.977096,0.943597,0.935677,1.0,0.985597,0.403574,0.552573,0.458458,0.613,0.333333,0.472942,0.953314,0.949358,0.907946,1.0,0.608143,0.726208,0.9074,1.0,1
101,2023-02-06T14:58:40.000000000,2023-02-06T14:59:38.000000000,0.00033,0.559738,0.000225,0.559471,1.0,0.847681,0.81201,0.84439,0.888114,0.833237,0.000858,0.372388,0.888114,0.833237,0.000117,0.437603,0.000102,0.45806,1.0,0.847962,0.024302,0.720115,0.069325,0.723058,0.000631,0.699439,0.027858,0.752011,0.67679,0.747907,0.842581,0.850987,0.333333,0.507073,0.763802,1.0,0.512115,0.928894,0.896213,1.0,0.509221,0.927354,1
102,2023-02-06T14:59:10.000000000,2023-02-06T15:00:08.000000000,0.0,0.400429,0.0,0.363282,0.0,0.589784,0.813724,0.664515,0.889562,0.664212,1e-06,0.313257,0.889562,0.664212,0.0,0.450474,0.0,0.457354,0.0,0.77274,0.0,0.585896,0.079554,0.582103,0.0,0.577491,0.0,0.594052,0.000478,0.511936,0.000547,0.572984,1.0,0.564778,0.022017,0.66475,0.008695,0.584456,0.001135,0.698414,0.010221,0.583105,1
103,2023-02-06T14:59:40.000000000,2023-02-06T15:00:38.000000000,0.0,0.50128,0.0,0.509567,0.0,0.638848,0.813902,0.7308,0.889702,0.725765,0.0,0.326336,0.889702,0.725765,0.0,0.417579,0.0,0.444427,0.0,0.672232,0.0,0.597614,0.079554,0.599266,0.0,0.583087,0.0,0.615868,0.0,0.367583,0.0,0.37826,0.333333,0.608288,0.000937,0.467491,0.00581,0.501138,2e-06,0.416771,0.000331,0.500494,1
104,2023-02-06T15:00:10.000000000,2023-02-06T15:01:08.000000000,1.7e-05,0.425217,1.3e-05,0.412987,1.0,0.883155,0.813447,0.759594,0.889291,0.763652,0.000464,0.370726,0.889291,0.763652,2e-06,0.432332,4e-06,0.439825,1.0,1.0,0.021208,0.722197,0.075519,0.710467,0.000489,0.708665,0.023821,0.72967,0.0,0.368456,0.0,0.381945,0.333333,0.561513,0.001353,0.497586,0.005512,0.471791,4e-06,0.474101,0.000521,0.469765,1
105,2023-02-06T15:00:40.000000000,2023-02-06T15:01:38.000000000,0.018084,0.397303,0.019358,0.407444,1.0,0.743069,0.749026,0.637384,0.814764,0.648357,0.195429,0.405715,0.814764,0.648357,0.005304,0.365364,0.003971,0.385608,1.0,0.843365,0.97218,0.974284,0.922371,0.964723,0.937727,0.968405,0.915661,0.974471,0.001762,0.280259,0.002222,0.282634,0.333333,0.498431,0.323918,0.51086,0.17929,0.447302,0.191642,0.420587,0.174423,0.44528,1
106,2023-02-06T15:01:10.000000000,2023-02-06T15:02:08.000000000,0.828526,0.960201,0.832483,1.0,0.666667,0.543712,0.838647,0.753681,0.855563,0.730673,0.46358,0.52333,0.855563,0.730673,0.71426,0.649418,0.840323,0.729754,0.333333,0.508014,0.99993,0.896324,0.925736,0.909901,0.996762,0.913465,0.923345,0.889577,0.443654,0.460132,0.488926,0.480537,0.333333,0.484927,0.609953,0.550658,0.421749,0.516219,0.55345,0.532282,0.41832,0.514217,1
107,2023-02-06T15:01:40.000000000,2023-02-06T15:02:38.000000000,0.10634,0.841379,0.099265,0.863696,1.0,0.556739,0.897754,0.866493,0.928943,0.844338,0.244612,0.486891,0.928943,0.844338,0.011625,0.619797,0.008244,0.673736,1.0,0.604744,0.235083,0.598803,0.077629,0.614168,0.060383,0.606441,0.276229,0.600607,0.287899,0.464269,0.309423,0.480572,0.333333,0.545458,0.516876,0.438898,0.247983,0.429989,0.52209,0.496838,0.243522,0.427661,1
108,2023-02-06T15:02:10.000000000,2023-02-06T15:03:08.000000000,0.000124,0.229897,8.6e-05,0.261378,1.0,0.390339,0.812505,0.719159,0.888555,0.738774,0.000413,0.28192,0.888555,0.738774,1.1e-05,0.231244,1.2e-05,0.236881,1.0,0.470131,0.009428,0.385015,0.078299,0.391463,9.7e-05,0.361474,0.009602,0.402508,3e-05,0.2361,3.4e-05,0.22761,1.0,0.404747,0.006206,0.195518,0.005881,0.234416,9.1e-05,0.217647,0.002686,0.231611,1
109,2023-02-06T15:02:40.000000000,2023-02-06T15:03:38.000000000,0.0,0.2891,0.0,0.294479,0.0,0.031934,0.813854,0.604276,0.889665,0.624003,0.0,0.218199,0.889665,0.624003,0.0,0.32489,0.0,0.339944,0.0,0.198735,0.0,0.28158,0.079554,0.315858,0.0,0.29104,0.0,0.284854,0.0,0.207605,0.0,0.205685,0.0,0.098032,0.0,0.094976,0.005896,0.162016,0.0,0.148747,0.0,0.158868,1
110,2023-02-06T15:03:10.000000000,2023-02-06T15:04:08.000000000,0.0,0.315366,0.0,0.322653,0.0,0.167201,0.813854,0.748355,0.889665,0.768127,0.0,0.266566,0.889665,0.768127,0.0,0.340984,0.0,0.347764,0.0,0.317288,0.0,0.345818,0.079554,0.377932,0.0,0.345948,0.0,0.358027,0.0,0.271109,0.0,0.268415,0.0,0.276161,0.0,0.202216,0.005896,0.279836,0.0,0.233061,0.0,0.276818,1
111,2023-02-06T15:03:40.000000000,2023-02-06T15:04:38.000000000,0.0,0.272533,0.0,0.276244,0.0,0.224518,0.813854,0.735544,0.889665,0.756194,0.0,0.250699,0.889665,0.756194,0.0,0.309825,0.0,0.312372,0.0,0.373635,0.0,0.377738,0.079554,0.393516,0.0,0.364717,0.0,0.395148,0.0,0.271821,0.0,0.269805,0.0,0.366586,0.0,0.249674,0.005896,0.328073,0.0,0.248813,0.0,0.32532,1
112,2023-02-06T15:04:10.000000000,2023-02-06T15:05:08.000000000,0.0,0.386883,0.0,0.345365,0.0,0.179679,0.813854,0.659421,0.889665,0.664654,0.0,0.250175,0.889665,0.664654,0.0,0.463221,0.0,0.468471,0.0,0.371122,0.0,0.39607,0.079554,0.41906,0.0,0.404607,0.0,0.40138,0.0,0.281288,0.0,0.282043,0.0,0.284304,0.0,0.272492,0.005896,0.330856,0.0,0.293709,0.0,0.328628,1
113,2023-02-06T15:04:40.000000000,2023-02-06T15:05:38.000000000,0.0,0.260359,1e-06,0.257674,1.0,0.509306,0.813729,0.664707,0.88956,0.679149,5.4e-05,0.275332,0.88956,0.679149,0.0,0.284119,0.0,0.286179,0.333333,0.567083,0.009428,0.466477,0.078299,0.422913,9.7e-05,0.412283,0.009602,0.494666,0.0,0.272,0.0,0.273974,0.333333,0.633101,0.000539,0.325403,0.005601,0.383829,1e-06,0.270861,0.000297,0.381412,1
114,2023-02-06T15:05:10.000000000,2023-02-06T15:06:08.000000000,0.001882,0.443608,0.00122,0.364141,1.0,0.511992,0.763166,0.55671,0.827297,0.54442,0.186129,0.370079,0.827297,0.54442,0.001656,0.567665,0.001296,0.568479,1.0,0.72538,0.235083,0.586608,0.077629,0.51277,0.060383,0.539071,0.276229,0.604112,9e-06,0.258659,1.1e-05,0.250409,1.0,0.742487,0.093414,0.380909,0.039214,0.376177,0.018581,0.342261,0.033515,0.374339,0
115,2023-02-06T15:05:40.000000000,2023-02-06T15:06:38.000000000,0.554313,0.943058,0.384719,0.770598,0.333333,0.37686,0.840211,0.787004,0.857062,0.728644,0.461861,0.600063,0.857062,0.728644,1.0,1.0,0.964451,1.0,0.666667,0.710891,0.99993,0.956064,0.925736,0.95255,0.996762,0.976505,0.923345,0.945183,0.159878,0.393908,0.11193,0.361491,0.333333,0.555084,0.621209,0.752498,0.475476,0.721541,0.495876,0.669415,0.472365,0.720493,0
116,2023-02-06T15:06:10.000000000,2023-02-06T15:07:08.000000000,0.534161,1.0,0.431867,0.879005,0.666667,0.565293,0.885165,0.91198,0.91659,0.860991,0.264257,0.5995,0.91659,0.860991,0.115659,0.7182,0.128011,0.726514,0.0,0.463125,0.97218,1.0,0.922371,1.0,0.937727,1.0,0.915661,1.0,0.412934,0.487873,0.477403,0.496357,0.333333,0.588562,0.969257,0.904314,0.936871,0.947639,0.580028,0.678137,0.936497,0.946778,1
117,2023-02-06T15:06:40.000000000,2023-02-06T15:07:38.000000000,0.001195,0.778475,0.0008,0.719643,1.0,0.630025,0.810626,0.845888,0.886787,0.819973,0.002922,0.475952,0.886787,0.819973,7.1e-05,0.440271,5.7e-05,0.456762,1.0,0.481057,0.021208,0.691482,0.075519,0.686603,0.000489,0.673416,0.023821,0.70303,0.654289,0.505813,0.810254,0.545926,0.333333,0.697368,0.750187,0.71533,0.503792,0.750841,0.86322,0.598071,0.500849,0.750477,1
118,2023-02-06T15:07:10.000000000,2023-02-06T15:08:08.000000000,0.0,0.620899,0.0,0.604693,0.0,0.622783,0.813674,1.0,0.889523,1.0,3e-06,0.513134,0.889523,1.0,0.0,0.564292,0.0,0.572066,0.0,0.605919,0.0,0.591726,0.079554,0.620991,0.0,0.588373,0.0,0.605,0.000471,0.491443,0.000539,0.502836,1.0,0.728908,0.022308,0.595679,0.008725,0.596047,0.001165,0.613526,0.010282,0.59354,1
119,2023-02-06T15:07:40.000000000,2023-02-06T15:08:38.000000000,0.0,0.397108,0.0,0.374656,0.0,0.457943,0.813902,0.663017,0.889702,0.669956,0.0,0.293846,0.889702,0.669956,0.0,0.320015,0.0,0.328783,0.0,0.308558,0.0,0.376179,0.079554,0.391455,0.0,0.369215,0.0,0.385364,0.0,0.259834,0.0,0.263894,0.333333,0.418497,0.000925,0.244405,0.005808,0.310581,2e-06,0.235612,0.000328,0.307578,1
120,2023-02-06T15:08:10.000000000,2023-02-06T15:09:08.000000000,1.7e-05,0.267035,1.3e-05,0.267541,1.0,0.858201,0.813388,0.648493,0.889254,0.670035,0.000384,0.271461,0.889254,0.670035,0.0,0.318029,0.0,0.323421,0.0,0.317414,0.0,0.338191,0.079554,0.361949,0.0,0.335543,0.0,0.347426,0.0,0.235041,0.0,0.23145,0.333333,0.471546,0.001254,0.227581,0.005502,0.270147,3e-06,0.233099,0.000492,0.268065,1
121,2023-02-06T15:08:40.000000000,2023-02-06T15:09:38.000000000,0.014746,0.085673,0.016958,0.100316,1.0,0.694024,0.749521,0.540422,0.814875,0.579957,0.197762,0.231349,0.814875,0.579957,0.0,0.267401,0.0,0.270921,0.0,0.254532,0.0,0.259509,0.079554,0.291264,0.0,0.261801,0.0,0.269336,0.002321,0.172183,0.002814,0.163882,0.333333,0.480842,0.339663,0.271204,0.18952,0.261015,0.209474,0.235795,0.184713,0.25916,1
122,2023-02-06T15:09:10.000000000,2023-02-06T15:10:08.000000000,1.0,0.0,1.0,0.0,0.333333,0.0,0.945049,0.0,0.926388,0.0,0.617496,0.0,0.926388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079554,0.0,0.0,0.0,0.0,0.0,0.432207,0.0,0.457065,0.0,0.333333,0.114696,0.606272,0.026819,0.425525,0.0,0.536837,0.0,0.422118,0.0,1
123,2023-02-06T15:09:40.000000000,2023-02-06T15:10:38.000000000,0.153873,0.083345,0.114256,0.143814,0.333333,0.386717,1.0,0.387516,1.0,0.401104,0.35328,0.059991,1.0,0.401104,0.0,0.144576,0.0,0.143873,0.0,0.159821,0.0,0.143458,0.079554,0.165725,0.0,0.145042,0.0,0.14961,0.26738,0.158952,0.286311,0.155001,0.333333,0.532599,0.502225,0.092586,0.241523,0.112759,0.492552,0.133694,0.237024,0.112402,1
124,2023-02-06T15:10:10.000000000,2023-02-06T15:11:08.000000000,4e-05,0.25051,2.8e-05,0.243223,1.0,0.746794,0.812943,0.300554,0.888936,0.301012,0.0001,0.425495,0.888936,0.301012,0.0,0.293117,0.0,0.297743,0.0,0.309292,0.0,0.329061,0.079554,0.346542,0.0,0.322641,0.0,0.337521,2.6e-05,0.234902,2.9e-05,0.23168,1.0,0.720986,0.005755,0.182821,0.005882,0.229613,7.9e-05,0.217058,0.002494,0.228166,1
