timestamp,i3_photoresistor_baseband,i3_photoresistor_am_demodulated,current_state_binary
2023-02-06 14:24:40,0.282146,0.480098,1
2023-02-06 14:24:42,0.285166,0.538012,1
2023-02-06 14:24:44,0.284058,0.512729,1
2023-02-06 14:24:46,0.281821,0.451712,1
2023-02-06 14:24:48,0.281896,0.517191,1
2023-02-06 14:24:50,0.284484,0.561922,1
2023-02-06 14:24:52,0.286817,0.563601,1
2023-02-06 14:24:54,0.286627,0.555701,1
2023-02-06 14:24:56,0.28462,0.563888,1
2023-02-06 14:24:58,0.2834,0.589281,1
2023-02-06 14:25:00,0.284461,0.540245,1
2023-02-06 14:25:02,0.286734,0.465413,1
2023-02-06 14:25:04,0.287982,0.464204,1
2023-02-06 14:25:06,0.287189,0.512776,1
2023-02-06 14:25:08,0.285369,0.516722,1
2023-02-06 14:25:10,0.284252,0.457424,1
2023-02-06 14:25:12,0.284528,0.473796,1
2023-02-06 14:25:14,0.285434,0.510934,1
2023-02-06 14:25:16,0.285869,0.477182,1
2023-02-06 14:25:18,0.285579,0.48554,1
2023-02-06 14:25:20,0.285231,0.5011,1
2023-02-06 14:25:22,0.285478,0.485168,1
2023-02-06 14:25:24,0.286346,0.526271,1
2023-02-06 14:25:26,0.287268,0.564428,1
2023-02-06 14:25:28,0.287856,0.543867,1
2023-02-06 14:25:30,0.288093,0.482225,1
2023-02-06 14:25:32,0.28821,0.459838,1
2023-02-06 14:25:34,0.288387,0.526459,1
2023-02-06 14:25:36,0.288767,0.514238,1
2023-02-06 14:25:38,0.289485,0.476121,1
2023-02-06 14:25:40,0.290488,0.532212,1
2023-02-06 14:25:42,0.291399,0.489147,1
2023-02-06 14:25:44,0.291848,0.456125,1
2023-02-06 14:25:46,0.291955,0.54887,1
2023-02-06 14:25:48,0.292247,0.532043,1
2023-02-06 14:25:50,0.29295,0.506332,1
2023-02-06 14:25:52,0.293495,0.51892,1
2023-02-06 14:25:54,0.293176,0.490916,1
2023-02-06 14:25:56,0.292188,0.565601,1
2023-02-06 14:25:58,0.291661,0.560398,1
2023-02-06 14:26:00,0.292399,0.494721,1
2023-02-06 14:26:02,0.293798,0.53026,1
2023-02-06 14:26:04,0.294406,0.460166,1
2023-02-06 14:26:06,0.293599,0.435622,1
2023-02-06 14:26:08,0.292306,0.508971,1
2023-02-06 14:26:10,0.291792,0.4573,1
2023-02-06 14:26:12,0.292098,0.456489,1
2023-02-06 14:26:14,0.292154,0.512539,1
2023-02-06 14:26:16,0.291329,0.503244,1
2023-02-06 14:26:18,0.290252,0.523879,1
2023-02-06 14:26:20,0.289746,0.521901,1
2023-02-06 14:26:22,0.289501,0.503736,1
2023-02-06 14:26:24,0.288519,0.548064,1
2023-02-06 14:26:26,0.28683,0.565123,1
2023-02-06 14:26:28,0.285827,0.530999,1
