segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_fsk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_fsk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_fsk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_fsk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_fsk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_fsk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_fsk_recovered,m2_speed_psd_peak_baseband,m2_speed_psd_peak_original_bits,m2_speed_psd_peak_fsk_recovered,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_original_bits,m2_speed_psd_mean_energy_fsk_recovered,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_original_bits,m2_speed_psd_peak_freq_fsk_recovered,m2_speed_rms_baseband,m2_speed_rms_original_bits,m2_speed_rms_fsk_recovered,m2_speed_mean_baseband,m2_speed_mean_original_bits,m2_speed_mean_fsk_recovered,m2_speed_variance_baseband,m2_speed_variance_original_bits,m2_speed_variance_fsk_recovered,m2_speed_fft_peak_baseband,m2_speed_fft_peak_original_bits,m2_speed_fft_peak_fsk_recovered,m3_speed_psd_peak_baseband,m3_speed_psd_peak_original_bits,m3_speed_psd_peak_fsk_recovered,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_original_bits,m3_speed_psd_mean_energy_fsk_recovered,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_original_bits,m3_speed_psd_peak_freq_fsk_recovered,m3_speed_rms_baseband,m3_speed_rms_original_bits,m3_speed_rms_fsk_recovered,m3_speed_mean_baseband,m3_speed_mean_original_bits,m3_speed_mean_fsk_recovered,m3_speed_variance_baseband,m3_speed_variance_original_bits,m3_speed_variance_fsk_recovered,m3_speed_fft_peak_baseband,m3_speed_fft_peak_original_bits,m3_speed_fft_peak_fsk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_fsk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_fsk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_fsk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_fsk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_fsk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_fsk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_fsk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_fsk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_fsk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_fsk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_fsk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_fsk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_fsk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_fsk_recovered,current_state_binary
60,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
61,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
62,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
63,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
64,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
65,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
66,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
67,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
68,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
69,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
70,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
71,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
72,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
73,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
74,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
75,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
76,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
77,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
78,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
79,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
80,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,1e-06,0,0,1e-06,0,0,1.0,1,0,0.003371,0,0,0.002487,0,0,2.8e-05,0,0,0.001592,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
81,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.000454,0,0,0.00042,0,0,1.0,1,0,0.451768,0,0,0.209874,0,0,0.453876,0,0,0.207237,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
82,0.0,0,1,0.0,0,1,0.333333,0,1,0.875323,1,1,0.926191,1,1,2.4e-05,0,1,0.926191,1,1,1.5e-05,0,1,1.5e-05,0,1,1.0,1,1,0.028204,0,1,0.028917,0,1,0.000871,0,1,0.034519,0,1,1e-06,0,1,2e-06,0,1,1.0,1,1,0.992013,1,1,0.994866,1,1,4.6e-05,0,1,0.994866,1,1,0.712143,1,1,0.694565,1,1,0.666667,1,1,0.648053,1,1,0.428397,0,1,0.775367,1,1,0.426489,0,1,0.0,0,1,0.0,0,1,0.333333,0,1,0.00201,0,1,0.006591,0,1,5e-06,0,1,0.001402,0,1,1
83,0.000846,0,0,0.000745,0,0,1.0,1,0,0.894084,1,0,0.937077,1,0,0.028889,0,0,0.937077,1,0,0.015262,0,0,0.010749,0,0,1.0,1,0,0.988367,1,0,1.0,1,0,0.969252,1,0,1.0,1,0,0.001836,0,0,0.002085,0,0,1.0,1,0,0.929451,1,0,0.927127,1,0,0.167266,0,0,0.927127,1,0,0.948318,1,0,0.865536,1,0,0.333333,0,0,0.884736,1,0,0.816831,1,0,0.890281,1,0,0.81622,1,0,7.4e-05,0,0,6.7e-05,0,0,1.0,1,0,0.689278,1,0,0.526599,1,0,0.519053,1,0,0.523371,1,0,1
84,0.527147,1,0,0.612775,1,0,0.666667,1,0,1.0,1,0,1.0,1,0,0.190934,0,0,1.0,1,0,0.922637,1,0,0.989515,1,0,0.333333,0,0,0.999849,1,0,0.973103,1,0,0.999832,1,0,0.973734,1,0,0.421821,0,0,0.712582,1,0,0.333333,0,0,0.918006,1,0,0.915441,1,0,0.190934,0,0,0.915441,1,0,0.352181,0,0,0.289894,0,0,0.333333,0,0,0.753035,1,0,0.596157,1,0,0.863439,1,0,0.594809,1,0,1.0,1,0,1.0,1,0,0.333333,0,0,1.0,1,0,1.0,1,0,1.0,1,0,1.0,1,0,1
85,0.056764,0,1,0.061519,0,1,0.0,0,1,0.982526,1,1,0.989122,1,1,0.167266,0,1,0.989122,1,1,0.006963,0,1,0.004678,0,1,1.0,1,1,0.15385,0,1,0.0,0,1,0.025832,0,1,0.203244,0,1,0.00595,0,1,0.008161,0,1,1.0,1,1,0.980812,1,1,0.983039,1,1,0.028889,0,1,0.983039,1,1,0.000123,0,1,0.00013,0,1,1.0,1,1,0.013946,0,1,0.0,0,1,0.000483,0,1,0.006425,0,1,0.072513,0,1,0.065498,0,1,0.0,0,1,0.724531,1,1,0.480262,0,1,0.589973,1,1,0.476719,0,1,1
86,2.3e-05,0,1,2.2e-05,0,1,1.0,1,1,0.875165,1,1,0.926069,1,1,4.6e-05,0,1,0.926069,1,1,3e-06,0,1,4e-06,0,1,1.0,1,1,0.00668,0,1,0.029969,0,1,4.8e-05,0,1,0.006825,0,1,7e-06,0,1,1.1e-05,0,1,1.0,1,1,0.991827,1,1,0.994735,1,1,2.4e-05,0,1,0.994735,1,1,0.0,0,1,0.0,0,1,0.333333,0,1,0.000727,0,1,0.002991,0,1,1e-06,0,1,0.000336,0,1,1.3e-05,0,1,1.2e-05,0,1,1.0,1,1,0.006652,0,1,0.007042,0,1,5.4e-05,0,1,0.005627,0,1,1
87,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
88,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.333333,0,1,0.001528,0,1,0.003091,0,1,6e-06,0,1,0.000654,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
89,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.000109,0,1,9.8e-05,0,1,1.0,1,1,0.066258,0,1,0.012301,0,1,0.011192,0,1,0.023301,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
90,0.0,0,0,0.0,0,0,0.333333,0,0,0.874958,1,0,0.925915,1,0,1.1e-05,0,0,0.925915,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992398,1,0,0.995149,1,0,9e-06,0,0,0.995149,1,0,0.515411,1,0,0.585059,1,0,0.666667,1,0,0.685847,1,0,0.489338,0,0,0.810684,1,0,0.487633,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.001402,0,0,0.006022,0,0,2e-06,0,0,0.001029,0,0,1
91,0.000362,0,0,0.000313,0,0,1.0,1,0,0.864969,1,0,0.916339,1,0,0.016291,0,0,0.916339,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.000375,0,0,0.000417,0,0,1.0,1,0,1.0,1,0,1.0,1,0,0.005019,0,0,1.0,1,0,0.866191,1,0,0.984364,1,0,0.333333,0,0,1.0,1,0,1.0,1,0,0.884874,1,0,1.0,1,0,3.8e-05,0,0,3.3e-05,0,0,1.0,1,0,0.020645,0,0,0.006964,0,0,0.000519,0,0,0.021843,0,0,1
92,0.4519,0,0,0.459986,0,0,0.666667,1,0,0.897156,1,0,0.925874,1,0,0.142895,0,0,0.925874,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.460567,0,0,0.683323,1,0,0.666667,1,0,0.916495,1,0,0.914403,1,0,0.190361,0,0,0.914403,1,0,0.703593,1,0,0.52322,1,0,0.333333,0,0,0.752162,1,0,0.588307,1,0,0.875832,1,0,0.586932,1,0,0.450276,0,0,0.492823,0,0,0.333333,0,0,0.764691,1,0,0.703116,1,0,0.605116,1,0,0.701092,1,0,1
93,0.053437,0,1,0.084364,0,1,0.666667,1,1,0.907369,1,1,0.935781,1,1,0.125989,0,1,0.935781,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.127321,0,1,0.179731,0,1,0.333333,0,1,0.909401,1,1,0.910167,1,1,0.183077,0,1,0.910167,1,1,0.013294,0,1,0.012946,0,1,0.0,0,1,0.178181,0,1,0.067916,0,1,0.074811,0,1,0.064843,0,1,0.233271,0,1,0.206416,0,1,0.333333,0,1,0.764527,1,1,0.702974,1,1,0.604854,1,1,0.700949,1,1,1
94,4.5e-05,0,0,3.9e-05,0,0,1.0,1,0,0.875595,1,0,0.926391,1,0,8.5e-05,0,0,0.926391,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,6.4e-05,0,0,7.6e-05,0,0,1.0,1,0,0.992884,1,0,0.99549,1,0,9.1e-05,0,0,0.99549,1,0,1e-06,0,0,1e-06,0,0,1.0,1,0,0.001487,0,0,0.002808,0,0,5e-06,0,0,0.000634,0,0,4.6e-05,0,0,4e-05,0,0,1.0,1,0,0.013184,0,0,0.007572,0,0,0.000212,0,0,0.012038,0,0,1
95,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
96,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.003327,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
97,0.0,0,1,0.0,0,1,0.0,0,1,0.875147,1,1,0.92606,1,1,0.0,0,1,0.92606,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.03199,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.992017,1,1,0.994875,1,1,0.0,0,1,0.994875,1,1,0.0,0,1,0.0,0,1,0.666667,1,1,0.002004,0,1,0.003327,0,1,1e-05,0,1,0.000917,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.006772,0,1,0.0,0,1,0.0,0,1,1
98,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,0,0.92606,1,0,0.0,0,0,0.92606,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,0,0.994875,1,0,0.0,0,0,0.994875,1,0,0.000216,0,0,0.000197,0,0,1.0,1,0,0.313246,0,0,0.108134,0,0,0.234475,0,0,0.105157,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
99,2e-06,0,0,3e-06,0,0,1.0,1,0,0.875917,1,0,0.926633,1,0,0.000113,0,0,0.926633,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1e-06,0,0,0.666667,1,0,0.991469,1,0,0.994475,1,0,3e-05,0,0,0.994475,1,0,0.586971,1,0,0.55561,1,0,0.666667,1,0,0.646943,1,0,0.427643,0,0,0.77275,1,0,0.425733,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.003171,0,0,0.00732,0,0,1.2e-05,0,0,0.002527,0,0,1
