segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
59,0.0,0.416046,0.0,0.403291,0.0,0.399168,0.875147,0.725789,0.92606,0.729939,0.0,0.368418,0.92606,0.729939,0.0,0.346216,0.0,0.364181,0.0,0.314894,0.0,0.385377,0.03199,0.387003,0.0,0.377323,0.0,0.389348,0.0,0.441181,0.0,0.454505,0.0,0.384999,0.992017,0.74706,0.994875,0.74741,0.0,0.375441,0.994875,0.74741,0.0,0.313762,0.0,0.304848,0.0,0.346829,0.0,0.293445,0.003327,0.357265,0.0,0.259353,0.0,0.355687,0.0,0.422066,0.0,0.427178,0.0,0.318575,0.0,0.411557,0.006772,0.421205,0.0,0.416609,0.0,0.419966,1
60,0.0,0.294483,0.0,0.284358,0.0,0.262684,0.875147,0.562589,0.92606,0.56852,0.0,0.282157,0.92606,0.56852,0.0,0.247515,0.0,0.261286,0.0,0.178353,0.0,0.244749,0.03199,0.254269,0.0,0.244729,0.0,0.244625,0.0,0.301284,0.0,0.3023,0.0,0.234663,0.992017,0.588253,0.994875,0.589332,0.0,0.283892,0.994875,0.589332,0.0,0.137553,0.0,0.125226,0.0,0.180644,0.0,0.102162,0.003327,0.169343,0.0,0.088383,0.0,0.167567,0.0,0.288368,0.0,0.289341,0.0,0.154158,0.0,0.267482,0.006772,0.279327,0.0,0.2789,0.0,0.276514,1
61,0.0,0.331849,0.0,0.320932,0.0,0.250752,0.875147,0.61838,0.92606,0.624785,0.0,0.3078,0.92606,0.624785,0.0,0.270279,0.0,0.286793,0.0,0.174229,0.0,0.243686,0.03199,0.258992,0.0,0.24783,0.0,0.241763,0.0,0.325001,0.0,0.320839,0.0,0.219228,0.992017,0.648622,0.994875,0.650452,0.0,0.30599,0.994875,0.650452,0.0,0.125353,0.0,0.114515,0.0,0.161196,0.0,0.080212,0.003327,0.159234,0.0,0.066174,0.0,0.157204,0.0,0.314402,0.0,0.313032,0.0,0.147257,0.0,0.274218,0.006772,0.290836,0.0,0.293441,0.0,0.287315,1
62,0.0,0.339856,0.0,0.319683,0.0,0.252571,0.875147,0.662676,0.92606,0.669696,0.0,0.325123,0.92606,0.669696,0.0,0.243311,0.0,0.261706,0.0,0.190184,0.0,0.244694,0.03199,0.254264,0.0,0.242496,0.0,0.247186,0.0,0.358139,0.0,0.348896,0.0,0.259453,0.992017,0.697821,0.994875,0.699027,0.0,0.325407,0.994875,0.699027,0.0,0.112332,0.0,0.116021,0.0,0.19124,0.0,0.06071,0.003327,0.158534,0.0,0.03762,0.0,0.156552,0.0,0.329163,0.0,0.335577,0.0,0.171797,0.0,0.283828,0.006772,0.293828,0.0,0.301891,0.0,0.290557,1
63,0.0,0.354038,0.0,0.343954,0.0,0.255053,0.875147,0.648027,0.92606,0.65423,0.0,0.321465,0.92606,0.65423,0.0,0.288654,0.0,0.306779,0.0,0.180178,0.0,0.255962,0.03199,0.274114,0.0,0.262167,0.0,0.252958,0.0,0.341369,0.0,0.337762,0.0,0.218417,0.992017,0.677882,0.994875,0.680052,0.0,0.318498,0.994875,0.680052,0.0,0.119556,0.0,0.108217,0.0,0.145727,0.0,0.073188,0.003327,0.156603,0.0,0.058523,0.0,0.154361,0.0,0.336842,0.0,0.334842,0.0,0.15291,0.0,0.287284,0.006772,0.306845,0.0,0.310312,0.0,0.303072,1
64,0.0,0.341889,0.0,0.325576,0.0,0.272895,0.875147,0.649719,0.92606,0.655829,0.0,0.322028,0.92606,0.655829,0.0,0.26506,0.0,0.282258,0.0,0.208313,0.0,0.264916,0.03199,0.273976,0.0,0.263159,0.0,0.26643,0.0,0.355182,0.0,0.350688,0.0,0.266136,0.992017,0.67985,0.994875,0.680963,0.0,0.323125,0.994875,0.680963,0.0,0.147832,0.0,0.143847,0.0,0.205938,0.0,0.100667,0.003327,0.186634,0.0,0.079891,0.0,0.184737,0.0,0.332652,0.0,0.336188,0.0,0.184868,0.0,0.300126,0.006772,0.31068,0.0,0.315201,0.0,0.307768,1
65,0.0,0.343272,0.0,0.331706,0.0,0.291018,0.875147,0.63165,0.92606,0.637409,0.0,0.316807,0.92606,0.637409,0.0,0.282783,0.0,0.298934,0.0,0.211936,0.0,0.278341,0.03199,0.288561,0.0,0.278144,0.0,0.278504,0.0,0.349015,0.0,0.350095,0.0,0.26621,0.992017,0.658674,0.994875,0.659852,0.0,0.31839,0.994875,0.659852,0.0,0.181376,0.0,0.171239,0.0,0.219924,0.0,0.143526,0.003327,0.216679,0.0,0.124263,0.0,0.214847,0.0,0.334037,0.0,0.334879,0.0,0.194015,0.0,0.306728,0.006772,0.320059,0.0,0.320202,0.0,0.317323,1
66,0.0,0.381318,0.0,0.372382,0.0,0.330912,0.875147,0.669554,0.92606,0.675209,0.0,0.339052,0.92606,0.675209,0.0,0.323939,0.0,0.34051,0.0,0.23722,0.0,0.314773,0.03199,0.326798,0.0,0.316065,0.0,0.313794,0.0,0.381273,0.0,0.386975,0.0,0.289055,0.992017,0.696373,0.994875,0.697676,0.0,0.341123,0.994875,0.697676,0.0,0.246849,0.0,0.232082,0.0,0.260838,0.0,0.218931,0.003327,0.282564,0.0,0.197797,0.0,0.28073,0.0,0.369253,0.0,0.368306,0.0,0.233412,0.0,0.339857,0.006772,0.357301,0.0,0.353454,0.0,0.354815,1
67,0.0,0.396895,0.0,0.38019,0.0,0.34804,0.875147,0.713343,0.92606,0.719143,0.0,0.360878,0.92606,0.719143,0.0,0.319512,0.0,0.335837,0.0,0.274893,0.0,0.329757,0.03199,0.334874,0.0,0.324574,0.0,0.332621,0.0,0.417602,0.0,0.418207,0.0,0.335623,0.992017,0.743931,0.994875,0.74431,0.0,0.36553,0.994875,0.74431,0.0,0.296754,0.0,0.289093,0.0,0.339558,0.0,0.258174,0.003327,0.329395,0.0,0.230536,0.0,0.327868,0.0,0.382167,0.0,0.385098,0.0,0.268894,0.0,0.367304,0.006772,0.376847,0.0,0.374786,0.0,0.374964,1
68,0.0,0.410399,0.0,0.402658,0.0,0.356801,0.875147,0.701412,0.92606,0.707478,0.0,0.356579,0.92606,0.707478,0.0,0.349462,0.0,0.366763,0.0,0.247652,0.0,0.335396,0.03199,0.349562,0.0,0.338146,0.0,0.333637,0.0,0.406397,0.0,0.41464,0.0,0.303612,0.992017,0.730302,0.994875,0.731754,0.0,0.358823,0.994875,0.731754,0.0,0.287129,0.0,0.271443,0.0,0.291743,0.0,0.267124,0.003327,0.326399,0.0,0.243412,0.0,0.324542,0.0,0.39514,0.0,0.393578,0.0,0.260657,0.0,0.357624,0.006772,0.378989,0.0,0.372649,0.0,0.376597,1
69,0.0,0.32228,0.0,0.309161,0.0,0.286887,0.875147,0.603723,0.92606,0.60975,0.0,0.305522,0.92606,0.60975,0.0,0.263216,0.0,0.277252,0.0,0.207349,0.0,0.266538,0.03199,0.2738,0.0,0.263991,0.0,0.268002,0.0,0.336452,0.0,0.336348,0.0,0.268428,0.992017,0.631864,0.994875,0.63248,0.0,0.30873,0.994875,0.63248,0.0,0.196218,0.0,0.18721,0.0,0.24934,0.0,0.157976,0.003327,0.226749,0.0,0.13874,0.0,0.225142,0.0,0.311175,0.0,0.313063,0.0,0.189284,0.0,0.296178,0.006772,0.305902,0.0,0.30475,0.0,0.303427,1
70,0.0,0.316408,0.0,0.305591,0.0,0.274714,0.875147,0.593757,0.92606,0.599575,0.0,0.297774,0.92606,0.599575,0.0,0.262447,0.0,0.277417,0.0,0.193491,0.0,0.259274,0.03199,0.269149,0.0,0.259084,0.0,0.259402,0.0,0.322959,0.0,0.324065,0.0,0.249067,0.992017,0.619855,0.994875,0.620963,0.0,0.299521,0.994875,0.620963,0.0,0.155947,0.0,0.145346,0.0,0.197727,0.0,0.119812,0.003327,0.190446,0.0,0.103066,0.0,0.18863,0.0,0.308962,0.0,0.309897,0.0,0.172092,0.0,0.2852,0.006772,0.297533,0.0,0.297631,0.0,0.294735,1
71,0.0,0.345548,0.0,0.336673,0.0,0.286916,0.875147,0.62997,0.92606,0.635257,0.0,0.313545,0.92606,0.635257,0.0,0.290664,0.0,0.308489,0.0,0.20562,0.0,0.280851,0.03199,0.293566,0.0,0.283019,0.0,0.27957,0.0,0.343186,0.0,0.346976,0.0,0.2538,0.992017,0.653828,0.994875,0.655523,0.0,0.313813,0.994875,0.655523,0.0,0.145704,0.0,0.13386,0.0,0.16795,0.0,0.109913,0.003327,0.186623,0.0,0.092141,0.0,0.184547,0.0,0.342582,0.0,0.342449,0.0,0.186711,0.0,0.30447,0.006772,0.32108,0.0,0.322469,0.0,0.318121,1
72,0.0,0.29105,0.0,0.275568,0.0,0.238116,0.875147,0.583869,0.92606,0.588298,0.0,0.288448,0.92606,0.588298,0.0,0.233608,0.0,0.248832,0.0,0.206158,0.0,0.243855,0.03199,0.248014,0.0,0.239232,0.0,0.24636,0.0,0.307194,0.0,0.301743,0.0,0.246127,0.992017,0.605544,0.994875,0.60638,0.0,0.289452,0.994875,0.60638,0.0,0.099061,0.0,0.091814,0.0,0.1529,0.0,0.035467,0.003327,0.124934,0.0,0.020533,0.0,0.123136,0.0,0.289102,0.0,0.291571,0.0,0.143464,0.0,0.283784,0.006772,0.286587,0.0,0.293648,0.0,0.283675,1
73,0.0,0.356784,0.0,0.34973,0.0,0.29655,0.875147,0.641399,0.92606,0.646022,0.0,0.31726,0.92606,0.646022,0.0,0.305641,0.0,0.325224,0.0,0.21291,0.0,0.294877,0.03199,0.308462,0.0,0.297997,0.0,0.292854,0.0,0.349854,0.0,0.357194,0.0,0.257486,0.992017,0.661743,0.994875,0.66375,0.0,0.317031,0.994875,0.66375,0.0,0.132698,0.0,0.119345,0.0,0.131901,0.0,0.100583,0.003327,0.179928,0.0,0.082599,0.0,0.177673,0.0,0.360545,0.0,0.359954,0.0,0.196551,0.0,0.315132,0.006772,0.33391,0.0,0.335999,0.0,0.330979,1
74,0.0,0.356977,0.0,0.341747,0.0,0.28913,0.875147,0.668627,0.92606,0.673098,0.0,0.332495,0.92606,0.673098,0.0,0.288939,0.0,0.306254,0.0,0.248397,0.0,0.294211,0.03199,0.300397,0.0,0.290657,0.0,0.296087,0.0,0.368758,0.0,0.365964,0.0,0.286935,0.992017,0.692537,0.994875,0.693566,0.0,0.333572,0.994875,0.693566,0.0,0.179036,0.0,0.170272,0.0,0.212374,0.0,0.121924,0.003327,0.208322,0.0,0.101853,0.0,0.206487,0.0,0.34993,0.0,0.351553,0.0,0.202772,0.0,0.3359,0.006772,0.342915,0.0,0.347718,0.0,0.340234,1
75,0.0,0.34827,0.0,0.336594,0.0,0.294796,0.875147,0.639066,0.92606,0.64481,0.0,0.320369,0.92606,0.64481,0.0,0.287146,0.0,0.303591,0.0,0.216067,0.0,0.282983,0.03199,0.293231,0.0,0.282816,0.0,0.283098,0.0,0.354292,0.0,0.355551,0.0,0.269637,0.992017,0.666231,0.994875,0.667402,0.0,0.322055,0.994875,0.667402,0.0,0.187433,0.0,0.177499,0.0,0.230063,0.0,0.148891,0.003327,0.222491,0.0,0.129164,0.0,0.22066,0.0,0.33949,0.0,0.340359,0.0,0.198854,0.0,0.311527,0.006772,0.325058,0.0,0.32522,0.0,0.322356,1
76,0.0,0.402634,0.0,0.392044,0.0,0.340216,0.875147,0.700011,0.92606,0.70737,0.0,0.353446,0.92606,0.70737,0.0,0.33066,0.0,0.348454,0.0,0.223452,0.0,0.312767,0.03199,0.328365,0.0,0.316089,0.0,0.311298,0.0,0.40318,0.0,0.407994,0.0,0.289872,0.992017,0.734582,0.994875,0.736014,0.0,0.355831,0.994875,0.736014,0.0,0.254868,0.0,0.24486,0.0,0.29512,0.0,0.243303,0.003327,0.304331,0.0,0.217694,0.0,0.302397,0.0,0.386043,0.0,0.386585,0.0,0.247117,0.0,0.333383,0.006772,0.35609,0.0,0.35136,0.0,0.353541,1
77,0.0,0.390081,0.0,0.369698,0.0,0.312519,0.875147,0.720023,0.92606,0.728225,0.0,0.365657,0.92606,0.728225,0.0,0.296164,0.0,0.309563,0.0,0.2525,0.0,0.293392,0.03199,0.301848,0.0,0.289817,0.0,0.296223,0.0,0.410409,0.0,0.398485,0.0,0.310866,0.992017,0.76289,0.994875,0.763398,0.0,0.368674,0.994875,0.763398,0.0,0.304937,0.0,0.300519,0.0,0.443045,0.0,0.2506,0.003327,0.321644,0.0,0.22432,0.0,0.320384,0.0,0.352135,0.0,0.354556,0.0,0.233179,0.0,0.339253,0.006772,0.348318,0.0,0.346371,0.0,0.34567,1
78,0.0,0.389162,0.0,0.380736,0.0,0.335297,0.875147,0.666699,0.92606,0.676426,0.0,0.338239,0.92606,0.676426,0.0,0.320485,0.0,0.3374,0.0,0.170577,0.0,0.286554,0.03199,0.307769,0.0,0.294221,0.0,0.283139,0.0,0.386722,0.0,0.394008,0.0,0.257472,0.992017,0.708847,0.994875,0.710424,0.0,0.341653,0.994875,0.710424,0.0,0.244543,0.0,0.235793,0.0,0.336191,0.0,0.274421,0.003327,0.314051,0.0,0.247077,0.0,0.312041,0.0,0.369699,0.0,0.370392,0.0,0.232832,0.0,0.290002,0.006772,0.322052,0.0,0.312297,0.0,0.319401,1
79,0.0,0.340739,0.0,0.323692,0.0,0.280486,0.875147,0.648027,0.92606,0.656351,0.0,0.327706,0.92606,0.656351,0.0,0.263156,0.0,0.275594,0.0,0.217893,0.0,0.259497,0.03199,0.268824,0.0,0.257423,0.0,0.261337,0.0,0.356788,0.0,0.346139,0.0,0.276133,0.992017,0.688199,0.994875,0.688993,0.0,0.330131,0.994875,0.688993,0.0,0.240639,0.0,0.234984,0.0,0.573724,0.0,0.187318,0.003327,0.25508,0.0,0.165774,0.0,0.25417,0.0,0.310151,0.0,0.311906,0.0,0.189942,0.0,0.295515,0.006772,0.305277,0.0,0.303961,0.0,0.302369,1
80,0.0,0.40981,0.0,0.395979,0.0,0.333987,0.875147,0.728252,0.92606,0.733791,0.0,0.364896,0.92606,0.733791,0.0,0.333131,0.0,0.351879,0.0,0.269729,0.0,0.328804,0.03199,0.338716,0.0,0.327663,0.0,0.32951,0.0,0.415744,0.0,0.416704,0.0,0.313524,0.992017,0.757469,0.994875,0.758742,0.0,0.366441,0.994875,0.758742,1e-06,0.247291,1e-06,0.23788,1.0,1.0,0.003371,0.230736,0.002487,0.289792,2.8e-05,0.201743,0.001592,0.290027,0.0,0.396484,0.0,0.39746,0.0,0.25089,0.0,0.366878,0.006772,0.379686,0.0,0.38094,0.0,0.377188,1
81,0.0,0.43208,0.0,0.427441,0.0,0.358409,0.875147,0.714893,0.92606,0.715137,0.0,0.357005,0.92606,0.715137,0.0,0.385475,0.0,0.412657,0.0,0.225082,0.0,0.380506,0.03199,0.391977,0.0,0.383551,0.0,0.377722,0.0,0.422648,0.0,0.448671,0.0,0.273116,0.992017,0.719803,0.994875,0.721208,0.0,0.357915,0.994875,0.721208,0.000454,0.148475,0.00042,0.13334,1.0,0.931689,0.451768,0.397455,0.209874,0.352514,0.453876,0.349223,0.207237,0.351565,0.0,0.463107,0.0,0.462986,0.0,0.26054,0.0,0.408671,0.006772,0.429324,0.0,0.431913,0.0,0.427473,1
82,0.0,0.345417,0.0,0.329351,0.333333,0.366438,0.875323,0.68098,0.926191,0.674667,2.4e-05,0.341459,0.926191,0.674667,1.5e-05,0.283791,1.5e-05,0.300279,1.0,0.523469,0.028204,0.414656,0.028917,0.397136,0.000871,0.392679,0.034519,0.424196,1e-06,0.356777,2e-06,0.351473,1.0,0.504129,0.992013,0.660354,0.994866,0.660158,4.6e-05,0.34491,0.994866,0.660158,0.712143,0.338374,0.694565,0.314778,0.666667,0.731562,0.648053,0.447904,0.428397,0.415103,0.775367,0.40975,0.426489,0.414687,0.0,0.347855,0.0,0.347716,0.333333,0.315352,0.00201,0.501821,0.006591,0.46063,5e-06,0.481232,0.001402,0.458896,1
83,0.000846,0.645692,0.000745,0.662213,1.0,0.682144,0.894084,0.844689,0.937077,0.82054,0.028889,0.432519,0.937077,0.82054,0.015262,0.650625,0.010749,0.709209,1.0,0.656868,0.988367,0.719659,1.0,0.714211,0.969252,0.714118,1.0,0.714242,0.001836,0.598672,0.002085,0.717428,1.0,0.660316,0.929451,0.747425,0.927127,0.746177,0.167266,0.441444,0.927127,0.746177,0.948318,0.548045,0.865536,0.502232,0.333333,0.648665,0.884736,0.621532,0.816831,0.637388,0.890281,0.605196,0.81622,0.636658,7.4e-05,0.810373,6.7e-05,0.809936,1.0,0.604871,0.689278,0.754337,0.526599,0.77372,0.519053,0.780152,0.523371,0.775835,1
84,0.527147,0.740766,0.612775,0.767755,0.666667,0.546501,1.0,0.878981,1.0,0.823969,0.190934,0.475648,1.0,0.823969,0.922637,0.771527,0.989515,0.848937,0.333333,0.559073,0.999849,0.768075,0.973103,0.733896,0.999832,0.751919,0.973734,0.763068,0.421821,0.673346,0.712582,0.855714,0.333333,0.542507,0.918006,0.700122,0.915441,0.697256,0.190934,0.443369,0.915441,0.697256,0.352181,0.371561,0.289894,0.325256,0.333333,0.683928,0.753035,0.603114,0.596157,0.594228,0.863439,0.604256,0.594809,0.594606,1.0,1.0,1.0,1.0,0.333333,0.348122,1.0,0.97701,1.0,0.96915,1.0,1.0,1.0,0.972587,1
85,0.056764,0.441025,0.061519,0.438626,0.0,0.304283,0.982526,0.790308,0.989122,0.73968,0.167266,0.436436,0.989122,0.73968,0.006963,0.3632,0.004678,0.391282,1.0,0.871787,0.15385,0.45024,0.0,0.3441,0.025832,0.375116,0.203244,0.477638,0.00595,0.395331,0.008161,0.43488,1.0,0.859713,0.980812,0.668245,0.983039,0.668663,0.028889,0.352841,0.983039,0.668663,0.000123,0.22262,0.00013,0.208344,1.0,0.930174,0.013946,0.25406,0.0,0.290667,0.000483,0.236041,0.006425,0.297313,0.072513,0.499753,0.065498,0.496362,0.0,0.233873,0.724531,0.900873,0.480262,0.754673,0.589973,0.838758,0.476719,0.756282,1
86,2.3e-05,0.441328,2.2e-05,0.431354,1.0,0.775619,0.875165,0.776055,0.926069,0.75969,4.6e-05,0.410869,0.926069,0.75969,3e-06,0.338773,4e-06,0.356413,1.0,0.932787,0.00668,0.39827,0.029969,0.358696,4.8e-05,0.362092,0.006825,0.412095,7e-06,0.420272,1.1e-05,0.426623,1.0,0.96594,0.991827,0.746425,0.994735,0.747035,2.4e-05,0.379304,0.994735,0.747035,0.0,0.348151,0.0,0.340497,0.333333,0.777422,0.000727,0.29601,0.002991,0.374426,1e-06,0.254877,0.000336,0.378088,1.3e-05,0.422251,1.2e-05,0.42158,1.0,0.823496,0.006652,0.620629,0.007042,0.54636,5.4e-05,0.586083,0.005627,0.548931,1
87,0.0,0.514485,0.0,0.506244,0.0,0.711679,0.875147,0.763452,0.92606,0.755555,0.0,0.404498,0.92606,0.755555,0.0,0.438987,0.0,0.4709,0.0,0.595822,0.0,0.436969,0.03199,0.437859,0.0,0.432342,0.0,0.436006,0.0,0.511422,0.0,0.561496,0.0,0.616868,0.992017,0.745961,0.994875,0.744333,0.0,0.406538,0.994875,0.744333,0.0,0.416855,0.0,0.408815,0.0,0.478759,0.0,0.465921,0.003327,0.503822,0.0,0.449048,0.0,0.502828,0.0,0.553852,0.0,0.557182,0.0,0.696643,0.0,0.531032,0.006772,0.539765,0.0,0.537581,0.0,0.540925,1
88,0.0,0.448009,0.0,0.439018,0.0,0.471766,0.875147,0.756468,0.92606,0.749906,0.0,0.398833,0.92606,0.749906,0.0,0.34282,0.0,0.360558,0.0,0.414538,0.0,0.379247,0.03199,0.367584,0.0,0.362843,0.0,0.385789,0.0,0.426639,0.0,0.436016,0.0,0.566162,0.992017,0.756549,0.994875,0.756924,0.0,0.380871,0.994875,0.756924,0.0,0.436703,0.0,0.438889,0.333333,0.78868,0.001528,0.408363,0.003091,0.478057,6e-06,0.340201,0.000654,0.484557,0.0,0.417832,0.0,0.41917,0.0,0.406516,0.0,0.49491,0.006772,0.470132,0.0,0.486635,0.0,0.470807,1
89,0.0,0.449012,0.0,0.436661,0.0,0.493843,0.875147,0.723516,0.92606,0.722916,0.0,0.376842,0.92606,0.722916,0.0,0.363518,0.0,0.386787,0.0,0.325682,0.0,0.357875,0.03199,0.364523,0.0,0.355737,0.0,0.357935,0.0,0.453136,0.0,0.478539,0.0,0.370606,0.992017,0.732281,0.994875,0.731848,0.0,0.378872,0.994875,0.731848,0.000109,0.4771,9.8e-05,0.488603,1.0,0.863239,0.066258,0.561354,0.012301,0.538902,0.011192,0.5387,0.023301,0.544594,0.0,0.454789,0.0,0.457869,0.0,0.429016,0.0,0.43844,0.006772,0.447286,0.0,0.444397,0.0,0.446277,1
90,0.0,0.42127,0.0,0.407173,0.333333,0.577503,0.874958,0.744061,0.925915,0.749742,1.1e-05,0.373073,0.925915,0.749742,0.0,0.341648,0.0,0.360864,0.0,0.273715,0.0,0.33611,0.03199,0.346586,0.0,0.335281,0.0,0.336649,0.0,0.426942,0.0,0.427861,0.0,0.417815,0.992398,0.774597,0.995149,0.775769,9e-06,0.374444,0.995149,0.775769,0.515411,0.754522,0.585059,0.820629,0.666667,0.759863,0.685847,0.835542,0.489338,0.79671,0.810684,0.841041,0.487633,0.794741,0.0,0.40701,0.0,0.407993,0.333333,0.56419,0.001402,0.375407,0.006022,0.387545,2e-06,0.388878,0.001029,0.386738,1
91,0.000362,0.350757,0.000313,0.337084,1.0,0.730942,0.864969,0.727753,0.916339,0.741544,0.016291,0.353959,0.916339,0.741544,0.0,0.314888,0.0,0.330703,0.0,0.228508,0.0,0.310726,0.03199,0.324541,0.0,0.311479,0.0,0.311189,0.000375,0.356544,0.000417,0.327339,1.0,0.680566,1.0,0.799444,1.0,0.800608,0.005019,0.348733,1.0,0.800608,0.866191,0.820528,0.984364,0.92296,0.333333,0.667533,1.0,0.863812,1.0,0.952178,0.884874,0.737135,1.0,0.952045,3.8e-05,0.328959,3.3e-05,0.325722,1.0,0.807078,0.020645,0.278189,0.006964,0.288765,0.000519,0.296708,0.021843,0.297448,1
92,0.4519,0.392495,0.459986,0.376783,0.666667,0.623629,0.897156,0.683362,0.925874,0.688999,0.142895,0.349733,0.925874,0.688999,0.0,0.30961,0.0,0.328375,0.0,0.178332,0.0,0.283538,0.03199,0.302412,0.0,0.289213,0.0,0.281524,0.460567,0.435035,0.683323,0.455059,0.666667,0.53739,0.916495,0.705512,0.914403,0.704202,0.190361,0.367225,0.914403,0.704202,0.703593,0.575542,0.52322,0.609571,0.333333,0.455355,0.752162,0.6302,0.588307,0.704137,0.875832,0.501746,0.586932,0.704853,0.450276,0.422186,0.492823,0.421883,0.333333,0.618576,0.764691,0.427136,0.703116,0.441551,0.605116,0.419406,0.701092,0.447848,1
93,0.053437,0.493477,0.084364,0.480162,0.666667,0.665581,0.907369,0.792004,0.935781,0.796162,0.125989,0.393289,0.935781,0.796162,0.0,0.331693,0.0,0.347922,0.0,0.24611,0.0,0.329661,0.03199,0.344892,0.0,0.330918,0.0,0.330018,0.127321,0.505624,0.179731,0.532233,0.333333,0.610881,0.909401,0.80146,0.910167,0.803554,0.183077,0.406791,0.910167,0.803554,0.013294,0.444927,0.012946,0.419943,0.0,0.77721,0.178181,0.414649,0.067916,0.442416,0.074811,0.397938,0.064843,0.441125,0.233271,0.4748,0.206416,0.479056,0.333333,0.639928,0.764527,0.492269,0.702974,0.504155,0.604854,0.486457,0.700949,0.506385,1
94,4.5e-05,0.445775,3.9e-05,0.422682,1.0,0.750062,0.875595,0.819728,0.926391,0.832526,8.5e-05,0.393348,0.926391,0.832526,0.0,0.385365,0.0,0.407618,0.0,0.285377,0.0,0.367928,0.03199,0.382679,0.0,0.369684,0.0,0.367547,6.4e-05,0.461201,7.6e-05,0.447642,1.0,0.743844,0.992884,0.88224,0.99549,0.883646,9.1e-05,0.395907,0.99549,0.883646,1e-06,0.340209,1e-06,0.346445,1.0,0.857776,0.001487,0.30264,0.002808,0.404128,5e-06,0.255472,0.000634,0.403481,4.6e-05,0.427137,4e-05,0.428849,1.0,0.844318,0.013184,0.334326,0.007572,0.352787,0.000212,0.359155,0.012038,0.357211,1
95,0.0,0.463342,0.0,0.447717,0.0,0.450548,0.875147,0.805018,0.92606,0.810477,0.0,0.403822,0.92606,0.810477,0.0,0.374279,0.0,0.39531,0.0,0.300959,0.0,0.367002,0.03199,0.378015,0.0,0.366185,0.0,0.367555,0.0,0.468996,0.0,0.469827,0.0,0.435495,0.992017,0.836252,0.994875,0.837612,0.0,0.405043,0.994875,0.837612,0.0,0.29992,0.0,0.290979,0.0,0.374675,0.0,0.258237,0.003327,0.340305,0.0,0.228462,0.0,0.338372,0.0,0.446845,0.0,0.447825,0.0,0.404795,0.0,0.408751,0.006772,0.42448,0.0,0.424912,0.0,0.422351,1
96,0.0,0.511922,0.0,0.504041,0.0,0.429812,0.875147,0.81448,0.92606,0.814213,0.0,0.425896,0.92606,0.814213,0.0,0.375915,0.0,0.396229,0.0,0.323731,0.0,0.37741,0.03199,0.385947,0.0,0.374617,0.0,0.378739,0.0,0.495917,0.0,0.513847,0.0,0.402808,0.992017,0.827199,0.994875,0.828318,0.0,0.422307,0.994875,0.828318,0.0,0.331225,0.0,0.311078,0.0,0.281925,0.0,0.283007,0.003327,0.347374,0.0,0.271601,0.0,0.345004,0.0,0.478035,0.0,0.481348,0.0,0.298574,0.0,0.485186,0.006772,0.492076,0.0,0.486975,0.0,0.489172,1
