segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_am_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_am_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_am_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_am_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_am_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_am_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_am_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_am_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_am_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_am_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_am_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_am_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
25,2023-02-06T14:20:40.000000000,2023-02-06T14:21:38.000000000,0.700281,0.756895,0.723589,0.785954,0.333333,0.292414,0.949602,0.824846,0.964221,0.832493,0.477579,0.537224,0.964221,0.832493,0.00014,0.210475,0.000127,0.152187,1.0,0.755451,0.641707,0.49097,0.800747,0.674727,0.003261,0.206177,0.800747,0.674727,0.043777,0.207416,0.057177,0.221006,0.666667,0.604743,0.757561,0.695153,0.904661,0.779977,0.036454,0.175979,0.904661,0.779977,0.159219,0.427501,0.175597,0.438727,0.333333,0.444247,0.272398,0.499977,0.172887,0.450337,0.189909,0.452803,0.171466,0.449985,0.004988,0.182098,0.003606,0.170224,0.333333,0.398641,0.073869,0.266902,0.072606,0.234583,0.007106,0.252015,0.064006,0.233224,0.024596,0.218028,0.022593,0.204801,0.333333,0.423487,0.176168,0.296654,0.144175,0.287022,0.039957,0.229797,0.142519,0.286576,0.967839,0.919307,0.983997,0.923973,0.333333,0.358855,0.550712,0.691029,0.309128,0.510363,0.836657,0.875238,0.306103,0.509933,0.015624,0.392654,0.009211,0.385674,0.333333,0.437691,0.188085,0.308414,0.270907,0.386145,0.030177,0.308205,0.235921,0.339093,0.033186,0.213489,0.022227,0.195414,0.333333,0.420646,0.21095,0.334326,0.226508,0.382229,0.043124,0.270754,0.221049,0.381064,0.044487,0.189762,0.05023,0.183086,0.333333,0.447898,0.12153,0.136342,0.059747,0.145612,0.029821,0.112991,0.0558,0.144755,0
26,2023-02-06T14:21:10.000000000,2023-02-06T14:22:08.000000000,0.004484,0.42537,0.007979,0.415223,0.333333,0.163302,0.697688,0.656233,0.797097,0.707249,0.052831,0.381753,0.797097,0.707249,0.12327,0.21897,0.172441,0.191859,0.666667,0.546548,0.804796,0.610946,0.842358,0.708282,0.581687,0.481575,0.842358,0.708282,0.04081,0.19623,0.051803,0.214272,0.666667,0.578479,0.673029,0.612824,0.829634,0.711206,0.036675,0.147004,0.829634,0.711206,7.2e-05,0.333655,0.000104,0.336971,0.333333,0.398693,0.02094,0.349041,0.013085,0.359127,0.00133,0.353241,0.01139,0.358791,0.414691,0.402523,0.379898,0.335453,0.333333,0.374942,0.73103,0.601045,0.58564,0.503041,0.67673,0.59612,0.581798,0.502267,0.000325,0.179675,0.000351,0.173668,0.333333,0.370069,0.080649,0.230622,0.063048,0.242409,0.008805,0.18411,0.061234,0.241861,0.000302,0.546706,0.000592,0.548707,0.333333,0.295652,0.045516,0.417245,0.026907,0.356711,0.006298,0.584107,0.022646,0.355933,0.003857,0.32938,0.002742,0.325407,1.0,0.706611,0.518928,0.485332,0.412967,0.461416,0.284797,0.410967,0.384798,0.426985,0.000426,0.181685,0.000343,0.172378,0.333333,0.386718,0.10017,0.263041,0.107265,0.320273,0.010022,0.226124,0.100965,0.318947,0.037027,0.160874,0.029294,0.156864,0.333333,0.39601,0.452992,0.309882,0.312001,0.266928,0.325437,0.268999,0.309113,0.26624,0
27,2023-02-06T14:21:40.000000000,2023-02-06T14:22:38.000000000,0.133294,0.433306,0.156177,0.39794,0.666667,0.312049,0.682121,0.556275,0.726911,0.599066,0.5426,0.399383,0.726911,0.599066,0.620282,0.33846,0.682243,0.315535,1.0,0.561449,0.828663,0.5765,0.83394,0.651082,0.751224,0.494006,0.83394,0.651082,0.023502,0.140124,0.036681,0.148562,0.333333,0.589295,0.639292,0.537691,0.794335,0.635608,0.065984,0.1281,0.794335,0.635608,0.001797,0.33172,0.002053,0.332516,0.333333,0.421868,0.074007,0.316821,0.049776,0.329449,0.013459,0.348223,0.048144,0.328872,0.45669,0.491199,0.666625,0.472541,1.0,0.4206,0.863092,0.643679,0.82957,0.568272,0.788435,0.616099,0.827989,0.567317,0.014912,0.148069,0.01731,0.136607,0.333333,0.426028,0.123163,0.226432,0.129511,0.247174,0.014221,0.161592,0.127827,0.246663,0.007331,0.504889,0.009152,0.49862,0.333333,0.327053,0.081121,0.36837,0.073642,0.351197,0.007158,0.50042,0.069586,0.3503,0.235694,0.37682,0.254595,0.375952,0.333333,0.489978,0.525169,0.492603,0.401193,0.495041,0.294273,0.399074,0.377404,0.456811,0.019193,0.13587,0.015097,0.124446,0.333333,0.323665,0.147634,0.260177,0.205536,0.350532,0.015806,0.190294,0.19993,0.348548,0.427742,0.262811,0.409637,0.237473,0.333333,0.415488,0.582603,0.355451,0.536548,0.307767,0.335519,0.308981,0.534603,0.3071,1
28,2023-02-06T14:22:10.000000000,2023-02-06T14:23:08.000000000,0.744205,0.376038,0.751673,0.36427,0.333333,0.140492,0.691031,0.723601,0.730157,0.730718,0.580476,0.605027,0.730157,0.730718,0.198491,0.386857,0.216102,0.36304,0.666667,0.663777,0.671512,0.614104,0.79419,0.731142,0.17281,0.423386,0.79419,0.731142,0.064203,0.195786,0.091525,0.215925,0.666667,0.374513,0.644364,0.605222,0.798538,0.708168,0.06777,0.170913,0.798538,0.708168,0.138262,0.323286,0.148275,0.323939,0.333333,0.33154,0.332471,0.50311,0.268116,0.528286,0.167684,0.365294,0.266859,0.527963,0.455508,0.38885,0.528167,0.406718,0.666667,0.686103,0.465745,0.522877,0.350561,0.511127,0.290006,0.474549,0.344538,0.509844,0.034619,0.195027,0.038062,0.190748,0.333333,0.293602,0.238107,0.32616,0.286238,0.394016,0.036468,0.203441,0.284857,0.393469,0.799802,0.439255,0.807184,0.439182,0.333333,0.213546,0.6932,0.681068,0.529417,0.645528,0.812786,0.655407,0.527356,0.644899,0.015002,0.415524,0.010475,0.419007,0.333333,0.273287,0.253597,0.419379,0.401073,0.559005,0.047376,0.341928,0.372333,0.543791,0.046569,0.20168,0.036926,0.191612,0.333333,0.31294,0.291059,0.387599,0.463238,0.593746,0.042782,0.257554,0.45945,0.592768,0.385942,0.317728,0.377305,0.300563,0.333333,0.314714,0.448831,0.377465,0.31382,0.351205,0.314947,0.292009,0.310939,0.350485,1
29,2023-02-06T14:22:40.000000000,2023-02-06T14:23:38.000000000,0.017036,0.461552,0.017922,0.415572,0.0,0.128863,0.981444,0.864826,0.969646,0.857603,0.707082,0.627697,0.969646,0.857603,0.00044,0.237795,0.000379,0.182056,1.0,0.775592,0.644724,0.529907,0.803737,0.695694,0.001804,0.256329,0.803737,0.695694,0.005227,0.170252,0.007547,0.169322,0.0,0.417072,0.674502,0.627714,0.831137,0.726116,0.035565,0.169592,0.831137,0.726116,0.000156,0.364512,0.000244,0.366138,0.0,0.291313,0.420495,0.571173,0.395428,0.581536,0.093293,0.413424,0.394389,0.581092,0.000539,0.209485,0.000728,0.187351,1.0,0.630477,0.116584,0.310725,0.159419,0.32739,0.00742,0.269223,0.151624,0.325634,0.001708,0.203914,0.002082,0.18994,0.0,0.262323,0.27764,0.359383,0.35313,0.410134,0.038391,0.233144,0.351878,0.409669,0.024786,0.530296,0.036646,0.529284,0.0,0.166606,0.862283,0.812709,0.755345,0.742506,0.709418,0.753857,0.754274,0.742067,0.001177,0.406655,0.000911,0.403313,0.0,0.184907,0.304436,0.434655,0.641813,0.654105,0.030229,0.334124,0.624625,0.624372,0.002481,0.190267,0.002159,0.177777,0.0,0.241997,0.342616,0.422318,0.585874,0.623244,0.043519,0.276984,0.582951,0.621985,0.026746,0.184508,0.028847,0.175354,0.0,0.252506,0.294929,0.267758,0.160437,0.227748,0.16358,0.225288,0.156912,0.226774,1
30,2023-02-06T14:23:10.000000000,2023-02-06T14:24:08.000000000,0.905733,1.0,0.861814,1.0,0.333333,0.351987,0.998263,1.0,0.996028,1.0,0.580204,0.676925,0.996028,1.0,0.000489,0.329712,0.000408,0.28297,1.0,0.844882,0.624291,0.615884,0.769069,0.782835,0.082408,0.391959,0.769069,0.782835,3e-06,0.266009,3e-06,0.27174,1.0,0.9274,0.70739,0.772491,0.866388,0.870516,2e-05,0.250089,0.866388,0.870516,0.172153,0.51239,0.185815,0.521873,0.333333,0.503682,0.266982,0.613267,0.16604,0.565199,0.187258,0.527329,0.164608,0.564727,0.004896,0.317052,0.003512,0.300326,0.333333,0.464256,0.095134,0.392176,0.073447,0.348489,0.013535,0.366617,0.064855,0.346336,0.025441,0.323683,0.023942,0.304486,0.333333,0.484248,0.170515,0.402595,0.135789,0.388201,0.038298,0.335367,0.134117,0.387627,0.988979,1.0,0.997381,1.0,0.333333,0.424388,0.51715,0.759535,0.275094,0.580686,0.772189,0.900351,0.27192,0.579799,0.015617,0.49734,0.009187,0.490448,0.333333,0.493189,0.187402,0.433863,0.270244,0.526701,0.029944,0.412058,0.235226,0.472678,0.033141,0.312873,0.022139,0.287762,0.333333,0.492809,0.210826,0.452385,0.229012,0.502374,0.042681,0.397081,0.223571,0.500653,0.05979,0.303104,0.065707,0.288696,0.333333,0.523359,0.140967,0.252402,0.074049,0.256732,0.038843,0.221839,0.070161,0.255582,0
31,2023-02-06T14:23:40.000000000,2023-02-06T14:24:38.000000000,0.029635,0.596491,0.039815,0.57185,0.333333,0.328881,0.698436,0.789392,0.797261,0.834378,0.056858,0.443499,0.797261,0.834378,0.580364,0.519941,0.596562,0.49048,0.666667,0.634515,0.815581,0.639379,0.831721,0.721599,0.693757,0.592242,0.831721,0.721599,5.9e-05,0.215362,5.7e-05,0.213772,1.0,0.907148,0.698217,0.680807,0.856778,0.782848,0.00887,0.186859,0.856778,0.782848,0.000586,0.40335,0.00069,0.409487,0.333333,0.499388,0.024745,0.408677,0.017382,0.418339,0.001577,0.40337,0.015695,0.418133,0.633334,0.549673,0.650573,0.525689,0.666667,0.587523,0.7189,0.619571,0.571841,0.507755,0.658087,0.612453,0.567871,0.506636,0.000736,0.260532,0.000881,0.248841,0.333333,0.434046,0.082151,0.287911,0.065444,0.286296,0.009004,0.264606,0.063636,0.28587,0.001087,0.621603,0.001455,0.619871,0.333333,0.447709,0.052522,0.394941,0.035371,0.363859,0.00723,0.529239,0.031147,0.362969,0.00036,0.391699,0.000255,0.391382,1.0,0.789083,0.096559,0.248406,0.010616,0.257709,0.010614,0.306217,0.091469,0.275528,0.000948,0.253297,0.000868,0.239895,0.333333,0.48635,0.100901,0.314533,0.107789,0.344556,0.010182,0.309888,0.101492,0.343722,0.109052,0.224333,0.075077,0.192386,0.333333,0.523943,0.470539,0.325474,0.321693,0.279538,0.353322,0.294645,0.318845,0.278854,1
32,2023-02-06T14:24:10.000000000,2023-02-06T14:25:08.000000000,0.14928,0.34312,0.168455,0.295889,0.333333,0.251018,0.605082,0.584337,0.665339,0.63224,0.494772,0.372535,0.665339,0.63224,0.491994,0.462296,0.518363,0.423014,0.666667,0.59415,0.884394,0.560186,0.899166,0.633035,0.701731,0.497829,0.899166,0.633035,0.085618,0.159472,0.104709,0.146215,0.666667,0.652667,0.692584,0.566081,0.832818,0.655392,0.11773,0.157544,0.832818,0.655392,0.007315,0.345022,0.00974,0.348976,0.333333,0.371757,0.217301,0.354113,0.137577,0.370299,0.121692,0.366153,0.136096,0.36998,0.653583,0.522298,0.588752,0.474338,0.666667,0.57166,0.843209,0.611026,0.84913,0.531887,0.706626,0.5746,0.847731,0.531101,0.013901,0.188362,0.018622,0.175603,0.666667,0.348873,0.171772,0.245881,0.194399,0.262617,0.023168,0.203461,0.19284,0.262385,0.006419,0.354578,0.008036,0.35856,0.333333,0.284906,0.41467,0.373793,0.238249,0.378137,0.466397,0.455344,0.234913,0.377423,0.312223,0.381955,0.278311,0.372452,0.666667,0.636683,0.540171,0.329964,0.521884,0.38817,0.290905,0.304165,0.498941,0.409196,0.020036,0.163876,0.018589,0.155835,0.666667,0.386241,0.199065,0.26467,0.286062,0.340712,0.026611,0.218036,0.281023,0.339807,0.451939,0.230806,0.502946,0.207988,0.333333,0.350146,0.64378,0.350244,0.613013,0.285078,0.370151,0.30961,0.611388,0.284585,1
33,2023-02-06T14:24:40.000000000,2023-02-06T14:25:38.000000000,0.584773,0.430871,0.754805,0.420222,0.333333,0.476423,0.637883,0.769645,0.69628,0.784877,0.477295,0.554295,0.69628,0.784877,0.037019,0.289345,0.049986,0.242757,1.0,0.647627,0.706225,0.592807,0.837905,0.724519,0.112474,0.375478,0.837905,0.724519,0.097398,0.228006,0.114287,0.233909,0.666667,0.820379,0.700577,0.6436,0.841319,0.737301,0.110237,0.20707,0.841319,0.737301,0.163368,0.365534,0.160337,0.369991,0.333333,0.645404,0.393022,0.562827,0.354654,0.576458,0.12725,0.393102,0.353546,0.576457,0.143398,0.29306,0.130011,0.264163,0.333333,0.674128,0.453459,0.48722,0.400183,0.477025,0.243744,0.419563,0.394621,0.475839,0.020482,0.236726,0.026678,0.229809,0.333333,0.680944,0.280495,0.360373,0.379859,0.433248,0.025091,0.245218,0.378658,0.433057,0.683709,0.446785,0.720272,0.445758,0.333333,0.665482,0.827721,0.741143,0.71382,0.694729,0.718894,0.622063,0.712567,0.69448,0.087179,0.460556,0.073608,0.450801,0.333333,0.751832,0.590346,0.538687,0.972715,0.701006,0.21829,0.417982,0.971405,0.674725,0.029766,0.232179,0.024603,0.222677,0.333333,0.716098,0.338623,0.410459,0.597449,0.625131,0.035329,0.286472,0.594608,0.625693,0.304236,0.269247,0.362521,0.270687,0.333333,0.711402,0.439331,0.275617,0.298483,0.281992,0.310171,0.198833,0.295538,0.281585,1
34,2023-02-06T14:25:10.000000000,2023-02-06T14:26:08.000000000,0.000412,0.305485,0.000447,0.168105,1.0,0.553977,0.991388,0.778278,0.990618,0.77096,0.575205,0.482173,0.990618,0.77096,0.000871,0.185614,0.001017,0.121552,1.0,0.612616,0.684117,0.393713,0.833906,0.550526,0.028506,0.145099,0.833906,0.550526,8.7e-05,0.07371,8.7e-05,0.05287,1.0,0.751766,0.706281,0.495122,0.865376,0.596911,0.000224,0.040628,0.865376,0.596911,8e-06,0.278765,1.2e-05,0.286354,1.0,0.652422,0.438434,0.461289,0.427069,0.48303,0.049117,0.323994,0.426085,0.482919,3.4e-05,0.128124,3.4e-05,0.122965,1.0,0.661918,0.124806,0.183789,0.184273,0.197971,0.00484,0.142671,0.176708,0.197296,5.9e-05,0.117094,6.6e-05,0.108468,1.0,0.654811,0.303978,0.263405,0.415067,0.331776,0.027022,0.14062,0.413935,0.331677,0.002644,0.307489,0.002956,0.310873,1.0,0.603352,0.923126,0.704763,0.849542,0.681537,0.542003,0.567426,0.848883,0.681763,9.3e-05,0.275658,8.6e-05,0.272761,1.0,0.729379,0.325132,0.237005,0.719138,0.509747,0.023895,0.170898,0.70566,0.488315,7.2e-05,0.100081,6.4e-05,0.096737,1.0,0.657535,0.375504,0.31478,0.69136,0.556398,0.030062,0.148704,0.689182,0.556787,0.000255,0.044476,0.000254,0.030745,1.0,0.704832,0.143333,0.05069,0.072047,0.045828,0.040854,0.029851,0.068152,0.045266,1
35,2023-02-06T14:25:40.000000000,2023-02-06T14:26:38.000000000,0.921448,0.858178,0.747507,0.728955,0.333333,0.243577,0.999381,0.775807,0.997346,0.76265,0.576298,0.537869,0.997346,0.76265,0.029961,0.160904,0.037185,0.105503,0.666667,0.430471,0.686431,0.4298,0.835961,0.598139,0.028649,0.151817,0.835961,0.598139,0.0,0.093328,0.0,0.084607,1.0,0.765611,0.707603,0.515985,0.866577,0.619164,9e-06,0.05637,0.866577,0.619164,0.147649,0.359011,0.173516,0.376932,0.333333,0.383654,0.290439,0.414236,0.194324,0.367746,0.199906,0.397224,0.192941,0.367516,0.004546,0.088144,0.00316,0.086703,0.333333,0.342826,0.076259,0.192829,0.077111,0.153939,0.007286,0.174167,0.068552,0.153255,0.021836,0.13294,0.021517,0.12659,0.333333,0.343069,0.191083,0.214905,0.167105,0.21165,0.04411,0.148856,0.165493,0.211312,0.848172,0.775979,0.895698,0.801515,0.333333,0.272318,0.579934,0.610042,0.342216,0.443695,0.883301,0.820756,0.339335,0.443566,0.015337,0.309843,0.009095,0.302873,0.333333,0.276307,0.202272,0.229572,0.295788,0.316432,0.034048,0.241064,0.261996,0.269406,0.028452,0.131078,0.019899,0.120863,0.333333,0.360366,0.23624,0.256889,0.281023,0.335513,0.049126,0.175962,0.275949,0.334895,0.066409,0.129801,0.069539,0.125645,0.333333,0.370325,0.146703,0.078492,0.074959,0.081808,0.042484,0.042315,0.071075,0.081274,1
36,2023-02-06T14:26:10.000000000,2023-02-06T14:27:08.000000000,0.000541,0.605529,0.000786,0.537737,0.0,0.011254,0.741848,0.660205,0.837908,0.697634,0.011152,0.421923,0.837908,0.697634,0.024191,0.129563,0.031467,0.076052,0.333333,0.206304,0.724977,0.546962,0.788261,0.664278,0.456762,0.387674,0.788261,0.664278,0.000132,0.123422,0.000123,0.126978,1.0,0.811233,0.667849,0.54672,0.825179,0.653925,0.035872,0.109732,0.825179,0.653925,1.4e-05,0.329422,3.8e-05,0.335908,0.333333,0.408346,0.014739,0.336011,0.007592,0.336053,0.000789,0.344735,0.005888,0.335723,0.058985,0.077875,0.058799,0.080306,0.333333,0.293383,0.65241,0.537334,0.464836,0.410027,0.58162,0.514567,0.459873,0.409284,7.1e-05,0.146959,9e-05,0.141635,0.333333,0.3742,0.055587,0.192803,0.037491,0.210394,0.004612,0.152035,0.035628,0.209799,0.000315,0.626289,0.000415,0.640722,1.0,0.651077,0.033888,0.419302,0.017875,0.341185,0.003906,0.609493,0.013574,0.340457,0.027127,0.336995,0.036345,0.342627,1.0,0.644545,0.631099,0.604729,0.478411,0.53026,0.423916,0.512276,0.4595,0.488447,0.000101,0.152439,8.3e-05,0.144619,0.333333,0.37641,0.065212,0.223786,0.060849,0.29107,0.004717,0.195522,0.054221,0.289682,0.001709,0.132128,0.002214,0.136121,0.333333,0.40914,0.325073,0.21268,0.196619,0.188706,0.186794,0.1524,0.193247,0.18796,0
37,2023-02-06T14:26:40.000000000,2023-02-06T14:27:38.000000000,0.001056,0.177765,0.000994,0.113923,1.0,0.22453,0.694686,0.536164,0.795207,0.588339,0.047679,0.321409,0.795207,0.588339,0.70026,0.290496,0.701602,0.239995,0.666667,0.369912,0.745604,0.518265,0.7715,0.602815,0.640838,0.424617,0.7715,0.602815,0.10275,0.096472,0.125726,0.093681,0.666667,0.624238,0.723387,0.52198,0.866733,0.621211,0.081365,0.090272,0.866733,0.621211,0.001116,0.274712,0.0014,0.272105,0.333333,0.442686,0.034767,0.284389,0.03018,0.317045,0.001722,0.30953,0.028515,0.3163,0.91343,0.325105,0.906942,0.305448,0.666667,0.381618,0.797168,0.59651,0.729409,0.495446,0.71361,0.554292,0.726899,0.494602,0.009946,0.116163,0.011938,0.106171,0.333333,0.416135,0.101937,0.183438,0.09554,0.216876,0.011733,0.12355,0.09379,0.216156,0.004219,0.256862,0.004744,0.254207,0.333333,0.563265,0.075418,0.346236,0.065511,0.367168,0.00783,0.413127,0.061419,0.365985,0.485622,0.411502,0.447422,0.414058,0.666667,0.7453,0.771579,0.679283,0.728826,0.663036,0.592646,0.539133,0.715813,0.641194,0.010418,0.106803,0.010874,0.101295,0.333333,0.400524,0.118741,0.212956,0.144738,0.323016,0.012436,0.150422,0.138702,0.319993,0.43406,0.166834,0.438541,0.151524,0.333333,0.429323,0.489125,0.266936,0.36646,0.215391,0.346104,0.227429,0.3638,0.214181,1
38,2023-02-06T14:27:10.000000000,2023-02-06T14:28:08.000000000,0.352107,0.658387,0.357169,0.661055,0.333333,0.358395,0.601409,0.638287,0.664115,0.668864,0.479383,0.554205,0.664115,0.668864,0.423369,0.386386,0.438039,0.352752,0.666667,0.169435,0.809869,0.707099,0.881804,0.82411,0.396409,0.431111,0.881804,0.82411,0.010755,0.210274,0.014837,0.243308,0.333333,0.654083,0.729558,0.664344,0.872564,0.76633,0.079488,0.182293,0.872564,0.76633,0.043813,0.383448,0.049594,0.388262,0.333333,0.450107,0.252977,0.543059,0.176738,0.55416,0.141216,0.391256,0.175324,0.553766,0.501525,0.422176,0.508585,0.395084,0.333333,0.268344,0.537904,0.53538,0.434546,0.513612,0.367142,0.446846,0.429302,0.512004,0.015378,0.196171,0.017371,0.189764,0.333333,0.423029,0.189323,0.344729,0.203758,0.42329,0.031691,0.200799,0.202217,0.422573,0.009431,0.746238,0.017444,0.755046,0.0,0.332876,0.490259,0.77049,0.315093,0.694741,0.571647,0.7188,0.312094,0.694004,0.269197,0.568192,0.28352,0.55824,0.666667,0.325862,0.55131,0.69319,0.563899,0.826559,0.29593,0.540606,0.542973,0.791604,0.021393,0.213426,0.016462,0.199586,0.333333,0.389038,0.219465,0.41469,0.304523,0.638897,0.034404,0.276395,0.299615,0.637439,0.201433,0.419652,0.186798,0.416527,0.333333,0.466388,0.586729,0.394757,0.478022,0.365126,0.440598,0.33001,0.475831,0.364237,1
39,2023-02-06T14:27:40.000000000,2023-02-06T14:28:38.000000000,0.470462,0.495173,0.525027,0.497485,0.333333,0.267175,0.644044,0.645867,0.701566,0.674724,0.477996,0.522488,0.701566,0.674724,0.028054,0.202074,0.033949,0.143875,0.0,0.275396,0.786925,0.635459,0.895243,0.781062,0.203608,0.308336,0.895243,0.781062,0.043705,0.199364,0.056456,0.211034,0.666667,0.661886,0.673245,0.627977,0.829853,0.729367,0.036519,0.166894,0.829853,0.729367,0.11012,0.385495,0.11917,0.387726,0.333333,0.456784,0.413281,0.617453,0.386825,0.651503,0.096138,0.408488,0.385772,0.650867,0.021962,0.153817,0.021971,0.147771,0.0,0.268211,0.301927,0.41653,0.279196,0.399884,0.105228,0.311754,0.272511,0.398159,0.023101,0.217589,0.023462,0.202656,0.333333,0.437551,0.290617,0.39915,0.393725,0.501783,0.026784,0.222586,0.392551,0.50117,0.799775,0.758034,0.808534,0.761355,0.333333,0.470136,0.866405,0.946299,0.774265,0.92031,0.623026,0.754235,0.773276,0.919644,0.01792,0.377827,0.016546,0.375153,0.333333,0.436367,0.417323,0.564859,0.745082,0.845615,0.095991,0.381475,0.73285,0.828937,0.033396,0.212744,0.023602,0.195074,0.333333,0.433666,0.352374,0.476695,0.632562,0.788984,0.033596,0.27394,0.629969,0.786964,0.315868,0.348334,0.343058,0.341817,0.333333,0.451011,0.457666,0.327979,0.301681,0.265338,0.34527,0.303232,0.298749,0.26411,1
