timestamp,i3_pos_switch_baseband,i3_pos_switch_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,o5_valve_baseband,o5_valve_am_demodulated,o6_valve_baseband,o6_valve_am_demodulated,current_state_binary
2023-02-06 14:14:10,0.0,0.494634,0.515722,0.718834,1.0,1.0,0.0,0.487785,0.0,0.511786,1
2023-02-06 14:14:12,0.0,0.505344,0.499447,0.711304,0.630648,0.891683,0.0,0.439465,0.0,0.517498,1
2023-02-06 14:14:14,0.0,0.443821,0.501893,0.65497,0.196282,0.679581,0.0,0.362254,0.0,0.43792,1
2023-02-06 14:14:16,0.0,0.473419,0.530634,0.687524,0.0,0.600947,0.0,0.39864,0.0,0.482896,1
2023-02-06 14:14:18,0.0,0.450785,0.552062,0.683365,0.072419,0.564603,0.0,0.405278,0.0,0.454592,1
2023-02-06 14:14:20,0.0,0.409639,0.511302,0.619801,0.211064,0.518227,0.0,0.396491,0.0,0.423286,1
2023-02-06 14:14:22,0.0,0.414303,0.384435,0.574101,0.237788,0.499917,0.0,0.42823,0.0,0.437759,1
2023-02-06 14:14:24,0.0,0.415663,0.21065,0.510413,0.16272,0.477128,0.0,0.444124,0.0,0.435146,1
2023-02-06 14:14:26,0.0,0.471494,0.066978,0.4932,0.106295,0.515281,0.0,0.497509,0.0,0.503148,1
2023-02-06 14:14:28,0.0,0.50953,0.007946,0.492029,0.128367,0.575669,0.0,0.517708,0.0,0.530025,1
2023-02-06 14:14:30,0.0,0.508751,0.031076,0.469003,0.178748,0.595313,0.0,0.493091,0.0,0.525441,1
2023-02-06 14:14:32,0.0,0.491012,0.100529,0.460803,0.189391,0.58461,0.0,0.4557,0.0,0.504809,1
2023-02-06 14:14:34,0.0,0.450124,0.196163,0.468591,0.159885,0.542431,0.0,0.407095,0.0,0.452726,1
2023-02-06 14:14:36,0.0,0.483619,0.328818,0.577516,0.137466,0.563484,0.0,0.440513,0.0,0.49598,1
2023-02-06 14:14:38,0.0,0.520926,0.506738,0.732546,0.146293,0.604932,0.0,0.488618,0.0,0.531037,1
2023-02-06 14:14:40,0.0,0.48209,0.70006,0.805778,0.165882,0.561,0.0,0.469499,0.0,0.498738,1
2023-02-06 14:14:42,0.0,0.431229,0.853656,0.846629,0.169758,0.502928,0.0,0.435068,0.0,0.453094,1
2023-02-06 14:14:44,0.0,0.430079,0.9372,0.912397,0.158866,0.500705,0.0,0.441972,0.0,0.448487,1
2023-02-06 14:14:46,0.0,0.452333,0.970854,0.958523,0.151077,0.517461,0.0,0.462996,0.0,0.478495,1
