segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_am_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_am_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_am_demodulated,m4_speed_rms_baseband,m4_speed_rms_am_demodulated,m4_speed_mean_baseband,m4_speed_mean_am_demodulated,m4_speed_variance_baseband,m4_speed_variance_am_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
61,2023-02-06T14:38:38.000000000,2023-02-06T14:39:36.000000000,0.024422,0.316205,0.033339,0.311679,0.333333,0.536729,0.953471,0.645173,0.957021,0.630063,0.123055,0.354765,0.957021,0.630063,0.386287,0.597913,0.410216,0.654998,0.333333,0.419472,0.749605,0.759792,0.801449,0.712938,0.51883,0.730254,0.801449,0.712938,0.417069,0.42259,0.567713,0.46751,0.666667,0.693691,0.836275,0.58551,0.860021,0.586332,0.5914,0.522335,0.860021,0.586332,0.354733,0.487619,0.457408,0.543185,0.333333,0.520995,0.759145,0.571657,0.818513,0.57265,0.394633,0.476215,0.818513,0.57265,0.384416,0.584946,0.383051,0.570056,0.333333,0.46198,0.387363,0.330919,0.252888,0.241608,0.401767,0.536298,0.252261,0.241218,0.780709,0.616991,0.692274,0.58125,0.333333,0.457648,0.681489,0.499295,0.494556,0.397836,0.78576,0.618722,0.494553,0.397712,0.325204,0.486022,0.369379,0.510255,0.333333,0.438404,0.297292,0.284981,0.142798,0.170617,0.283543,0.398747,0.141877,0.168463,0.760566,0.591853,0.718785,0.589053,0.333333,0.460638,0.698672,0.518094,0.493218,0.386116,0.769576,0.616004,0.493215,0.385945,1e-06,0.260449,1e-06,0.260465,0.333333,0.555365,0.0074,0.261479,0.097211,0.294307,1.4e-05,0.256696,0.019931,0.271141,0
62,2023-02-06T14:39:08.000000000,2023-02-06T14:40:06.000000000,0.37215,0.42062,0.518,0.43789,0.666667,0.550365,0.949637,0.676471,0.954054,0.664006,0.123824,0.376115,0.954054,0.664006,0.107828,0.596553,0.128055,0.65039,0.333333,0.434583,0.526385,0.70574,0.657951,0.690225,0.194465,0.661358,0.657951,0.690225,0.523132,0.465977,0.505129,0.513554,0.666667,0.591083,0.885298,0.644857,0.89849,0.644238,0.637408,0.551402,0.89849,0.644238,0.454074,0.57173,0.436688,0.577051,0.333333,0.549305,0.858672,0.624007,0.86508,0.607986,0.721811,0.562451,0.86508,0.607986,0.091268,0.569539,0.084089,0.560388,0.333333,0.482039,0.36605,0.374916,0.214855,0.29747,0.409662,0.546327,0.214196,0.29709,0.705575,0.611195,0.614752,0.594639,0.333333,0.487102,0.71563,0.552253,0.57193,0.442534,0.66858,0.638697,0.571928,0.442414,0.003537,0.529092,0.005781,0.549482,0.0,0.357858,0.329391,0.345753,0.168885,0.238642,0.333501,0.460726,0.167992,0.236533,0.904791,0.59291,0.890443,0.602469,0.333333,0.438602,0.711072,0.54151,0.536474,0.413935,0.700537,0.611037,0.536471,0.413766,1e-06,0.296185,1e-06,0.296055,0.333333,0.465625,0.012628,0.291922,0.113179,0.328136,1.4e-05,0.286326,0.037265,0.303078,1
63,2023-02-06T14:39:38.000000000,2023-02-06T14:40:36.000000000,0.000476,0.418044,0.000582,0.447166,1.0,0.659729,0.926614,0.662011,0.952098,0.655034,0.000822,0.346153,0.952098,0.655034,0.165111,0.493645,0.245463,0.579815,0.333333,0.431911,0.616823,0.686946,0.714633,0.712877,0.319254,0.553041,0.714633,0.712877,0.226822,0.361804,0.33068,0.346727,0.666667,0.749501,0.831707,0.587348,0.935683,0.64422,0.26898,0.425204,0.935683,0.64422,0.463872,0.476673,0.341662,0.463262,0.333333,0.57132,0.896552,0.679012,0.926411,0.668664,0.47164,0.488288,0.926411,0.668664,0.286714,0.524174,0.245378,0.493522,0.333333,0.48038,0.605783,0.381276,0.551969,0.290183,0.291612,0.582189,0.551593,0.289808,0.084626,0.393236,0.109962,0.386942,0.333333,0.477624,0.258228,0.363046,0.186219,0.332821,0.11434,0.388951,0.186214,0.332685,0.265102,0.373863,0.252136,0.376579,0.333333,0.388172,0.561026,0.364617,0.467807,0.250345,0.40102,0.477329,0.467235,0.248419,0.028413,0.431049,0.035199,0.437055,0.333333,0.476135,0.194014,0.363421,0.15202,0.313948,0.047616,0.400443,0.152014,0.31376,2.4e-05,0.274564,1.8e-05,0.274662,0.333333,0.670046,0.010592,0.279004,0.099526,0.311738,6.5e-05,0.273656,0.022444,0.28949,0
64,2023-02-06T14:40:08.000000000,2023-02-06T14:41:06.000000000,1e-06,0.368059,1e-06,0.368605,1.0,0.710796,0.929646,0.654689,0.954442,0.653711,3e-06,0.332261,0.954442,0.653711,0.22455,0.526015,0.349318,0.629487,0.333333,0.475008,0.765089,0.73645,0.894513,0.781972,0.197706,0.531592,0.894513,0.781972,0.001611,0.299167,0.001481,0.307353,1.0,0.691324,0.710699,0.543121,0.888117,0.620669,0.006571,0.37679,0.888117,0.620669,0.08277,0.357774,0.086525,0.369148,0.666667,0.612597,0.843507,0.629837,0.928493,0.651365,0.055233,0.380245,0.928493,0.651365,0.407516,0.554246,0.333848,0.522105,0.333333,0.471263,0.487271,0.351099,0.356829,0.272149,0.513707,0.555134,0.356289,0.27177,0.023567,0.340836,0.023079,0.344294,0.333333,0.459555,0.137134,0.286979,0.107693,0.232157,0.025981,0.379822,0.107688,0.231997,0.175779,0.416849,0.193844,0.433149,0.333333,0.390267,0.45456,0.348965,0.302457,0.245924,0.480335,0.465037,0.301707,0.243898,0.025662,0.341903,0.024637,0.351375,0.333333,0.441457,0.140839,0.27205,0.111243,0.221677,0.024561,0.353178,0.111237,0.221458,0.0,0.285407,0.0,0.285295,0.666667,0.624103,0.000573,0.278045,0.079128,0.308012,0.0,0.276355,0.000608,0.2828,0
65,2023-02-06T14:40:38.000000000,2023-02-06T14:41:36.000000000,2.6e-05,0.346372,2.8e-05,0.348174,1.0,0.770553,0.928687,0.640552,0.953704,0.641144,0.000231,0.316738,0.953704,0.641144,0.165262,0.435375,0.301281,0.543767,0.666667,0.581057,0.672506,0.616344,0.772175,0.638977,0.318517,0.533294,0.772175,0.638977,0.136666,0.366415,0.201774,0.387166,0.666667,0.580074,0.783839,0.585885,0.86304,0.594443,0.375825,0.525307,0.86304,0.594443,0.015567,0.333581,0.021031,0.329095,0.333333,0.446495,0.783735,0.59895,0.858957,0.602298,0.231454,0.471274,0.858957,0.602298,0.150147,0.361868,0.131977,0.363974,0.333333,0.457666,0.209613,0.199819,0.131019,0.169224,0.125357,0.314005,0.130289,0.168789,0.016593,0.287774,0.025801,0.298956,0.333333,0.430456,0.237521,0.326212,0.105391,0.221166,0.159589,0.391059,0.105385,0.221006,0.067958,0.30575,0.063207,0.30276,0.333333,0.403751,0.166508,0.21069,0.077469,0.158474,0.090878,0.260993,0.076477,0.15625,0.013245,0.303584,0.023623,0.315202,0.333333,0.438619,0.151085,0.251573,0.062397,0.177997,0.056162,0.325711,0.062391,0.177769,0.0,0.268233,0.0,0.268154,0.333333,0.488597,0.002529,0.263843,0.08353,0.295569,4e-06,0.260789,0.005079,0.270607,0
66,2023-02-06T14:41:08.000000000,2023-02-06T14:42:06.000000000,0.056203,0.375563,0.078485,0.38246,0.333333,0.631388,0.949204,0.70072,0.953747,0.686259,0.123684,0.376535,0.953747,0.686259,0.120051,0.4034,0.213626,0.486748,0.333333,0.49382,0.591867,0.57998,0.722934,0.63806,0.197184,0.462331,0.722934,0.63806,0.564468,0.563969,0.705637,0.589108,0.666667,0.619433,0.975368,0.735715,0.939342,0.692462,0.852689,0.690448,0.939342,0.692462,0.301018,0.495102,0.285587,0.47122,0.333333,0.425348,0.716725,0.602547,0.781781,0.594109,0.39899,0.554296,0.781781,0.594109,0.140975,0.347425,0.132458,0.361453,0.333333,0.472388,0.198897,0.217034,0.118825,0.191255,0.119095,0.302199,0.118085,0.190803,0.539988,0.506482,0.565362,0.530749,0.333333,0.436565,0.735419,0.611566,0.581879,0.517911,0.729722,0.63192,0.581877,0.51781,0.08862,0.312029,0.092543,0.310776,0.333333,0.443752,0.16584,0.236992,0.083652,0.197323,0.085867,0.251692,0.082666,0.195217,0.61075,0.545598,0.591047,0.554443,0.333333,0.46267,0.722683,0.587054,0.557059,0.471723,0.688456,0.602868,0.557056,0.471574,1e-06,0.280873,1e-06,0.280801,0.333333,0.536054,0.006879,0.278176,0.095776,0.315056,1.3e-05,0.273459,0.018373,0.289147,0
67,2023-02-06T14:41:38.000000000,2023-02-06T14:42:36.000000000,0.369219,0.457052,0.508199,0.476124,0.666667,0.653021,0.951468,0.745245,0.955443,0.729224,0.123684,0.402002,0.955443,0.729224,0.156942,0.437068,0.255377,0.502467,0.666667,0.456005,0.537502,0.608217,0.685729,0.696018,0.137261,0.43403,0.685729,0.696018,0.474693,0.635709,0.597963,0.666594,0.666667,0.594787,0.994407,0.803472,0.968389,0.772348,0.813828,0.698975,0.968389,0.772348,0.28669,0.541745,0.302461,0.520048,0.666667,0.510203,0.841243,0.657187,0.889598,0.656408,0.382542,0.540918,0.889598,0.656408,0.124983,0.408669,0.106795,0.417929,0.333333,0.453737,0.244113,0.312218,0.164383,0.291357,0.152494,0.357643,0.163681,0.290942,0.680922,0.596435,0.657335,0.623956,0.333333,0.452658,0.707223,0.665004,0.559927,0.580268,0.673459,0.708686,0.559924,0.580175,0.048351,0.394594,0.047409,0.406484,0.333333,0.443322,0.232169,0.345098,0.14756,0.305408,0.134615,0.337129,0.146643,0.303464,0.623738,0.603605,0.65138,0.62666,0.333333,0.473523,0.715037,0.667243,0.563333,0.549046,0.637404,0.680422,0.56333,0.548913,1e-06,0.312647,1e-06,0.312337,0.333333,0.515504,0.010251,0.299904,0.104685,0.340738,2.4e-05,0.295755,0.028045,0.31084,1
68,2023-02-06T14:42:08.000000000,2023-02-06T14:43:06.000000000,0.000233,0.465367,0.000259,0.500245,1.0,0.792797,0.931095,0.736616,0.955485,0.727914,0.000231,0.365234,0.955485,0.727914,0.040714,0.396796,0.057355,0.461635,0.333333,0.549295,0.61802,0.594708,0.740233,0.68002,0.230072,0.429289,0.740233,0.68002,0.406391,0.47957,0.468777,0.453229,0.666667,0.708098,0.807817,0.686395,0.894371,0.71544,0.344229,0.542497,0.894371,0.71544,0.012993,0.448671,0.014493,0.439758,0.0,0.479437,0.90195,0.7495,0.966472,0.740375,0.146512,0.520311,0.966472,0.740375,0.0161,0.32177,0.020138,0.34213,0.0,0.464654,0.335376,0.27091,0.302435,0.250383,0.099331,0.314589,0.30185,0.249949,0.013632,0.382159,0.011699,0.3823,0.333333,0.449295,0.159554,0.438309,0.139651,0.391971,0.022062,0.42211,0.139645,0.391847,0.021971,0.284661,0.027183,0.279696,0.333333,0.471769,0.320644,0.306398,0.272278,0.27229,0.12103,0.274126,0.271495,0.270396,0.016562,0.389387,0.017445,0.407756,0.333333,0.478508,0.153835,0.418458,0.133932,0.365708,0.020747,0.412699,0.133926,0.365533,1.9e-05,0.291363,1.4e-05,0.291301,0.333333,0.636347,0.008005,0.288872,0.092293,0.327322,4.6e-05,0.284106,0.014592,0.300368,0
69,2023-02-06T14:42:38.000000000,2023-02-06T14:43:36.000000000,0.0,0.331448,0.0,0.331495,1.0,0.740847,0.929967,0.622026,0.954679,0.618831,2e-06,0.310586,0.954679,0.618831,0.080384,0.355706,0.148452,0.425874,0.333333,0.397447,0.638242,0.543311,0.776928,0.62027,0.167425,0.375366,0.776928,0.62027,0.000721,0.379929,0.000691,0.375398,1.0,0.674149,0.695686,0.56821,0.85589,0.608143,0.079561,0.436659,0.85589,0.608143,0.059855,0.395203,0.074597,0.389445,0.333333,0.520391,0.808069,0.532861,0.893015,0.549175,0.112192,0.412274,0.893015,0.549175,0.110349,0.342284,0.105952,0.356372,0.333333,0.462456,0.265888,0.210313,0.19373,0.185297,0.155413,0.301717,0.193052,0.18488,0.017988,0.364044,0.020762,0.394495,0.333333,0.401732,0.171517,0.418928,0.10788,0.332008,0.063065,0.508936,0.107874,0.331868,0.072353,0.319909,0.071377,0.326526,0.333333,0.38686,0.250658,0.249762,0.168945,0.204095,0.143724,0.276356,0.168052,0.201973,0.01664,0.376718,0.019369,0.402362,0.333333,0.420073,0.154784,0.414096,0.100085,0.317588,0.042957,0.473908,0.100079,0.317394,0.0,0.255805,0.0,0.255593,0.666667,0.612707,0.00058,0.244805,0.079573,0.277052,0.0,0.243504,0.000783,0.250209,0
70,2023-02-06T14:43:08.000000000,2023-02-06T14:44:06.000000000,7.4e-05,0.31807,8.7e-05,0.320242,1.0,0.741356,0.93188,0.606031,0.956019,0.605984,0.000614,0.295084,0.956019,0.605984,0.101387,0.357088,0.196955,0.432976,0.333333,0.407474,0.638127,0.543311,0.775872,0.604505,0.171063,0.400142,0.775872,0.604505,0.419068,0.548534,0.448099,0.523646,0.666667,0.56837,0.903328,0.679959,0.94557,0.658662,0.518459,0.589319,0.94557,0.658662,0.08865,0.361567,0.095894,0.357659,0.666667,0.613981,0.68472,0.442618,0.779164,0.464386,0.208549,0.437921,0.779164,0.464386,0.178873,0.362554,0.179003,0.379608,0.333333,0.437194,0.212418,0.175348,0.130289,0.142758,0.131741,0.299414,0.129559,0.142323,0.17005,0.354602,0.236841,0.408223,0.333333,0.407412,0.571835,0.595112,0.41192,0.477684,0.561969,0.634931,0.411916,0.477575,0.115244,0.326303,0.123724,0.335125,0.333333,0.383886,0.194005,0.205712,0.106506,0.154369,0.110087,0.255064,0.105545,0.152151,0.180184,0.368287,0.239198,0.420328,0.333333,0.416337,0.567139,0.598134,0.410264,0.459841,0.485456,0.587784,0.41026,0.459689,1e-06,0.249087,0.0,0.249003,0.333333,0.477353,0.003951,0.24528,0.086786,0.276846,9e-06,0.241759,0.008613,0.252449,0
71,2023-02-06T14:43:38.000000000,2023-02-06T14:44:36.000000000,0.083875,0.379401,0.134939,0.406581,0.666667,0.647253,0.989498,0.675954,0.9922,0.663203,0.054593,0.323452,0.9922,0.663203,0.091329,0.373882,0.15201,0.42433,0.666667,0.528605,0.658363,0.6064,0.771933,0.63879,0.264117,0.498841,0.771933,0.63879,0.72041,0.621162,0.625381,0.527056,0.666667,0.603371,0.998744,0.739653,0.971497,0.703817,0.819786,0.653833,0.971497,0.703817,0.279393,0.427902,0.294788,0.430609,0.666667,0.63228,0.812948,0.57789,0.852283,0.563082,0.495342,0.544671,0.852283,0.563082,0.099088,0.347857,0.091327,0.360011,0.333333,0.452124,0.204118,0.194779,0.124273,0.150419,0.122754,0.346395,0.123537,0.149966,0.268648,0.334073,0.235478,0.339444,0.333333,0.439738,0.775705,0.67893,0.70112,0.624663,0.415824,0.523277,0.701118,0.624584,0.037501,0.296747,0.041795,0.298749,0.333333,0.406542,0.178463,0.203909,0.095481,0.146213,0.095209,0.262613,0.094508,0.143996,0.299001,0.34719,0.292989,0.371578,0.333333,0.433818,0.773373,0.684322,0.692981,0.596923,0.451813,0.530522,0.692979,0.596809,1e-06,0.265694,1e-06,0.265771,0.333333,0.510606,0.009077,0.270631,0.102489,0.304887,1.4e-05,0.264185,0.02566,0.282929,1
72,2023-02-06T14:44:08.000000000,2023-02-06T14:45:06.000000000,0.053629,0.332404,0.091545,0.346182,0.333333,0.525864,0.988308,0.62653,0.991352,0.612217,0.05429,0.30567,0.991352,0.612217,0.164447,0.370755,0.263864,0.405899,0.333333,0.441304,0.576963,0.581931,0.714598,0.590681,0.173529,0.516992,0.714598,0.590681,0.612169,0.4933,0.847306,0.456147,0.666667,0.587159,0.913923,0.626532,0.921876,0.616304,0.661277,0.533948,0.921876,0.616304,0.476828,0.481271,0.529025,0.491406,0.666667,0.575961,0.872601,0.562642,0.925944,0.54916,0.294393,0.478001,0.925944,0.54916,0.097164,0.347929,0.09742,0.343157,0.333333,0.442164,0.299335,0.254171,0.23993,0.216503,0.150364,0.387776,0.239292,0.216121,0.82205,0.455122,0.763711,0.449555,0.333333,0.385854,0.704417,0.621358,0.645162,0.584514,0.305456,0.482578,0.64516,0.584422,0.052235,0.350582,0.057401,0.36195,0.333333,0.347796,0.289664,0.256732,0.223441,0.189439,0.142783,0.337056,0.222606,0.187267,1.0,0.474992,0.936471,0.482243,0.333333,0.419027,0.714242,0.635907,0.652001,0.565801,0.343547,0.497239,0.651999,0.565673,1e-05,0.25832,8e-06,0.25821,0.333333,0.506006,0.010276,0.254859,0.102421,0.287033,4e-05,0.24985,0.025586,0.264073,1
73,2023-02-06T14:44:38.000000000,2023-02-06T14:45:36.000000000,4.8e-05,0.350261,5.7e-05,0.359056,1.0,0.44882,0.930589,0.65751,0.955128,0.65523,9.3e-05,0.313594,0.955128,0.65523,0.033668,0.410414,0.053571,0.460815,0.333333,0.426443,0.68042,0.565818,0.841331,0.570884,0.07407,0.53937,0.841331,0.570884,0.035421,0.391043,0.05643,0.391889,1.0,0.689498,0.832468,0.604342,0.935999,0.65631,0.270673,0.430232,0.935999,0.65631,0.033388,0.451682,0.041254,0.469229,0.333333,0.640099,0.905112,0.675871,0.964387,0.669708,0.190186,0.460451,0.964387,0.669708,0.02777,0.368163,0.028691,0.375316,0.333333,0.462421,0.321137,0.310413,0.271886,0.239483,0.137339,0.482301,0.271275,0.23908,0.004644,0.422858,0.007508,0.423344,0.0,0.431296,0.562165,0.526897,0.50255,0.474686,0.237782,0.379474,0.502547,0.474578,0.031126,0.312114,0.032445,0.3103,0.333333,0.415167,0.315992,0.267156,0.260292,0.194363,0.13518,0.312907,0.259497,0.192302,0.021434,0.44083,0.030513,0.458954,0.333333,0.421556,0.572618,0.533634,0.511841,0.456431,0.251159,0.389593,0.511838,0.456281,1.2e-05,0.270036,9e-06,0.270225,0.333333,0.532609,0.006218,0.278675,0.086549,0.308315,3.4e-05,0.272617,0.008356,0.287969,0
74,2023-02-06T14:45:08.000000000,2023-02-06T14:46:06.000000000,0.0,0.366238,0.0,0.364355,0.0,0.259608,0.929852,0.67909,0.954595,0.677339,0.0,0.332368,0.954595,0.677339,0.094902,0.471508,0.160337,0.513874,0.333333,0.426599,0.533387,0.582497,0.584416,0.483116,0.454975,0.78533,0.584416,0.483116,0.000185,0.346682,0.000169,0.324058,1.0,0.681197,0.725953,0.556083,0.902365,0.651829,0.004479,0.349985,0.902365,0.651829,0.290787,0.682249,0.311171,0.688962,0.666667,0.67114,0.879689,0.665274,0.929369,0.64802,0.316961,0.541873,0.929369,0.64802,0.112866,0.489719,0.105664,0.460935,0.333333,0.484107,0.384465,0.454264,0.244792,0.354763,0.410068,0.668494,0.244158,0.354421,0.361503,0.691998,0.336755,0.691971,0.333333,0.499292,0.337711,0.525269,0.188359,0.406247,0.277714,0.613877,0.188353,0.406121,0.039997,0.498887,0.043488,0.515381,0.333333,0.402841,0.213214,0.339364,0.096717,0.221565,0.150767,0.487263,0.095746,0.21945,0.308328,0.647468,0.305452,0.672831,0.333333,0.467571,0.324561,0.522077,0.160911,0.372793,0.237801,0.578247,0.160906,0.372614,0.0,0.296758,0.0,0.296651,0.333333,0.529714,0.001046,0.290386,0.080524,0.322268,1e-06,0.28772,0.001815,0.297159,0
75,2023-02-06T14:45:38.000000000,2023-02-06T14:46:36.000000000,0.0,0.34892,0.0,0.349082,0.0,0.282826,0.929852,0.649254,0.954595,0.649761,0.0,0.317332,0.954595,0.649761,0.32435,0.578897,0.371496,0.610861,0.333333,0.416572,0.774941,0.751478,0.746395,0.630464,0.839016,0.914818,0.746395,0.630464,0.159878,0.386142,0.200187,0.389584,0.666667,0.586744,0.757689,0.562102,0.857599,0.594675,0.298393,0.481776,0.857599,0.594675,0.817581,0.958868,0.827849,0.948762,0.666667,0.637639,0.771728,0.592247,0.819054,0.560172,0.477517,0.61582,0.819054,0.560172,0.520108,0.682498,0.396668,0.594501,0.333333,0.460684,0.663209,0.601861,0.520657,0.496028,0.786582,0.827252,0.520254,0.495782,1.0,0.987224,1.0,1.0,0.333333,0.433541,0.724204,0.770693,0.519806,0.633542,0.908062,0.916774,0.519803,0.633463,0.581958,0.767315,0.609607,0.791524,0.333333,0.40765,0.500109,0.488248,0.266406,0.309447,0.74596,0.721193,0.265617,0.307634,0.965998,0.929663,1.0,0.987937,0.333333,0.445766,0.705048,0.764063,0.486996,0.586766,0.812157,0.847195,0.486993,0.586648,1e-06,0.271886,0.0,0.271802,0.333333,0.49414,0.004754,0.268692,0.089156,0.302949,1e-05,0.264241,0.011186,0.278019,0
76,2023-02-06T14:46:08.000000000,2023-02-06T14:47:06.000000000,0.0,0.398422,0.0,0.402488,0.0,0.316632,0.929852,0.714601,0.954595,0.715703,0.0,0.349974,0.954595,0.715703,0.384049,0.670921,0.416477,0.702712,0.333333,0.447955,0.892114,0.927743,1.0,0.945859,0.289145,0.708921,1.0,0.945859,0.589859,0.577059,0.705924,0.60418,0.666667,0.645735,0.961879,0.756189,0.897374,0.695751,0.965816,0.751894,0.897374,0.695751,0.049121,0.759729,0.080443,0.744876,1.0,0.787652,0.898783,0.79136,0.923427,0.732761,0.515466,0.712275,0.923427,0.732761,0.621175,0.788498,0.504314,0.705302,0.333333,0.481975,0.565598,0.602864,0.356445,0.465191,0.898398,0.909255,0.355905,0.46489,0.01164,0.670215,0.018763,0.682536,0.333333,0.438213,1.0,1.0,1.0,0.967079,0.059955,0.654648,1.0,0.967067,0.501338,0.798571,0.493072,0.801634,0.333333,0.474287,0.478289,0.526752,0.239836,0.346548,0.71301,0.734437,0.239019,0.344825,0.04688,0.65988,0.069152,0.713732,0.0,0.310682,1.0,1.0,1.0,0.911662,0.224001,0.681193,1.0,0.911631,1e-06,0.293896,1e-06,0.293815,0.333333,0.503084,0.0101,0.292492,0.105597,0.334303,1.4e-05,0.285926,0.029035,0.307568,0
77,2023-02-06T14:46:38.000000000,2023-02-06T14:47:36.000000000,0.0,0.416991,0.0,0.41367,0.0,0.276543,0.929852,0.740199,0.954595,0.739034,0.0,0.369741,0.954595,0.739034,0.225208,0.618873,0.23511,0.64217,0.333333,0.439611,0.454899,0.795432,0.553968,0.818156,0.288963,0.632163,0.553968,0.818156,0.695376,0.664132,0.679573,0.685744,0.666667,0.654051,0.95668,0.804447,0.898065,0.732971,0.940488,0.787969,0.898065,0.732971,0.253562,0.573964,0.35391,0.587108,0.333333,0.755919,0.897259,0.877618,0.926506,0.803491,0.476197,0.761913,0.926506,0.803491,0.381622,0.685517,0.290158,0.636443,0.333333,0.496579,0.565222,0.585049,0.360534,0.453284,0.882799,0.8609,0.359997,0.45296,0.699148,0.624528,0.677949,0.616833,0.333333,0.467153,0.838709,0.990351,0.716115,0.947009,0.699316,0.629141,0.716114,0.946988,0.007134,0.677569,0.011993,0.681669,0.0,0.424488,0.474484,0.516922,0.239855,0.359168,0.697915,0.713174,0.239038,0.357346,0.586428,0.598796,0.603569,0.619149,0.333333,0.358862,0.846131,0.993127,0.706157,0.884342,0.746193,0.703528,0.706155,0.884298,1e-06,0.318348,1e-06,0.317912,0.333333,0.488112,0.016139,0.302049,0.123351,0.351134,1.5e-05,0.296613,0.048309,0.318751,0
