segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_am_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_am_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_am_demodulated,m4_speed_rms_baseband,m4_speed_rms_am_demodulated,m4_speed_mean_baseband,m4_speed_mean_am_demodulated,m4_speed_variance_baseband,m4_speed_variance_am_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
27,2023-02-06T14:21:38.000000000,2023-02-06T14:22:36.000000000,2e-06,0.356212,3e-06,0.349375,1.0,0.514025,0.929821,0.673371,0.954571,0.672825,3e-06,0.327264,0.954571,0.672825,0.188579,0.464102,0.304346,0.524842,0.333333,0.407847,0.768373,0.586271,0.900082,0.622376,0.187486,0.505237,0.900082,0.622376,0.001877,0.51814,0.001824,0.601873,1.0,0.647188,0.732778,0.716165,0.906038,0.712626,0.014489,0.586169,0.906038,0.712626,8.2e-05,0.338814,7.8e-05,0.365288,1.0,0.539557,0.786552,0.680001,0.888125,0.686351,0.00178,0.430493,0.888125,0.686351,0.362539,0.418814,0.286583,0.425477,0.333333,0.44088,0.52503,0.390319,0.413043,0.358338,0.490315,0.366588,0.41255,0.357994,0.010462,0.443391,0.011175,0.442084,0.333333,0.428727,0.143474,0.399984,0.11836,0.343583,0.023909,0.442336,0.118354,0.343443,0.270987,0.40437,0.256693,0.400425,0.333333,0.415336,0.504739,0.399319,0.371959,0.34716,0.485875,0.342315,0.371284,0.345406,0.009772,0.403038,0.010355,0.409822,0.333333,0.446005,0.152754,0.386108,0.129899,0.324007,0.022648,0.417178,0.129893,0.323814,0.0,0.289047,0.0,0.288883,0.333333,0.514678,0.001147,0.28309,0.079591,0.318328,1e-06,0.278139,0.00099,0.292879,0
28,2023-02-06T14:22:08.000000000,2023-02-06T14:23:06.000000000,0.0,0.446365,0.0,0.471964,0.0,0.420523,0.929852,0.746503,0.954595,0.746911,0.0,0.365434,0.954595,0.746911,0.138416,0.48639,0.21825,0.53883,0.333333,0.477182,0.812068,0.686016,0.905984,0.763516,0.352674,0.492994,0.905984,0.763516,0.0224,0.588643,0.033818,0.625242,1.0,0.681342,0.83848,0.78993,0.936821,0.764343,0.291079,0.699317,0.936821,0.764343,0.048231,0.621472,0.057076,0.637576,1.0,0.693386,0.775241,0.701403,0.855526,0.707563,0.200803,0.513069,0.855526,0.707563,0.147045,0.451581,0.149607,0.464749,0.333333,0.571324,0.268783,0.316842,0.178639,0.27257,0.188662,0.41516,0.177949,0.272128,0.018842,0.643926,0.022308,0.620358,0.333333,0.535455,0.097885,0.604454,0.05488,0.521417,0.023225,0.66024,0.054874,0.521321,0.032854,0.405705,0.037645,0.408955,0.333333,0.559173,0.204791,0.340215,0.112482,0.283024,0.122561,0.331553,0.111528,0.281301,0.015246,0.6735,0.019165,0.673021,0.333333,0.508277,0.086596,0.617365,0.04322,0.502951,0.016863,0.650674,0.043214,0.502818,0.0,0.316304,0.0,0.3163,0.333333,0.578717,0.001925,0.316103,0.082198,0.353355,3e-06,0.310802,0.003633,0.327598,0
29,2023-02-06T14:22:38.000000000,2023-02-06T14:23:36.000000000,0.0,0.411202,0.0,0.408122,0.0,0.314189,0.929852,0.743968,0.954595,0.744498,0.0,0.361869,0.954595,0.744498,0.123707,0.459199,0.184655,0.501584,0.333333,0.4449,0.636373,0.604655,0.774129,0.680479,0.171104,0.468037,0.774129,0.680479,0.684604,0.833921,0.917672,0.938506,0.666667,0.612693,0.955853,0.866057,0.892999,0.745248,0.957243,0.915698,0.892999,0.745248,0.446304,0.613182,0.52409,0.665919,0.666667,0.569754,0.792187,0.750407,0.852577,0.737109,0.344747,0.564937,0.852577,0.737109,0.187083,0.400697,0.195996,0.42968,0.333333,0.491065,0.199728,0.26208,0.118168,0.232711,0.121356,0.330646,0.117427,0.232249,0.761133,0.844792,0.67258,0.78698,0.333333,0.478127,0.705061,0.82743,0.521245,0.70337,0.806934,0.864803,0.521242,0.703301,0.118913,0.38782,0.133023,0.393318,0.333333,0.454133,0.180047,0.293861,0.09507,0.250053,0.097889,0.292158,0.094097,0.247988,0.803511,0.856283,0.73567,0.837987,0.333333,0.490937,0.72638,0.850759,0.531944,0.683565,0.777846,0.847805,0.53194,0.683469,1e-06,0.324316,1e-06,0.324171,0.333333,0.55723,0.006077,0.319445,0.093164,0.359906,1.3e-05,0.31342,0.015537,0.33318,0
30,2023-02-06T14:23:08.000000000,2023-02-06T14:24:06.000000000,0.0,0.501877,0.0,0.502066,0.0,0.363764,0.929852,0.870642,0.954595,0.869907,0.0,0.427005,0.954595,0.869907,0.078572,0.516233,0.112873,0.539524,0.333333,0.505304,0.530238,0.663426,0.679406,0.757216,0.134324,0.528049,0.679406,0.757216,0.841867,0.949586,1.0,1.0,0.666667,0.675184,0.997976,1.0,0.92794,0.900398,1.0,1.0,0.92794,0.900398,0.138752,0.56592,0.191316,0.59817,0.333333,0.549482,0.885075,0.94364,0.927979,0.919147,0.37022,0.661937,0.927979,0.919147,0.047073,0.42841,0.044895,0.444206,0.333333,0.576502,0.216435,0.363953,0.131416,0.319615,0.138388,0.463217,0.130686,0.319137,0.66224,0.880877,0.562307,0.815085,0.333333,0.561137,0.746805,0.951198,0.614564,0.862657,0.654099,0.876725,0.614562,0.862621,0.004907,0.411446,0.006942,0.414622,0.333333,0.522824,0.198107,0.383113,0.11046,0.326416,0.113235,0.40038,0.109503,0.324507,0.779622,0.938762,0.712294,0.922684,0.333333,0.566758,0.758362,0.975724,0.61935,0.833573,0.645195,0.876713,0.619347,0.833518,1e-06,0.385526,1e-06,0.385411,0.333333,0.608815,0.010186,0.383198,0.105325,0.431581,1.8e-05,0.374726,0.028739,0.402928,1
31,2023-02-06T14:23:38.000000000,2023-02-06T14:24:36.000000000,0.0,0.451576,0.0,0.454463,0.0,0.389136,0.929852,0.793645,0.954595,0.791568,0.0,0.393039,0.954595,0.791568,0.099564,0.477974,0.162656,0.507651,0.333333,0.483554,0.666474,0.685525,0.771662,0.748117,0.296799,0.553952,0.771662,0.748117,0.257398,0.70888,0.338158,0.727279,0.666667,0.620714,0.88411,0.881575,0.971177,0.856233,0.330118,0.768005,0.971177,0.856233,0.255862,0.646943,0.201887,0.610446,0.333333,0.518549,0.869119,0.862455,0.930913,0.837669,0.223556,0.616543,0.930913,0.837669,0.077523,0.446299,0.075104,0.445472,0.333333,0.557048,0.334791,0.40873,0.302742,0.378275,0.096647,0.483312,0.302157,0.377878,0.087698,0.627773,0.12063,0.618266,0.333333,0.526298,0.283927,0.705131,0.207133,0.641545,0.134847,0.638022,0.207128,0.64147,0.072196,0.432395,0.06987,0.441901,0.333333,0.485029,0.312844,0.414525,0.261122,0.360202,0.125164,0.42945,0.260328,0.35845,0.04913,0.65779,0.064294,0.667076,0.333333,0.527719,0.257968,0.710595,0.194762,0.615707,0.092063,0.631122,0.194757,0.615598,1.5e-05,0.342021,1.2e-05,0.34197,0.333333,0.514629,0.008395,0.343245,0.094118,0.387073,4.6e-05,0.334395,0.016573,0.360214,0
32,2023-02-06T14:24:08.000000000,2023-02-06T14:25:06.000000000,0.0,0.373113,0.0,0.371698,0.0,0.386794,0.929852,0.6862,0.954595,0.680777,0.0,0.33807,0.954595,0.680777,0.157692,0.417718,0.244712,0.460374,0.333333,0.409222,0.676069,0.639505,0.776136,0.649152,0.317314,0.576123,0.776136,0.649152,0.000899,0.519493,0.000796,0.535568,1.0,0.566974,0.724191,0.696807,0.901143,0.709934,0.003017,0.541328,0.901143,0.709934,0.000309,0.502267,0.00032,0.482233,1.0,0.533445,0.783905,0.728356,0.88585,0.706547,0.002853,0.533746,0.88585,0.706547,0.107555,0.389105,0.10569,0.387017,0.333333,0.422946,0.263248,0.375533,0.190995,0.334606,0.153796,0.465137,0.190316,0.334251,0.025631,0.438032,0.026045,0.438151,0.333333,0.400719,0.12497,0.468341,0.089613,0.400422,0.027096,0.482516,0.089607,0.400292,0.053758,0.368798,0.060203,0.372615,0.333333,0.427386,0.242748,0.365066,0.157412,0.294244,0.14307,0.415553,0.156506,0.292171,0.023644,0.440203,0.023674,0.445565,0.333333,0.458965,0.131975,0.466593,0.096737,0.383463,0.025634,0.470485,0.096731,0.383282,0.0,0.290299,0.0,0.290121,1.0,0.527239,0.000323,0.284672,0.079126,0.322106,0.0,0.278783,0.000303,0.295761,0
33,2023-02-06T14:24:38.000000000,2023-02-06T14:25:36.000000000,0.0,0.427074,0.0,0.429748,1.0,0.63904,0.930114,0.78206,0.954787,0.77246,1.2e-05,0.384808,0.954787,0.77246,0.325075,0.562527,0.37859,0.601418,0.333333,0.47235,0.620888,0.708122,0.656977,0.729915,0.535429,0.635212,0.656977,0.729915,0.020699,0.567657,0.029781,0.570867,0.333333,0.63426,0.83264,0.769636,0.927399,0.75354,0.307031,0.67348,0.927399,0.75354,0.144884,0.671539,0.182998,0.636772,0.666667,0.714198,0.793322,0.746976,0.857839,0.733268,0.308561,0.589943,0.857839,0.733268,0.637944,0.701473,0.468407,0.643672,0.333333,0.551214,0.622174,0.542511,0.44373,0.446333,0.886244,0.776482,0.443263,0.445997,0.135633,0.568975,0.141016,0.582305,0.333333,0.512388,0.310647,0.686766,0.184455,0.640071,0.221185,0.591408,0.184449,0.639996,0.331629,0.655452,0.334296,0.69644,0.333333,0.470295,0.499837,0.500712,0.265979,0.369872,0.745772,0.655752,0.26519,0.368179,0.060465,0.576078,0.073447,0.60876,0.333333,0.511944,0.305006,0.708292,0.17615,0.624983,0.188003,0.59997,0.176144,0.624878,1e-06,0.322484,0.0,0.322465,0.333333,0.631133,0.00321,0.323484,0.084901,0.365242,6e-06,0.316335,0.006568,0.338842,0
34,2023-02-06T14:25:08.000000000,2023-02-06T14:26:06.000000000,0.000568,0.341503,0.000641,0.360545,1.0,0.626833,0.972472,0.654305,0.981331,0.631561,0.039739,0.31883,0.981331,0.631561,0.30813,0.430263,0.385188,0.477769,0.333333,0.385264,0.791561,0.66623,0.83806,0.642007,0.551314,0.628286,0.83806,0.642007,0.432986,0.663359,0.579737,0.679283,0.666667,0.574175,0.878619,0.640574,0.852389,0.540456,0.791571,0.707196,0.852389,0.540456,0.480977,0.598287,0.483713,0.57946,0.666667,0.532012,0.775318,0.622505,0.835149,0.579413,0.370973,0.585538,0.835149,0.579413,0.722932,0.594512,0.609045,0.5524,0.333333,0.404461,0.623146,0.447439,0.45002,0.339052,0.865741,0.710508,0.449558,0.338748,0.279025,0.48455,0.326471,0.492694,0.333333,0.371637,0.719201,0.722376,0.631957,0.667956,0.437412,0.584161,0.631955,0.667881,0.715766,0.646099,0.794722,0.699668,0.333333,0.503925,0.499913,0.388709,0.267604,0.243845,0.742496,0.566661,0.266816,0.241788,0.28482,0.567164,0.343306,0.589087,0.333333,0.420669,0.735588,0.74226,0.65005,0.649937,0.440773,0.601662,0.650047,0.649831,1e-06,0.246763,1e-06,0.246634,0.333333,0.449703,0.008089,0.245439,0.09942,0.285834,1.4e-05,0.237798,0.022328,0.261768,0
35,2023-02-06T14:25:38.000000000,2023-02-06T14:26:36.000000000,0.127212,0.437513,0.216016,0.514343,0.666667,0.585564,0.989759,0.691093,0.992392,0.664127,0.054613,0.335318,0.992392,0.664127,0.064468,0.333353,0.08965,0.351519,0.333333,0.404289,0.629245,0.546712,0.682682,0.495304,0.478981,0.634869,0.682682,0.495304,0.866203,0.819366,0.797081,0.727018,0.666667,0.569738,0.856595,0.636317,0.863164,0.57464,0.660408,0.653847,0.863164,0.57464,0.250763,0.498323,0.226696,0.463584,0.333333,0.433348,0.911933,0.734938,0.919305,0.656279,0.653414,0.713807,0.919305,0.656279,0.014711,0.233865,0.018717,0.255463,0.333333,0.44722,0.409343,0.357814,0.22312,0.233043,0.548941,0.618882,0.222468,0.232659,0.485829,0.603896,0.418426,0.562254,0.333333,0.416345,0.73459,0.736471,0.612291,0.657657,0.600245,0.666392,0.612289,0.657582,0.001262,0.24235,0.001238,0.246358,1.0,0.822829,0.304904,0.310652,0.107879,0.177041,0.338692,0.416712,0.10692,0.174902,0.814746,0.810199,0.750447,0.793477,0.333333,0.424841,0.737738,0.748763,0.593069,0.616212,0.641,0.702156,0.593066,0.616101,1e-06,0.255795,1e-06,0.255717,0.333333,0.477916,0.013871,0.258674,0.116863,0.304775,1.4e-05,0.248567,0.041265,0.281245,0
36,2023-02-06T14:26:08.000000000,2023-02-06T14:27:06.000000000,0.002752,0.430848,0.004761,0.475208,1.0,0.761983,0.948127,0.730949,0.966039,0.715149,0.016962,0.356294,0.966039,0.715149,0.32041,0.553947,0.412411,0.609775,0.333333,0.439603,0.47911,0.461259,0.589551,0.43575,0.258735,0.600692,0.589551,0.43575,0.281252,0.638334,0.303609,0.572181,0.666667,0.58664,0.883664,0.713945,0.977207,0.724823,0.302315,0.566116,0.977207,0.724823,0.620493,0.768158,0.410085,0.636871,0.333333,0.457772,0.901134,0.769064,0.913673,0.69853,0.620484,0.743516,0.913673,0.69853,0.634784,0.675404,0.466669,0.585727,0.333333,0.50932,0.813613,0.628845,0.700672,0.517983,0.796802,0.814803,0.700421,0.517751,0.595382,0.706271,0.632699,0.722944,0.333333,0.506646,0.571649,0.696277,0.488712,0.632251,0.322785,0.60123,0.488709,0.632174,0.350399,0.489057,0.391084,0.516039,0.333333,0.653965,0.766,0.587551,0.600876,0.44597,0.940355,0.728748,0.600447,0.444615,0.386631,0.708837,0.423256,0.733482,0.333333,0.418508,0.5649,0.701488,0.465758,0.585986,0.346987,0.630443,0.465754,0.585871,2.5e-05,0.287963,1.8e-05,0.287915,0.333333,0.525271,0.013816,0.291687,0.110042,0.337643,7.7e-05,0.281408,0.033861,0.313039,1
37,2023-02-06T14:26:38.000000000,2023-02-06T14:27:36.000000000,3e-06,0.34926,6e-06,0.354724,1.0,0.702063,0.930114,0.665866,0.954787,0.655053,1.2e-05,0.329446,0.954787,0.655053,0.130095,0.576247,0.134547,0.660874,0.333333,0.414031,0.846266,0.60329,0.961095,0.588229,0.25844,0.603157,0.961095,0.588229,0.022129,0.408335,0.027896,0.430097,1.0,0.641298,0.799855,0.651344,0.937792,0.67828,0.135821,0.479793,0.937792,0.67828,0.008534,0.650751,0.013413,0.566602,1.0,0.469933,0.871026,0.704562,0.930257,0.655878,0.243767,0.621512,0.930257,0.655878,0.089642,0.773187,0.084077,0.670941,0.333333,0.413893,0.835878,0.660295,0.733478,0.551358,0.748698,0.822163,0.733254,0.551152,0.000334,0.509392,0.000742,0.547886,0.0,0.381927,0.599054,0.627928,0.565848,0.585948,0.154882,0.454361,0.565845,0.585856,0.332868,0.628381,0.325549,0.661949,0.333333,0.393409,0.788792,0.610283,0.632361,0.457882,0.926273,0.772027,0.631966,0.456454,0.000889,0.410297,0.00167,0.450081,1.0,0.482936,0.612231,0.633742,0.583407,0.554928,0.176885,0.476403,0.583404,0.554797,1.2e-05,0.271875,1e-05,0.271699,0.333333,0.475923,0.007384,0.267435,0.087917,0.305752,4.9e-05,0.260749,0.009841,0.280492,0
38,2023-02-06T14:27:08.000000000,2023-02-06T14:28:06.000000000,0.0,0.497981,0.0,0.538579,0.0,0.801153,0.92991,0.79892,0.954637,0.791602,2e-06,0.396231,0.954637,0.791602,0.257792,0.595516,0.318934,0.621156,0.333333,0.480597,0.770691,0.749852,0.80351,0.74236,0.600516,0.710108,0.80351,0.74236,0.000201,0.547893,0.000192,0.495827,1.0,0.705477,0.72564,0.732975,0.902265,0.769923,0.003745,0.568273,0.902265,0.769923,0.236812,0.682227,0.295082,0.662544,0.333333,0.695151,0.877234,0.761015,0.925461,0.742532,0.333594,0.630552,0.925461,0.742532,0.629521,0.582286,0.48262,0.558394,0.333333,0.577257,0.494085,0.580298,0.317172,0.457248,0.668964,0.788444,0.316599,0.456901,0.264341,0.538615,0.27468,0.56455,0.333333,0.502849,0.39247,0.710071,0.251357,0.648687,0.322458,0.595509,0.251352,0.648614,0.151457,0.550874,0.1854,0.557005,0.333333,0.624597,0.372262,0.527521,0.156796,0.37711,0.474722,0.639896,0.155889,0.375552,0.295989,0.609663,0.299928,0.63762,0.333333,0.614322,0.389988,0.718262,0.233994,0.616758,0.296509,0.599948,0.233989,0.616653,1e-06,0.334076,1e-06,0.334049,0.333333,0.580873,0.001135,0.333979,0.080763,0.374865,1e-06,0.327404,0.002075,0.348247,0
39,2023-02-06T14:27:38.000000000,2023-02-06T14:28:36.000000000,5.5e-05,0.449821,6.2e-05,0.470811,1.0,0.831087,0.931154,0.771579,0.955487,0.760644,0.000568,0.39564,0.955487,0.760644,0.293288,0.646374,0.346122,0.731978,0.333333,0.499427,0.654142,0.712531,0.711962,0.714188,0.470741,0.663349,0.711962,0.714188,0.275347,0.559174,0.322392,0.598629,0.666667,0.62079,0.800364,0.774856,0.869421,0.74809,0.414261,0.69449,0.869421,0.74809,0.563782,0.759891,0.568482,0.726277,0.666667,0.602477,0.740585,0.707858,0.805821,0.684001,0.369695,0.645589,0.805821,0.684001,0.3232,0.652483,0.296172,0.624543,0.333333,0.485515,0.430139,0.516366,0.301383,0.420739,0.439549,0.665802,0.300797,0.420388,0.246699,0.490104,0.309399,0.538696,0.333333,0.477281,0.436355,0.708442,0.308315,0.66499,0.340136,0.531533,0.308311,0.664914,0.282628,0.649295,0.296062,0.6611,0.333333,0.455812,0.34856,0.484808,0.18596,0.357658,0.362426,0.580773,0.185085,0.355883,0.266383,0.45987,0.310689,0.504059,0.333333,0.489323,0.418124,0.706298,0.290939,0.629221,0.282312,0.533755,0.290934,0.62911,1e-06,0.328719,0.0,0.32856,0.333333,0.545883,0.003954,0.32295,0.087014,0.363324,8e-06,0.317257,0.00886,0.335938,0
40,2023-02-06T14:28:08.000000000,2023-02-06T14:29:06.000000000,0.133295,0.550949,0.219719,0.635776,0.666667,0.64166,0.950484,0.787522,0.954692,0.761535,0.123798,0.450973,0.954692,0.761535,0.255536,0.591309,0.414496,0.716567,0.666667,0.628891,0.721082,0.781947,0.843496,0.857463,0.229497,0.534196,0.843496,0.857463,0.439146,0.617832,0.607565,0.682029,0.666667,0.631215,0.988162,0.899658,0.961885,0.83598,0.813933,0.82023,0.961885,0.83598,0.165579,0.51941,0.146327,0.49668,0.333333,0.498601,0.860448,0.809878,0.893712,0.767975,0.488746,0.678117,0.893712,0.767975,0.395467,0.642563,0.320069,0.596969,0.333333,0.520998,0.374282,0.427689,0.223179,0.32319,0.421082,0.618206,0.222527,0.322775,0.194376,0.474915,0.201294,0.485692,0.333333,0.498575,0.781507,0.900754,0.737884,0.903767,0.265126,0.510327,0.737883,0.903741,0.243069,0.542345,0.239957,0.540896,0.333333,0.473811,0.333414,0.424418,0.170283,0.304568,0.342618,0.502467,0.16939,0.302669,0.176193,0.471706,0.173146,0.481136,0.333333,0.506506,0.780753,0.912954,0.729538,0.861221,0.345099,0.578497,0.729536,0.861176,1e-06,0.329413,1e-06,0.329313,0.333333,0.551868,0.009036,0.327584,0.102444,0.371596,1.4e-05,0.32013,0.025612,0.344881,0
41,2023-02-06T14:28:38.000000000,2023-02-06T14:29:36.000000000,0.272447,0.675011,0.404141,0.790538,0.666667,0.597716,0.949134,0.818274,0.953736,0.791086,0.123347,0.476151,0.953736,0.791086,0.25646,0.569554,0.375387,0.658018,0.333333,0.578827,0.499478,0.652555,0.620683,0.737644,0.227071,0.49872,0.620683,0.737644,0.467755,0.648464,0.48284,0.64288,0.666667,0.628283,1.0,0.953609,0.994581,0.917676,0.725195,0.802168,0.994581,0.917676,0.39348,0.633832,0.313717,0.582634,0.333333,0.544053,0.843139,0.82078,0.904349,0.803058,0.26748,0.611998,0.904349,0.803058,0.385969,0.598839,0.29863,0.556591,0.333333,0.579063,0.451356,0.432635,0.314619,0.337272,0.488637,0.617188,0.314044,0.336852,0.760664,0.764077,0.819537,0.800493,0.333333,0.543547,0.742376,0.902137,0.651058,0.871216,0.471731,0.643571,0.651056,0.871185,0.157775,0.435072,0.156466,0.430899,0.333333,0.48929,0.419565,0.439726,0.262481,0.332229,0.44688,0.495853,0.261688,0.330401,0.781586,0.781119,0.808066,0.813742,0.333333,0.545528,0.756037,0.920007,0.65917,0.835609,0.49765,0.683508,0.659168,0.835558,1e-06,0.344726,1e-06,0.344686,0.333333,0.565781,0.012922,0.346505,0.112265,0.393545,3.1e-05,0.337403,0.036273,0.366962,0
42,2023-02-06T14:29:08.000000000,2023-02-06T14:30:06.000000000,0.000115,0.485569,0.000126,0.532383,1.0,0.605063,0.930071,0.689408,0.954739,0.674193,0.000137,0.381537,0.954739,0.674193,0.241879,0.53871,0.341661,0.652526,0.333333,0.430014,0.669989,0.534377,0.706253,0.562922,0.552993,0.510946,0.706253,0.562922,0.43616,0.540147,0.482281,0.567047,0.666667,0.546961,0.782173,0.767678,0.823919,0.733149,0.518903,0.667191,0.823919,0.733149,0.100518,0.654607,0.103215,0.62233,0.333333,0.460074,0.863885,0.691206,0.922759,0.678753,0.257701,0.512336,0.922759,0.678753,0.295991,0.519759,0.249208,0.502417,0.333333,0.422312,0.529089,0.387971,0.472987,0.341081,0.263332,0.457812,0.472545,0.340727,0.192881,0.708928,0.19505,0.76252,0.333333,0.416167,0.470277,0.647934,0.378032,0.575628,0.283043,0.576947,0.378028,0.575533,0.331813,0.425965,0.330575,0.429688,0.333333,0.327283,0.475762,0.395933,0.367536,0.321917,0.381433,0.420619,0.366856,0.319978,0.231433,0.642604,0.237138,0.696424,0.333333,0.436631,0.477905,0.653946,0.383535,0.552374,0.270349,0.566762,0.383531,0.55224,2.4e-05,0.293931,1.9e-05,0.293771,0.333333,0.494258,0.010088,0.289987,0.098038,0.329922,6.1e-05,0.283032,0.020828,0.304117,0
43,2023-02-06T14:29:38.000000000,2023-02-06T14:30:36.000000000,0.000476,0.555708,0.000509,0.633647,1.0,0.626597,0.877857,0.702381,0.909156,0.688084,0.054649,0.396657,0.909156,0.688084,0.397527,0.410827,0.67529,0.463383,0.333333,0.540697,0.811704,0.66254,0.901959,0.724971,0.368722,0.490829,0.901959,0.724971,0.347296,0.633238,0.519938,0.613032,0.666667,0.547407,0.857338,0.767768,0.88965,0.728315,0.558985,0.693346,0.88965,0.728315,0.427642,0.476815,0.491584,0.469487,0.333333,0.541471,0.790779,0.695612,0.820863,0.665322,0.596574,0.613259,0.820863,0.665322,0.314911,0.356656,0.342113,0.366922,0.333333,0.581087,0.298594,0.288562,0.205319,0.253209,0.219803,0.350663,0.204651,0.252787,0.455516,0.560669,0.529212,0.554535,0.333333,0.531486,0.640211,0.699379,0.491279,0.632429,0.605538,0.630962,0.491276,0.632352,0.186762,0.325131,0.181688,0.320444,0.333333,0.399701,0.241353,0.305022,0.138575,0.254343,0.163294,0.287255,0.137649,0.252378,0.267647,0.665611,0.331325,0.664348,0.333333,0.531426,0.619419,0.702201,0.454027,0.590908,0.564621,0.637365,0.454023,0.590794,1e-06,0.293173,0.0,0.293185,0.333333,0.495458,0.004614,0.296227,0.08935,0.335501,8e-06,0.288691,0.011397,0.310871,0
