station,source,signal_col,scheme,SNR_dB,BER
VGR_1,filtered,target_pos_x,PSK,22.99,0.0
VGR_1,filtered,target_pos_y,PSK,22.99,0.0
VGR_1,filtered,i7_light_barrier,PSK,22.99,0.0
VGR_1,filtered,i8_color_sensor,PSK,22.99,0.0
VGR_1,filtered,o7_compressor_level,PSK,22.99,0.0
VGR_1,filtered,o8_valve_open,PSK,22.99,0.0
VGR_1,filtered,current_pos_z,PSK,22.99,0.0
VGR_1,filtered,target_pos_z,PSK,22.99,0.0
VGR_1,features,m1_speed_psd_peak,PSK,25.091,0.0
VGR_1,features,m1_speed_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,m1_speed_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,m1_speed_rms,PSK,25.091,0.0
VGR_1,features,m1_speed_mean,PSK,25.091,0.0
VGR_1,features,m1_speed_variance,PSK,25.091,0.0
VGR_1,features,m1_speed_fft_peak,PSK,25.091,0.0
VGR_1,features,m2_speed_psd_peak,PSK,25.091,0.0
VGR_1,features,m2_speed_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,m2_speed_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,m2_speed_rms,PSK,25.091,0.0
VGR_1,features,m2_speed_mean,PSK,25.091,0.0
VGR_1,features,m2_speed_variance,PSK,25.091,0.0
VGR_1,features,m2_speed_fft_peak,PSK,25.091,0.0
VGR_1,features,m3_speed_psd_peak,PSK,25.091,0.0
VGR_1,features,m3_speed_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,m3_speed_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,m3_speed_rms,PSK,25.091,0.0
VGR_1,features,m3_speed_mean,PSK,25.091,0.0
VGR_1,features,m3_speed_variance,PSK,25.091,0.0
VGR_1,features,m3_speed_fft_peak,PSK,25.091,0.0
VGR_1,features,current_pos_x_psd_peak,PSK,25.091,0.0
VGR_1,features,current_pos_x_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,current_pos_x_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,current_pos_x_rms,PSK,25.091,0.0
VGR_1,features,current_pos_x_mean,PSK,25.091,0.0
VGR_1,features,current_pos_x_variance,PSK,25.091,0.0
VGR_1,features,current_pos_x_fft_peak,PSK,25.091,0.0
VGR_1,features,current_pos_y_psd_peak,PSK,25.091,0.0
VGR_1,features,current_pos_y_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,current_pos_y_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,current_pos_y_rms,PSK,25.091,0.0
VGR_1,features,current_pos_y_mean,PSK,25.091,0.0
VGR_1,features,current_pos_y_variance,PSK,25.091,0.0
VGR_1,features,current_pos_y_fft_peak,PSK,25.091,0.0
VGR_1,features,current_pos_z_psd_peak,PSK,25.091,0.0
VGR_1,features,current_pos_z_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,current_pos_z_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,current_pos_z_rms,PSK,25.091,0.0
VGR_1,features,current_pos_z_mean,PSK,25.091,0.0
VGR_1,features,current_pos_z_variance,PSK,25.091,0.0
VGR_1,features,current_pos_z_fft_peak,PSK,25.091,0.0
VGR_1,features,target_pos_x_psd_peak,PSK,25.091,0.0
VGR_1,features,target_pos_x_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,target_pos_x_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,target_pos_x_rms,PSK,25.091,0.0
VGR_1,features,target_pos_x_mean,PSK,25.091,0.0
VGR_1,features,target_pos_x_variance,PSK,25.091,0.0
VGR_1,features,target_pos_x_fft_peak,PSK,25.091,0.0
VGR_1,features,target_pos_y_psd_peak,PSK,25.091,0.0
VGR_1,features,target_pos_y_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,target_pos_y_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,target_pos_y_rms,PSK,25.091,0.0
VGR_1,features,target_pos_y_mean,PSK,25.091,0.0
VGR_1,features,target_pos_y_variance,PSK,25.091,0.0
VGR_1,features,target_pos_y_fft_peak,PSK,25.091,0.0
VGR_1,features,target_pos_z_psd_peak,PSK,25.091,0.0
VGR_1,features,target_pos_z_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,target_pos_z_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,target_pos_z_rms,PSK,25.091,0.0
VGR_1,features,target_pos_z_mean,PSK,25.091,0.0
VGR_1,features,target_pos_z_variance,PSK,25.091,0.0
VGR_1,features,target_pos_z_fft_peak,PSK,25.091,0.0
VGR_1,features,current_task_duration_psd_peak,PSK,25.091,0.0
VGR_1,features,current_task_duration_psd_mean_energy,PSK,25.091,0.0
VGR_1,features,current_task_duration_psd_peak_freq,PSK,25.091,0.0
VGR_1,features,current_task_duration_rms,PSK,25.091,0.0
VGR_1,features,current_task_duration_mean,PSK,25.091,0.0
VGR_1,features,current_task_duration_variance,PSK,25.091,0.0
VGR_1,features,current_task_duration_fft_peak,PSK,25.091,0.0
WT_1,filtered,i3_pos_switch,AM,23.101,
WT_1,filtered,m2_speed,AM,25.982,
WT_1,filtered,o8_compressor,AM,24.074,
WT_1,filtered,o5_valve,AM,23.243,
WT_1,filtered,o6_valve,AM,23.031,
WT_1,features,m2_speed_psd_peak,AM,25.658,
WT_1,features,m2_speed_psd_mean_energy,AM,25.722,
WT_1,features,m2_speed_psd_peak_freq,AM,26.815,
WT_1,features,m2_speed_rms,AM,28.855,
WT_1,features,m2_speed_mean,AM,29.239,
WT_1,features,m2_speed_variance,AM,26.012,
WT_1,features,m2_speed_fft_peak,AM,29.239,
WT_1,features,o8_compressor_psd_peak,AM,25.47,
WT_1,features,o8_compressor_psd_mean_energy,AM,25.494,
WT_1,features,o8_compressor_psd_peak_freq,AM,26.831,
WT_1,features,o8_compressor_rms,AM,26.105,
WT_1,features,o8_compressor_mean,AM,26.248,
WT_1,features,o8_compressor_variance,AM,25.825,
WT_1,features,o8_compressor_fft_peak,AM,26.087,
WT_1,features,current_task_duration_psd_peak,AM,25.091,
WT_1,features,current_task_duration_psd_mean_energy,AM,25.091,
WT_1,features,current_task_duration_psd_peak_freq,AM,25.091,
WT_1,features,current_task_duration_rms,AM,25.091,
WT_1,features,current_task_duration_mean,AM,25.091,
WT_1,features,current_task_duration_variance,AM,25.091,
WT_1,features,current_task_duration_fft_peak,AM,25.091,
WT_1,filtered,i3_pos_switch,FM,22.986,
WT_1,filtered,m2_speed,FM,22.989,
WT_1,filtered,o8_compressor,FM,22.993,
WT_1,filtered,o5_valve,FM,22.986,
WT_1,filtered,o6_valve,FM,22.981,
WT_1,features,m2_speed_psd_peak,FM,25.121,
WT_1,features,m2_speed_psd_mean_energy,FM,25.139,
WT_1,features,m2_speed_psd_peak_freq,FM,25.129,
WT_1,features,m2_speed_rms,FM,25.115,
WT_1,features,m2_speed_mean,FM,25.095,
WT_1,features,m2_speed_variance,FM,25.148,
WT_1,features,m2_speed_fft_peak,FM,25.095,
WT_1,features,o8_compressor_psd_peak,FM,25.139,
WT_1,features,o8_compressor_psd_mean_energy,FM,25.123,
WT_1,features,o8_compressor_psd_peak_freq,FM,25.013,
WT_1,features,o8_compressor_rms,FM,25.067,
WT_1,features,o8_compressor_mean,FM,25.133,
WT_1,features,o8_compressor_variance,FM,25.149,
WT_1,features,o8_compressor_fft_peak,FM,25.058,
WT_1,features,current_task_duration_psd_peak,FM,25.091,
WT_1,features,current_task_duration_psd_mean_energy,FM,25.091,
WT_1,features,current_task_duration_psd_peak_freq,FM,25.091,
WT_1,features,current_task_duration_rms,FM,25.091,
WT_1,features,current_task_duration_mean,FM,25.091,
WT_1,features,current_task_duration_variance,FM,25.091,
WT_1,features,current_task_duration_fft_peak,FM,25.091,
WT_1,filtered,i3_pos_switch,ASK,3.627,0.00423
WT_1,filtered,m2_speed,ASK,22.725,0.01532
WT_1,filtered,o8_compressor,ASK,3.906,0.00528
WT_1,filtered,o5_valve,ASK,7.273,0.00211
WT_1,filtered,o6_valve,ASK,-0.688,0.00423
WT_1,features,m2_speed_psd_peak,ASK,12.803,0.08
WT_1,features,m2_speed_psd_mean_energy,ASK,13.512,0.08
WT_1,features,m2_speed_psd_peak_freq,ASK,17.68,0.144
WT_1,features,m2_speed_rms,ASK,24.974,0.008
WT_1,features,m2_speed_mean,ASK,24.974,0.008
WT_1,features,m2_speed_variance,ASK,14.656,0.064
WT_1,features,m2_speed_fft_peak,ASK,24.974,0.008
WT_1,features,o8_compressor_psd_peak,ASK,10.766,0.04
WT_1,features,o8_compressor_psd_mean_energy,ASK,10.766,0.04
WT_1,features,o8_compressor_psd_peak_freq,ASK,18.809,0.144
WT_1,features,o8_compressor_rms,ASK,17.494,0.08
WT_1,features,o8_compressor_mean,ASK,16.175,0.056
WT_1,features,o8_compressor_variance,ASK,14.173,0.04
WT_1,features,o8_compressor_fft_peak,ASK,14.701,0.04
WT_1,features,current_task_duration_psd_peak,ASK,-inf,0.0
WT_1,features,current_task_duration_psd_mean_energy,ASK,-inf,0.0
WT_1,features,current_task_duration_psd_peak_freq,ASK,-inf,0.0
WT_1,features,current_task_duration_rms,ASK,-inf,0.0
WT_1,features,current_task_duration_mean,ASK,-inf,0.0
WT_1,features,current_task_duration_variance,ASK,-inf,0.0
WT_1,features,current_task_duration_fft_peak,ASK,-inf,0.0
WT_1,filtered,i3_pos_switch,FSK,22.978,0.48019
WT_1,filtered,m2_speed,FSK,22.981,0.51347
WT_1,filtered,o8_compressor,FSK,22.992,0.48072
WT_1,filtered,o5_valve,FSK,22.988,0.47438
WT_1,filtered,o6_valve,FSK,22.99,0.47755
WT_1,features,m2_speed_psd_peak,FSK,24.947,0.512
WT_1,features,m2_speed_psd_mean_energy,FSK,25.008,0.504
WT_1,features,m2_speed_psd_peak_freq,FSK,25.094,0.488
WT_1,features,m2_speed_rms,FSK,25.123,0.504
WT_1,features,m2_speed_mean,FSK,25.123,0.504
WT_1,features,m2_speed_variance,FSK,25.036,0.504
WT_1,features,m2_speed_fft_peak,FSK,25.123,0.504
WT_1,features,o8_compressor_psd_peak,FSK,25.104,0.488
WT_1,features,o8_compressor_psd_mean_energy,FSK,25.104,0.488
WT_1,features,o8_compressor_psd_peak_freq,FSK,25.113,0.504
WT_1,features,o8_compressor_rms,FSK,25.151,0.48
WT_1,features,o8_compressor_mean,FSK,25.19,0.488
WT_1,features,o8_compressor_variance,FSK,25.049,0.488
WT_1,features,o8_compressor_fft_peak,FSK,24.983,0.496
WT_1,features,current_task_duration_psd_peak,FSK,25.091,0.48
WT_1,features,current_task_duration_psd_mean_energy,FSK,25.091,0.48
WT_1,features,current_task_duration_psd_peak_freq,FSK,25.091,0.48
WT_1,features,current_task_duration_rms,FSK,25.091,0.48
WT_1,features,current_task_duration_mean,FSK,25.091,0.48
WT_1,features,current_task_duration_variance,FSK,25.091,0.48
WT_1,features,current_task_duration_fft_peak,FSK,25.091,0.48
WT_1,filtered,i3_pos_switch,PSK,22.99,0.0
WT_1,filtered,m2_speed,PSK,22.99,0.0
WT_1,filtered,o8_compressor,PSK,22.99,0.0
WT_1,filtered,o5_valve,PSK,22.99,0.0
WT_1,filtered,o6_valve,PSK,22.99,0.0
WT_1,features,m2_speed_psd_peak,PSK,25.091,0.0
WT_1,features,m2_speed_psd_mean_energy,PSK,25.091,0.0
WT_1,features,m2_speed_psd_peak_freq,PSK,25.091,0.0
WT_1,features,m2_speed_rms,PSK,25.091,0.0
WT_1,features,m2_speed_mean,PSK,25.091,0.0
WT_1,features,m2_speed_variance,PSK,25.091,0.0
WT_1,features,m2_speed_fft_peak,PSK,25.091,0.0
WT_1,features,o8_compressor_psd_peak,PSK,25.091,0.0
WT_1,features,o8_compressor_psd_mean_energy,PSK,25.091,0.0
WT_1,features,o8_compressor_psd_peak_freq,PSK,25.091,0.0
WT_1,features,o8_compressor_rms,PSK,25.091,0.0
WT_1,features,o8_compressor_mean,PSK,25.091,0.0
WT_1,features,o8_compressor_variance,PSK,25.091,0.0
WT_1,features,o8_compressor_fft_peak,PSK,25.091,0.0
WT_1,features,current_task_duration_psd_peak,PSK,25.091,0.0
WT_1,features,current_task_duration_psd_mean_energy,PSK,25.091,0.0
WT_1,features,current_task_duration_psd_peak_freq,PSK,25.091,0.0
WT_1,features,current_task_duration_rms,PSK,25.091,0.0
WT_1,features,current_task_duration_mean,PSK,25.091,0.0
WT_1,features,current_task_duration_variance,PSK,25.091,0.0
WT_1,features,current_task_duration_fft_peak,PSK,25.091,0.0
