segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_psk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_psk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_psk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_psk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_psk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_psk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_psk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_psk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_psk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_psk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_psk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_psk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_psk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
13,3.9e-05,0,0,2.6e-05,0,0,1.0,1,1,0.814601,1,1,0.890239,1,1,0.000122,0,0,0.890239,1,1,4.1e-05,0,0,3.8e-05,0,0,1.0,1,1,0.014115,0,0,0.083782,0,0,0.000215,0,0,0.015189,0,0,0.783315,1,1,0.909473,1,1,0.333333,0,0,0.793146,1,1,0.514472,1,1,1.0,1,1,0.511592,1,1,1
14,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.000353,0,0,0.000377,0,0,1.0,1,1,0.019157,0,0,0.006306,0,0,0.00087,0,0,0.0088,0,0,1
15,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000866,0,0,0.005744,0,0,2e-06,0,0,0.000252,0,0,1
16,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
17,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
18,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
19,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
20,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
21,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
22,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
23,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
24,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
25,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
26,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
27,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
28,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
29,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
30,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
31,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
32,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
33,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
34,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
35,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
36,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
37,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
38,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
39,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
40,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
41,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
42,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
43,0.0,0,0,0.0,0,0,0.0,0,0,0.813804,1,1,0.889625,1,1,1e-06,0,0,0.889625,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.001702,0,0,0.078666,0,0,3e-06,0,0,0.000965,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.000241,0,0,0.005784,0,0,0.0,0,0,0.000113,0,0,1
44,6.2e-05,0,0,4.1e-05,0,0,1.0,1,1,0.811745,1,1,0.887905,1,1,0.000867,0,0,0.887905,1,1,7.1e-05,0,0,6e-05,0,0,1.0,1,1,0.056236,0,0,0.070463,0,0,0.003444,0,0,0.069185,0,0,1e-06,0,0,1e-06,0,0,1.0,1,1,0.004177,0,0,0.005169,0,0,4e-05,0,0,0.001711,0,0,0
45,0.064315,0,0,0.060131,0,0,0.666667,1,1,0.835991,1,1,0.893568,1,1,0.118923,0,0,0.893568,1,1,0.056018,0,0,0.081787,0,0,1.0,1,1,0.997528,1,1,0.927161,1,1,0.991198,1,1,0.937947,1,1,0.064523,0,0,0.051218,0,0,0.333333,0,0,0.580783,1,1,0.389136,0,0,0.520631,1,1,0.385513,0,0,0
46,0.160093,0,0,0.110175,0,0,0.333333,0,0,0.833799,1,1,0.891593,1,1,0.120902,0,0,0.891593,1,1,1.0,1,1,1.0,1,1,0.666667,1,1,0.998614,1,1,0.930268,1,1,0.99286,1,1,0.940818,1,1,0.403599,0,0,0.468827,0,0,0.333333,0,0,0.922151,1,1,0.887152,1,1,0.540046,1,1,0.886483,1,1,1
47,0.001162,0,0,0.000794,0,0,1.0,1,1,0.80935,1,1,0.885801,1,1,0.002754,0,0,0.885801,1,1,0.001656,0,0,0.001227,0,0,1.0,1,1,0.073031,0,0,0.073727,0,0,0.005823,0,0,0.091215,0,0,0.989217,1,1,1.0,1,1,0.333333,0,0,0.827087,1,1,0.631836,1,1,0.877275,1,1,0.629652,1,1,1
48,1e-06,0,0,1e-06,0,0,1.0,1,1,0.813641,1,1,0.889496,1,1,4e-06,0,0,0.889496,1,1,0.0,0,0,0.0,0,0,0.333333,0,0,0.002609,0,0,0.078823,0,0,7e-06,0,0,0.001962,0,0,0.07002,0,0,0.080231,0,0,0.0,0,0,0.413541,0,0,0.134272,0,0,0.374191,0,0,0.129137,0,0,1
49,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,1.1e-05,0,0,1.3e-05,0,0,1.0,1,1,0.003665,0,0,0.005734,0,0,3.2e-05,0,0,0.001469,0,0,1
50,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
51,0.0,0,0,0.0,0,0,0.0,0,0,0.813952,1,1,0.889741,1,1,3e-06,0,0,0.889741,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.002105,0,0,0.078019,0,0,5e-06,0,0,0.001668,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000296,0,0,0.005755,0,0,0.0,0,0,0.000142,0,0,1
52,9.9e-05,0,0,6.5e-05,0,0,1.0,1,1,0.815523,1,1,0.890764,1,1,0.001875,0,0,0.890764,1,1,0.000117,0,0,9.2e-05,0,0,1.0,1,1,0.063583,0,0,0.054976,0,0,0.004337,0,0,0.079277,0,0,1e-06,0,0,1e-06,0,0,1.0,1,1,0.005152,0,0,0.004676,0,0,6e-05,0,0,0.002156,0,0,0
53,0.089524,0,0,0.077891,0,0,0.666667,1,1,0.832521,1,1,0.890687,1,1,0.119914,0,0,0.890687,1,1,0.152662,0,0,0.169648,0,0,0.333333,0,0,0.998174,1,1,0.946559,1,1,0.98816,1,1,0.95705,1,1,0.083571,0,0,0.063057,0,0,0.333333,0,0,0.571473,1,1,0.393098,0,0,0.489389,0,0,0.389498,0,0,0
54,0.151198,0,0,0.105428,0,0,0.333333,0,0,0.829957,1,1,0.888642,1,1,0.119914,0,0,0.888642,1,1,0.935321,1,1,0.906294,1,1,0.666667,1,1,0.998174,1,1,0.946559,1,1,0.98816,1,1,0.95705,1,1,0.423164,0,0,0.509475,1,1,0.333333,0,0,0.953549,1,1,0.92285,1,1,0.557665,1,1,0.922392,1,1,1
55,0.000789,0,0,0.000485,0,0,1.0,1,1,0.812731,1,1,0.888565,1,1,0.001875,0,0,0.888565,1,1,0.001096,0,0,0.00089,0,0,1.0,1,1,0.063583,0,0,0.054976,0,0,0.004337,0,0,0.079277,0,0,1.0,1,1,0.980166,1,1,0.333333,0,0,0.804551,1,1,0.595977,1,1,0.872977,1,1,0.59358,1,1,1
56,0.0,0,0,0.0,0,0,1.0,1,1,0.813757,1,1,0.889588,1,1,3e-06,0,0,0.889588,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.002105,0,0,0.078019,0,0,5e-06,0,0,0.001668,0,0,0.018115,0,0,0.020619,0,0,0.0,0,0,0.254187,0,0,0.067473,0,0,0.146001,0,0,0.073484,0,0,1
57,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,6e-06,0,0,9e-06,0,0,1.0,1,1,0.003237,0,0,0.006066,0,0,2.5e-05,0,0,0.001289,0,0,1
58,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
59,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
60,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
61,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
62,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
63,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
