segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_fm_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_fm_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_fm_demodulated,m4_speed_rms_baseband,m4_speed_rms_fm_demodulated,m4_speed_mean_baseband,m4_speed_mean_fm_demodulated,m4_speed_variance_baseband,m4_speed_variance_fm_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
27,2023-02-06T14:21:38.000000000,2023-02-06T14:22:36.000000000,2e-06,0.23508,3e-06,0.29821,1.0,0.726614,0.929821,0.193638,0.954571,0.683487,3e-06,0.42414,0.954571,0.683487,0.188579,0.296976,0.304346,0.357166,0.333333,0.232924,0.768373,0.567187,0.900082,0.315213,0.187486,0.339247,0.900082,0.315213,0.001877,0.816008,0.001824,0.49014,1.0,0.657299,0.732778,0.295508,0.906038,0.6051,0.014489,0.520527,0.906038,0.6051,8.2e-05,0.303433,7.8e-05,0.329245,1.0,0.93233,0.786552,0.564756,0.888125,0.187998,0.00178,0.405377,0.888125,0.187998,0.362539,0.496152,0.286583,0.830934,0.333333,0.270173,0.52503,0.285045,0.413043,0.295015,0.490315,0.786048,0.41255,0.286769,0.010462,0.228144,0.011175,0.459934,0.333333,0.25756,0.143474,0.32707,0.11836,0.232863,0.023909,0.260744,0.118354,0.232419,0.270987,0.215388,0.256693,0.186055,0.333333,0.404928,0.504739,0.293471,0.371959,0.326127,0.485875,0.327493,0.371284,0.304125,0.009772,0.344747,0.010355,0.31403,0.333333,0.390532,0.152754,0.309341,0.129899,0.25362,0.022648,0.340833,0.129893,0.25312,0.0,0.244019,0.0,0.243086,0.333333,0.430301,0.001147,0.104181,0.079591,0.197812,1e-06,0.130616,0.00099,0.319978,0
28,2023-02-06T14:22:08.000000000,2023-02-06T14:23:06.000000000,0.0,0.230207,0.0,0.292179,0.0,0.677624,0.929852,0.26309,0.954595,0.713196,0.0,0.452239,0.954595,0.713196,0.138416,0.323989,0.21825,0.301306,0.333333,0.246675,0.812068,0.425998,0.905984,0.329367,0.352674,0.245907,0.905984,0.329367,0.0224,0.910105,0.033818,1.0,1.0,0.623943,0.83848,0.538535,0.936821,0.349619,0.291079,0.967432,0.936821,0.349619,0.048231,0.471997,0.057076,0.5349,1.0,0.675781,0.775241,0.738058,0.855526,0.097572,0.200803,0.482183,0.855526,0.097572,0.147045,0.448278,0.149607,0.812643,0.333333,0.257134,0.268783,0.262338,0.178639,0.221379,0.188662,0.762407,0.177949,0.211053,0.018842,0.276275,0.022308,0.538509,0.333333,0.23276,0.097885,0.447204,0.05488,0.402346,0.023225,0.669115,0.054874,0.402286,0.032854,0.290237,0.037645,0.234315,0.333333,0.346553,0.204791,0.196408,0.112482,0.18056,0.122561,0.241084,0.111528,0.152059,0.015246,0.393926,0.019165,0.368175,0.333333,0.376551,0.086596,0.406551,0.04322,0.360466,0.016863,0.550885,0.043214,0.360463,0.0,0.226097,0.0,0.224615,0.333333,0.368334,0.001925,0.091642,0.082198,0.241192,3e-06,0.104913,0.003633,0.328514,0
29,2023-02-06T14:22:38.000000000,2023-02-06T14:23:36.000000000,0.0,0.18081,0.0,0.239682,0.0,0.716881,0.929852,0.346444,0.954595,0.77626,0.0,0.384557,0.954595,0.77626,0.123707,0.221666,0.184655,0.415229,0.333333,0.223983,0.636373,0.321953,0.774129,0.294133,0.171104,0.300968,0.774129,0.294133,0.684604,0.960485,0.917672,0.854136,0.666667,0.579881,0.955853,0.608007,0.892999,0.451475,0.957243,0.872064,0.892999,0.451475,0.446304,0.486533,0.52409,0.552199,0.666667,0.355263,0.792187,0.834582,0.852577,0.141411,0.344747,0.47863,0.852577,0.141411,0.187083,0.540474,0.195996,0.842695,0.333333,0.261449,0.199728,0.244236,0.118168,0.280491,0.121356,0.780452,0.117427,0.270585,0.761133,0.261706,0.67258,0.512594,0.333333,0.236336,0.705061,0.546057,0.521245,0.436307,0.806934,0.759719,0.521242,0.436364,0.118913,0.273238,0.133023,0.310086,0.333333,0.312037,0.180047,0.223418,0.09507,0.273898,0.097889,0.321472,0.094097,0.251024,0.803511,0.366593,0.73567,0.354013,0.333333,0.363097,0.72638,0.495603,0.531944,0.379173,0.777846,0.553507,0.53194,0.379147,1e-06,0.27604,1e-06,0.276139,0.333333,0.364013,0.006077,0.122723,0.093164,0.205755,1.3e-05,0.172959,0.015537,0.323217,0
30,2023-02-06T14:23:08.000000000,2023-02-06T14:24:06.000000000,0.0,0.231255,0.0,0.22162,0.0,0.679008,0.929852,0.280501,0.954595,0.730044,0.0,0.384843,0.954595,0.730044,0.078572,0.285905,0.112873,0.210752,0.333333,0.2208,0.530238,0.325653,0.679406,0.203732,0.134324,0.558434,0.679406,0.203732,0.841867,0.970371,1.0,0.51104,0.666667,0.573299,0.997976,0.452181,0.92794,0.854525,1.0,0.474889,0.92794,0.854525,0.138752,0.307217,0.191316,0.331802,0.333333,0.473807,0.885075,0.728506,0.927979,0.268902,0.37022,0.363514,0.927979,0.268902,0.047073,0.381993,0.044895,0.812157,0.333333,0.310138,0.216435,0.197735,0.131416,0.280099,0.138388,0.75106,0.130686,0.271281,0.66224,0.213955,0.562307,0.42031,0.333333,0.267957,0.746805,0.513899,0.614564,0.349781,0.654099,0.34782,0.614562,0.349445,0.004907,0.07573,0.006942,0.0,0.333333,0.402235,0.198107,0.221423,0.11046,0.342243,0.113235,0.173005,0.109503,0.32052,0.779622,0.368883,0.712294,0.32423,0.333333,0.435118,0.758362,0.455001,0.61935,0.339701,0.645195,0.483357,0.619347,0.339408,1e-06,0.364067,1e-06,0.364257,0.333333,0.615335,0.010186,0.185719,0.105325,0.140542,1.8e-05,0.220008,0.028739,0.386477,1
31,2023-02-06T14:23:38.000000000,2023-02-06T14:24:36.000000000,0.0,0.26702,0.0,0.309345,0.0,0.706551,0.929852,0.194362,0.954595,0.641483,0.0,0.528979,0.954595,0.641483,0.099564,0.501742,0.162656,0.467301,0.333333,0.277623,0.666474,0.326553,0.771662,0.195641,0.296799,0.611313,0.771662,0.195641,0.257398,0.856922,0.338158,0.036073,0.666667,0.607427,0.88411,0.254287,0.971177,1.0,0.330118,0.166777,0.971177,1.0,0.255862,0.200694,0.201887,0.218042,0.333333,0.811476,0.869119,0.538881,0.930913,0.291475,0.223556,0.307574,0.930913,0.291475,0.077523,0.496803,0.075104,0.833577,0.333333,0.294512,0.334791,0.402889,0.302742,0.337641,0.096647,0.808879,0.302157,0.330275,0.087698,0.264426,0.12063,0.439649,0.333333,0.264854,0.283927,0.320528,0.207133,0.408698,0.134847,0.069142,0.207128,0.408264,0.072196,0.475513,0.06987,0.462939,0.333333,0.42263,0.312844,0.15536,0.261122,0.296172,0.125164,0.376386,0.260328,0.271493,0.04913,0.403406,0.064294,0.326233,0.333333,0.431654,0.257968,0.281359,0.194762,0.378009,0.092063,0.452764,0.194757,0.37817,1.5e-05,0.171272,1.2e-05,0.169903,0.333333,0.668702,0.008395,0.066037,0.094118,0.232867,4.6e-05,0.074483,0.016573,0.317368,0
32,2023-02-06T14:24:08.000000000,2023-02-06T14:25:06.000000000,0.0,0.189337,0.0,0.234574,0.0,0.852226,0.929852,0.296059,0.954595,0.673435,0.0,0.395449,0.954595,0.673435,0.157692,0.466606,0.244712,0.679992,0.333333,0.266719,0.676069,0.374509,0.776136,0.279483,0.317314,0.556158,0.776136,0.279483,0.000899,0.76956,0.000796,0.393625,1.0,0.595865,0.724191,0.187448,0.901143,0.678458,0.003017,0.425383,0.901143,0.678458,0.000309,0.400489,0.00032,0.457578,1.0,0.848872,0.783905,0.474645,0.88585,0.209998,0.002853,0.375989,0.88585,0.209998,0.107555,0.854239,0.10569,0.923135,0.333333,0.254164,0.263248,0.542618,0.190995,0.409327,0.153796,0.895219,0.190316,0.403169,0.025631,0.32084,0.026045,0.475029,0.333333,0.249152,0.12497,0.411488,0.089613,0.452321,0.027096,0.233761,0.089607,0.451953,0.053758,0.565096,0.060203,0.672314,0.333333,0.468552,0.242748,0.333103,0.157412,0.362726,0.14307,0.700911,0.156506,0.342241,0.023644,0.481527,0.023674,0.485785,0.333333,0.377816,0.131975,0.401232,0.096737,0.434303,0.025634,0.333609,0.096731,0.434205,0.0,0.279164,0.0,0.278869,1.0,0.522618,0.000323,0.113848,0.079126,0.211446,0.0,0.159595,0.000303,0.322201,0
33,2023-02-06T14:24:38.000000000,2023-02-06T14:25:36.000000000,0.0,0.244682,0.0,0.26728,1.0,1.0,0.930114,0.425979,0.954787,0.753202,1.2e-05,0.487488,0.954787,0.753202,0.325075,0.460318,0.37859,0.420117,0.333333,0.189311,0.620888,0.450838,0.656977,0.30843,0.535429,0.627468,0.656977,0.30843,0.020699,0.817213,0.029781,0.676444,0.333333,0.513293,0.83264,0.364178,0.927399,0.386828,0.307031,0.763819,0.927399,0.386828,0.144884,0.48257,0.182998,0.526856,0.666667,0.610613,0.793322,0.628702,0.857839,0.16044,0.308561,0.458056,0.857839,0.16044,0.637944,0.991805,0.468407,0.929893,0.333333,0.290198,0.622174,0.532549,0.44373,0.383952,0.886244,0.918847,0.443263,0.378872,0.135633,0.32289,0.141016,0.597077,0.333333,0.267732,0.310647,0.580197,0.184455,0.448319,0.221185,0.261398,0.184449,0.44766,0.331629,0.480571,0.334296,0.483685,0.333333,0.632561,0.499837,0.512956,0.265979,0.447804,0.745772,0.782636,0.26519,0.428354,0.060465,0.560353,0.073447,0.608877,0.333333,0.410136,0.305006,0.566386,0.17615,0.512174,0.188003,0.353058,0.176144,0.511271,1e-06,0.282442,0.0,0.281769,0.333333,0.318736,0.00321,0.144643,0.084901,0.171322,6e-06,0.15179,0.006568,0.381038,0
34,2023-02-06T14:25:08.000000000,2023-02-06T14:26:06.000000000,0.000568,0.284717,0.000641,0.362418,1.0,0.935947,0.972472,0.381968,0.981331,0.7437,0.039739,0.551377,0.981331,0.7437,0.30813,0.528848,0.385188,0.346063,0.333333,0.200691,0.791561,0.417173,0.83806,0.251785,0.551314,0.628808,0.83806,0.251785,0.432986,0.883487,0.579737,0.716705,0.666667,0.490849,0.878619,0.493497,0.852389,0.452337,0.791571,0.786514,0.852389,0.452337,0.480977,0.559345,0.483713,0.524014,0.666667,0.469905,0.775318,0.803421,0.835149,0.20534,0.370973,0.579942,0.835149,0.20534,0.722932,0.678069,0.609045,0.869592,0.333333,0.297654,0.623146,0.550047,0.45002,0.441936,0.865741,0.909129,0.449558,0.435764,0.279025,0.340675,0.326471,0.712479,0.333333,0.280763,0.719201,0.649564,0.631957,0.610988,0.437412,0.35171,0.631955,0.610457,0.715766,0.635922,0.794722,0.56411,0.333333,0.650931,0.499913,0.502669,0.267604,0.424993,0.742496,0.670624,0.266816,0.404264,0.28482,0.505879,0.343306,0.533172,0.333333,0.400316,0.735588,0.62207,0.65005,0.64318,0.440773,0.439251,0.650047,0.642674,1e-06,0.12142,1e-06,0.119646,0.333333,0.403215,0.008089,0.033169,0.09942,0.251911,1.4e-05,0.038493,0.022328,0.297287,0
35,2023-02-06T14:25:38.000000000,2023-02-06T14:26:36.000000000,0.127212,0.22006,0.216016,0.284933,0.666667,0.84259,0.989759,0.223117,0.992392,0.692292,0.054613,0.398995,0.992392,0.692292,0.064468,0.416997,0.08965,0.523378,0.333333,0.251481,0.629245,0.302115,0.682682,0.228408,0.478981,0.461146,0.682682,0.228408,0.866203,0.868737,0.797081,0.507529,0.666667,0.633096,0.856595,0.46183,0.863164,0.705009,0.660408,0.457566,0.863164,0.705009,0.250763,0.628576,0.226696,0.542278,0.333333,0.531974,0.911933,0.847041,0.919305,0.267998,0.653414,0.651752,0.919305,0.267998,0.014711,0.495757,0.018717,0.813753,0.333333,0.264857,0.409343,0.664651,0.22312,0.579629,0.548941,0.920366,0.222468,0.570205,0.485829,0.321445,0.418426,0.649153,0.333333,0.229153,0.73459,0.645383,0.612291,0.734121,0.600245,0.492276,0.612289,0.733983,0.001262,0.624582,0.001238,0.663933,1.0,0.49098,0.304904,0.492609,0.107879,0.47879,0.338692,0.655895,0.10692,0.464344,0.814746,0.375963,0.750447,0.403117,0.333333,0.442497,0.737738,0.611869,0.593069,0.689536,0.641,0.431418,0.593066,0.689659,1e-06,0.300154,1e-06,0.299433,0.333333,0.443575,0.013871,0.135913,0.116863,0.229344,1.4e-05,0.163716,0.041265,0.347704,0
36,2023-02-06T14:26:08.000000000,2023-02-06T14:27:06.000000000,0.002752,0.22345,0.004761,0.311474,1.0,0.771536,0.948127,0.153715,0.966039,0.68754,0.016962,0.496394,0.966039,0.68754,0.32041,0.344759,0.412411,0.401268,0.333333,0.236505,0.47911,0.382814,0.589551,0.290664,0.258735,0.545547,0.589551,0.290664,0.281252,0.769649,0.303609,0.307667,0.666667,0.751465,0.883664,0.254788,0.977207,0.734577,0.302315,0.157513,0.977207,0.734577,0.620493,0.472284,0.410085,0.414925,0.333333,0.665913,0.901134,0.748661,0.913673,0.263356,0.620484,0.524895,0.913673,0.263356,0.634784,0.694886,0.466669,0.838905,0.333333,0.286507,0.813613,0.675178,0.700672,0.612662,0.796802,0.931436,0.700421,0.603387,0.595382,0.247659,0.632699,0.452033,0.333333,0.12967,0.571649,0.562987,0.488712,0.587617,0.322785,0.436813,0.488709,0.587473,0.350399,0.459885,0.391084,0.475527,0.333333,0.311038,0.766,0.553938,0.600876,0.517669,0.940355,0.741544,0.600447,0.503916,0.386631,0.324371,0.423256,0.323648,0.333333,0.624721,0.5649,0.530611,0.465758,0.539537,0.346987,0.443375,0.465754,0.539607,2.5e-05,0.210249,1.8e-05,0.209291,0.333333,0.357324,0.013816,0.09846,0.110042,0.196358,7.7e-05,0.110889,0.033861,0.33527,1
37,2023-02-06T14:26:38.000000000,2023-02-06T14:27:36.000000000,3e-06,0.214337,6e-06,0.300732,1.0,0.84444,0.930114,0.229746,0.954787,0.710523,1.2e-05,0.432636,0.954787,0.710523,0.130095,0.466447,0.134547,0.481857,0.333333,0.279352,0.846266,0.590364,0.961095,0.314615,0.25844,0.734345,0.961095,0.314615,0.022129,0.865173,0.027896,0.175595,1.0,0.733052,0.799855,0.174295,0.937792,0.57897,0.135821,0.21617,0.937792,0.57897,0.008534,0.310132,0.013413,0.352803,1.0,0.701082,0.871026,0.634782,0.930257,0.189877,0.243767,0.425226,0.930257,0.189877,0.089642,0.71715,0.084077,0.8912,0.333333,0.300102,0.835878,0.564064,0.733478,0.49094,0.748698,0.899102,0.733254,0.487142,0.000334,0.222959,0.000742,0.445174,0.0,0.205209,0.599054,0.457697,0.565848,0.340607,0.154882,0.329695,0.565845,0.339977,0.332868,0.48741,0.325549,0.413914,0.333333,0.418601,0.788792,0.481743,0.632361,0.406895,0.926273,0.711944,0.631966,0.386509,0.000889,0.399594,0.00167,0.373868,1.0,0.692094,0.612231,0.413346,0.583407,0.370373,0.176885,0.558099,0.583404,0.369698,1.2e-05,0.250554,1e-05,0.249715,0.333333,0.361939,0.007384,0.094172,0.087917,0.235469,4.9e-05,0.135808,0.009841,0.299419,0
38,2023-02-06T14:27:08.000000000,2023-02-06T14:28:06.000000000,0.0,0.214555,0.0,0.249791,0.0,0.907919,0.92991,0.339225,0.954637,0.730588,2e-06,0.397194,0.954637,0.730588,0.257792,0.5288,0.318934,0.595677,0.333333,0.367882,0.770691,0.564845,0.80351,0.238102,0.600516,0.597744,0.80351,0.238102,0.000201,0.903904,0.000192,0.342821,1.0,0.61074,0.72564,0.395444,0.902265,0.480421,0.003745,0.452335,0.902265,0.480421,0.236812,0.495679,0.295082,0.501979,0.333333,0.558798,0.877234,0.671413,0.925461,0.11313,0.333594,0.513491,0.925461,0.11313,0.629521,0.702545,0.48262,0.91816,0.333333,0.268825,0.494085,0.404942,0.317172,0.373542,0.668964,0.840731,0.316599,0.369891,0.264341,0.319678,0.27468,0.558741,0.333333,0.29919,0.39247,0.473791,0.251357,0.500394,0.322458,0.32542,0.251352,0.499853,0.151457,0.507314,0.1854,0.485692,0.333333,0.461175,0.372262,0.223085,0.156796,0.23929,0.474722,0.516209,0.155889,0.213323,0.295989,0.478346,0.299928,0.490123,0.333333,0.494915,0.389988,0.433371,0.233994,0.508496,0.296509,0.469107,0.233989,0.508022,1e-06,0.325032,1e-06,0.324881,0.333333,0.403608,0.001135,0.162951,0.080763,0.204269,1e-06,0.193939,0.002075,0.366875,0
39,2023-02-06T14:27:38.000000000,2023-02-06T14:28:36.000000000,5.5e-05,0.309944,6.2e-05,0.434344,1.0,0.883966,0.931154,0.394205,0.955487,0.757289,0.000568,0.573497,0.955487,0.757289,0.293288,0.525811,0.346122,0.50401,0.333333,0.332718,0.654142,0.349862,0.711962,0.17031,0.470741,0.367086,0.711962,0.17031,0.275347,0.867048,0.322392,0.508538,0.666667,0.52706,0.800364,0.623194,0.869421,0.537738,0.414261,0.759227,0.869421,0.537738,0.563782,0.615351,0.568482,0.553397,0.666667,0.41261,0.740585,0.789338,0.805821,0.134015,0.369695,0.453425,0.805821,0.134015,0.3232,0.745279,0.296172,0.895755,0.333333,0.263071,0.430139,0.395848,0.301383,0.323959,0.439549,0.830732,0.300797,0.315515,0.246699,0.374226,0.309399,0.557726,0.333333,0.254815,0.436355,0.671458,0.308315,0.617849,0.340136,0.22359,0.308311,0.617661,0.282628,0.434528,0.296062,0.408155,0.333333,0.348746,0.34856,0.299919,0.18596,0.331322,0.362426,0.434085,0.185085,0.308241,0.266383,0.557276,0.310689,0.575781,0.333333,0.333345,0.418124,0.642195,0.290939,0.591526,0.282312,0.362323,0.290934,0.591385,1e-06,0.223261,0.0,0.222661,0.333333,0.405924,0.003954,0.099618,0.087014,0.204022,8e-06,0.12583,0.00886,0.325548,0
40,2023-02-06T14:28:08.000000000,2023-02-06T14:29:06.000000000,0.133295,0.32852,0.219719,0.450735,0.666667,0.882479,0.950484,0.306814,0.954692,0.7423,0.123798,0.489886,0.954692,0.7423,0.255536,0.516111,0.414496,0.674853,0.666667,0.221911,0.721082,0.212721,0.843496,0.251279,0.229497,0.476501,0.843496,0.251279,0.439146,0.862925,0.607565,0.609538,0.666667,0.538492,0.988162,0.563231,0.961885,0.63391,0.813933,0.902478,0.961885,0.63391,0.165579,0.494816,0.146327,0.425029,0.333333,0.356376,0.860448,0.794767,0.893712,0.228512,0.488746,0.346353,0.893712,0.228512,0.395467,0.754151,0.320069,0.87842,0.333333,0.272743,0.374282,0.451591,0.223179,0.301991,0.421082,0.841691,0.222527,0.294623,0.194376,0.342816,0.201294,0.588392,0.333333,0.230791,0.781507,0.791382,0.737884,0.60071,0.265126,0.247121,0.737883,0.600641,0.243069,0.488545,0.239957,0.437065,0.333333,0.392496,0.333414,0.469029,0.170283,0.381583,0.342618,0.454928,0.16939,0.358428,0.176193,0.509089,0.173146,0.514591,0.333333,0.431592,0.780753,0.765531,0.729538,0.578377,0.345099,0.394732,0.729536,0.578264,1e-06,0.319871,1e-06,0.319516,0.333333,0.421219,0.009036,0.147595,0.102444,0.231189,1.4e-05,0.182162,0.025612,0.353652,0
41,2023-02-06T14:28:38.000000000,2023-02-06T14:29:36.000000000,0.272447,0.250211,0.404141,0.315827,0.666667,0.909702,0.949134,0.160743,0.953736,0.674379,0.123347,0.478205,0.953736,0.674379,0.25646,0.524975,0.375387,0.854295,0.333333,0.222561,0.499478,0.388366,0.620683,0.336171,0.227071,0.606759,0.620683,0.336171,0.467755,0.872543,0.48284,0.710283,0.666667,0.608127,1.0,0.33778,0.994581,0.626976,0.725195,0.654748,0.994581,0.626976,0.39348,0.402473,0.313717,0.430628,0.333333,0.417104,0.843139,0.668965,0.904349,0.235907,0.26748,0.505688,0.904349,0.235907,0.385969,0.66889,0.29863,0.89853,0.333333,0.281167,0.451356,0.406934,0.314619,0.336534,0.488637,0.805846,0.314044,0.328977,0.760664,0.316475,0.819537,0.701404,0.333333,0.297027,0.742376,0.658053,0.651058,0.632598,0.471731,0.514979,0.651056,0.632357,0.157775,0.487219,0.156466,0.504453,0.333333,0.441927,0.419565,0.317994,0.262481,0.333869,0.44688,0.410415,0.261688,0.311173,0.781586,0.405453,0.808066,0.420866,0.333333,0.36568,0.756037,0.628163,0.65917,0.602543,0.49765,0.500207,0.659168,0.602479,1e-06,0.264799,1e-06,0.264549,0.333333,0.421062,0.012922,0.135512,0.112265,0.179266,3.1e-05,0.154661,0.036273,0.364039,0
42,2023-02-06T14:29:08.000000000,2023-02-06T14:30:06.000000000,0.000115,0.288738,0.000126,0.374465,1.0,0.905888,0.930071,0.194296,0.954739,0.650754,0.000137,0.543132,0.954739,0.650754,0.241879,0.463845,0.341661,0.621807,0.333333,0.31179,0.669989,0.531811,0.706253,0.310733,0.552993,0.514179,0.706253,0.310733,0.43616,0.937186,0.482281,0.68017,0.666667,0.612588,0.782173,0.3244,0.823919,0.603277,0.518903,0.563071,0.823919,0.603277,0.100518,0.524305,0.103215,0.594283,0.333333,0.424048,0.863885,0.599788,0.922759,0.134382,0.257701,0.654006,0.922759,0.134382,0.295991,0.515084,0.249208,0.861118,0.333333,0.27858,0.529089,0.309263,0.472987,0.307449,0.263332,0.779025,0.472545,0.296885,0.192881,0.383572,0.19505,0.743279,0.333333,0.215053,0.470277,0.520669,0.378032,0.68528,0.283043,0.76459,0.378028,0.684922,0.331813,0.350806,0.330575,0.360109,0.333333,0.257656,0.475762,0.163388,0.367536,0.323606,0.381433,0.320477,0.366856,0.301718,0.231433,0.557958,0.237138,0.564928,0.333333,0.307345,0.477905,0.480708,0.383535,0.62649,0.270349,0.707771,0.383531,0.626481,2.4e-05,0.214185,1.9e-05,0.213016,0.333333,0.398898,0.010088,0.079722,0.098038,0.182205,6.1e-05,0.101951,0.020828,0.31575,0
43,2023-02-06T14:29:38.000000000,2023-02-06T14:30:36.000000000,0.000476,0.373251,0.000509,0.406057,1.0,0.880136,0.877857,0.356141,0.909156,0.6897,0.054649,0.52663,0.909156,0.6897,0.397527,0.255462,0.67529,0.246564,0.333333,0.349804,0.811704,0.442653,0.901959,0.222546,0.368722,0.364435,0.901959,0.222546,0.347296,0.9953,0.519938,0.596134,0.666667,0.505689,0.857338,0.498964,0.88965,0.692865,0.558985,0.73716,0.88965,0.692865,0.427642,0.484174,0.491584,0.555373,0.333333,0.546801,0.790779,0.662528,0.820863,0.123791,0.596574,0.570358,0.820863,0.123791,0.314911,0.385718,0.342113,0.781993,0.333333,0.269925,0.298594,0.263552,0.205319,0.250736,0.219803,0.772967,0.204651,0.241576,0.455516,0.425925,0.529212,0.689365,0.333333,0.167163,0.640211,0.569189,0.491279,0.573297,0.605538,0.594518,0.491276,0.572929,0.186762,0.261725,0.181688,0.228778,0.333333,0.26488,0.241353,0.22027,0.138575,0.304172,0.163294,0.315735,0.137649,0.281665,0.267647,0.703443,0.331325,0.686603,0.333333,0.456085,0.619419,0.524325,0.454027,0.532224,0.564621,0.742605,0.454023,0.531986,1e-06,0.280049,0.0,0.279367,0.333333,0.345806,0.004614,0.122433,0.08935,0.227116,8e-06,0.150755,0.011397,0.349811,0
