segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_fm_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_fm_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_fm_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_fm_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_fm_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_fm_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_fm_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_fm_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_fm_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_fm_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_fm_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_fm_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
25,2023-02-06T14:20:40.000000000,2023-02-06T14:21:38.000000000,0.700281,0.270228,0.723589,0.635548,0.333333,0.443777,0.949602,0.303264,0.964221,0.449819,0.477579,0.283723,0.964221,0.449819,0.00014,0.395908,0.000127,0.528273,1.0,0.71786,0.641707,0.682971,0.800747,0.505018,0.003261,0.536103,0.800747,0.505018,0.043777,0.170541,0.057177,0.568844,0.666667,0.555648,0.757561,0.326641,0.904661,0.329034,0.036454,0.284185,0.904661,0.329034,0.159219,0.173057,0.175597,0.282826,0.333333,0.325494,0.272398,0.12012,0.172887,0.359665,0.189909,0.228736,0.171466,0.266345,0.004988,0.360976,0.003606,0.417412,0.333333,0.458571,0.073869,0.749369,0.072606,0.427795,0.007106,0.631639,0.064006,0.386923,0.024596,0.106817,0.022593,0.11194,0.333333,0.234362,0.176168,0.151424,0.144175,0.041431,0.039957,0.084531,0.142519,0.042275,0.967839,0.986342,0.983997,0.32271,0.333333,0.311191,0.550712,0.14993,0.309128,0.242221,0.836657,0.149403,0.306103,0.221056,0.015624,0.128333,0.009211,0.645921,0.333333,0.462185,0.188085,0.531951,0.270907,0.718316,0.030177,0.371858,0.235921,0.369083,0.033186,0.12694,0.022227,0.11629,0.333333,0.287696,0.21095,0.051325,0.226508,0.104865,0.043124,0.370887,0.221049,0.077201,0.044487,0.542803,0.05023,0.365337,0.333333,0.36235,0.12153,0.184228,0.059747,0.314105,0.029821,0.791541,0.0558,0.31229,0
26,2023-02-06T14:21:10.000000000,2023-02-06T14:22:08.000000000,0.004484,0.155418,0.007979,0.415081,0.333333,0.41231,0.697688,0.148273,0.797097,0.182699,0.052831,0.480043,0.797097,0.182699,0.12327,0.410207,0.172441,0.549377,0.666667,0.672006,0.804796,0.760406,0.842358,0.405637,0.581687,0.551848,0.842358,0.405637,0.04081,0.207955,0.051803,0.606855,0.666667,0.366906,0.673029,0.233753,0.829634,0.176921,0.036675,0.253145,0.829634,0.176921,7.2e-05,0.241882,0.000104,0.338068,0.333333,0.376886,0.02094,0.10377,0.013085,0.367382,0.00133,0.283598,0.01139,0.281709,0.414691,0.409484,0.379898,0.611901,0.333333,0.641688,0.73103,0.716117,0.58564,0.62919,0.67673,0.642173,0.581798,0.55541,0.000325,0.127776,0.000351,0.125464,0.333333,0.259717,0.080649,0.212914,0.063048,0.15307,0.008805,0.124346,0.061234,0.141462,0.000302,0.697589,0.000592,0.440739,0.333333,0.282239,0.045516,0.143473,0.026907,0.285856,0.006298,0.12756,0.022646,0.251011,0.003857,0.156648,0.002742,0.683218,1.0,0.507736,0.518928,0.518159,0.412967,0.737675,0.284797,0.350072,0.384798,0.447871,0.000426,0.158155,0.000343,0.135397,0.333333,0.235341,0.10017,0.135123,0.107265,0.20389,0.010022,0.406125,0.100965,0.153878,0.037027,0.55122,0.029294,0.373054,0.333333,0.322088,0.452992,0.181433,0.312001,0.350296,0.325437,0.808529,0.309113,0.331917,0
27,2023-02-06T14:21:40.000000000,2023-02-06T14:22:38.000000000,0.133294,0.335212,0.156177,0.418322,0.666667,0.272692,0.682121,0.259746,0.726911,0.432366,0.5426,0.627136,0.726911,0.432366,0.620282,0.43648,0.682243,0.388549,1.0,0.808671,0.828663,0.599743,0.83394,0.340257,0.751224,0.308425,0.83394,0.340257,0.023502,0.207314,0.036681,0.617058,0.333333,0.239221,0.639292,0.214305,0.794335,0.24943,0.065984,0.303731,0.794335,0.24943,0.001797,0.2446,0.002053,0.38973,0.333333,0.232366,0.074007,0.125813,0.049776,0.471947,0.013459,0.35053,0.048144,0.397448,0.45669,0.466189,0.666625,0.815823,1.0,0.770075,0.863092,0.560635,0.82957,0.730764,0.788435,0.429676,0.827989,0.664504,0.014912,0.093166,0.01731,0.122945,0.333333,0.213127,0.123163,0.195625,0.129511,0.134465,0.014221,0.115003,0.127827,0.1237,0.007331,0.308304,0.009152,0.320109,0.333333,0.272364,0.081121,0.386426,0.073642,0.414085,0.007158,0.397858,0.069586,0.364291,0.235694,0.102888,0.254595,0.606248,0.333333,0.213123,0.525169,0.361864,0.401193,0.771491,0.294273,0.288066,0.377404,0.521699,0.019193,0.131756,0.015097,0.114696,0.333333,0.198008,0.147634,0.194385,0.205536,0.336586,0.015806,0.391429,0.19993,0.24216,0.427742,0.573323,0.409637,0.4085,0.333333,0.131413,0.582603,0.156693,0.536548,0.258072,0.335519,0.79517,0.534603,0.238401,1
28,2023-02-06T14:22:10.000000000,2023-02-06T14:23:08.000000000,0.744205,0.504197,0.751673,0.898899,0.333333,0.097013,0.691031,0.480763,0.730157,0.9116,0.580476,0.647556,0.730157,0.9116,0.198491,0.275998,0.216102,0.15042,0.666667,0.954314,0.671512,0.388965,0.79419,0.471584,0.17281,0.050657,0.79419,0.471584,0.064203,0.203075,0.091525,0.59969,0.666667,0.487104,0.644364,0.176759,0.798538,0.406669,0.06777,0.251264,0.798538,0.406669,0.138262,0.145827,0.148275,0.287514,0.333333,0.07446,0.332471,0.165118,0.268116,0.486925,0.167684,0.394661,0.266859,0.406336,0.455508,0.250556,0.528167,0.615716,0.666667,0.682173,0.465745,0.315546,0.350561,0.422035,0.290006,0.013222,0.344538,0.447227,0.034619,0.106824,0.038062,0.110013,0.333333,0.111192,0.238107,0.252447,0.286238,0.185621,0.036468,0.132243,0.284857,0.173155,0.799802,0.789356,0.807184,0.266238,0.333333,0.073508,0.6932,0.595763,0.529417,0.48156,0.812786,0.535708,0.527356,0.430826,0.015002,0.123228,0.010475,0.630565,0.333333,0.049637,0.253597,0.277026,0.401073,0.738604,0.047376,0.245604,0.372333,0.522832,0.046569,0.1329,0.036926,0.115946,0.333333,0.167933,0.291059,0.253312,0.463238,0.363474,0.042782,0.408088,0.45945,0.256097,0.385942,0.496379,0.377305,0.309968,0.333333,0.018946,0.448831,0.092667,0.31382,0.223687,0.314947,0.777972,0.310939,0.206898,1
29,2023-02-06T14:22:40.000000000,2023-02-06T14:23:38.000000000,0.017036,0.458995,0.017922,0.881181,0.0,0.241063,0.981444,0.530931,0.969646,0.88626,0.707082,0.422823,0.969646,0.88626,0.00044,0.23533,0.000379,0.347245,1.0,0.835807,0.644724,0.461995,0.803737,0.556144,0.001804,0.299979,0.803737,0.556144,0.005227,0.112772,0.007547,0.584533,0.0,0.744839,0.674502,0.205136,0.831137,0.432578,0.035565,0.284725,0.831137,0.432578,0.000156,0.167112,0.000244,0.25393,0.0,0.266782,0.420495,0.114734,0.395428,0.367545,0.093293,0.309955,0.394389,0.285671,0.000539,0.500978,0.000728,0.178711,1.0,0.504742,0.116584,0.418564,0.159419,0.252766,0.00742,0.403957,0.151624,0.293865,0.001708,0.074771,0.002082,0.057634,0.0,0.35429,0.27764,0.19727,0.35313,0.166759,0.038391,0.093346,0.351878,0.148786,0.024786,0.806037,0.036646,0.405801,0.0,0.294963,0.862283,0.487478,0.755345,0.524459,0.709418,0.425356,0.754274,0.481307,0.001177,0.086262,0.000911,0.583492,0.0,0.416319,0.304436,0.214035,0.641813,0.601994,0.030229,0.300662,0.624625,0.300679,0.002481,0.095879,0.002159,0.082294,0.0,0.18816,0.342616,0.273005,0.585874,0.315048,0.043519,0.371182,0.582951,0.249768,0.026746,0.4053,0.028847,0.19589,0.0,0.163059,0.294929,0.113542,0.160437,0.340322,0.16358,0.766557,0.156912,0.288364,1
30,2023-02-06T14:23:10.000000000,2023-02-06T14:24:08.000000000,0.905733,0.192246,0.861814,0.460088,0.333333,0.341639,0.998263,0.269375,0.996028,0.504133,0.580204,0.186012,0.996028,0.504133,0.000489,0.429322,0.000408,0.552308,1.0,0.679316,0.624291,0.755066,0.769069,0.452101,0.082408,0.372226,0.769069,0.452101,3e-06,0.12765,3e-06,0.532798,1.0,0.86439,0.70739,0.364189,0.866388,0.381298,2e-05,0.259376,0.866388,0.381298,0.172153,0.175785,0.185815,0.267373,0.333333,0.229324,0.266982,0.079422,0.16604,0.392891,0.187258,0.155531,0.164608,0.312206,0.004896,0.881227,0.003512,0.49446,0.333333,0.392664,0.095134,0.771789,0.073447,0.453759,0.013535,0.71808,0.064855,0.47497,0.025441,0.117571,0.023942,0.134547,0.333333,0.447847,0.170515,0.093536,0.135789,0.002247,0.038298,0.046247,0.134117,0.0,0.988979,0.458017,0.997381,0.425703,0.333333,0.373869,0.51715,0.146433,0.275094,0.4786,0.772189,0.21584,0.27192,0.437108,0.015617,0.137423,0.009187,0.644947,0.333333,0.504421,0.187402,0.253683,0.270244,0.56336,0.029944,0.259901,0.235226,0.183984,0.033141,0.139168,0.022139,0.125005,0.333333,0.232011,0.210826,0.103382,0.229012,0.31981,0.042681,0.348506,0.223571,0.268687,0.05979,0.576422,0.065707,0.423429,0.333333,0.254994,0.140967,0.290754,0.074049,0.475601,0.038843,0.773392,0.070161,0.412236,0
31,2023-02-06T14:23:40.000000000,2023-02-06T14:24:38.000000000,0.029635,0.177815,0.039815,0.297565,0.333333,0.261169,0.698436,0.093129,0.797261,0.142276,0.056858,0.498485,0.797261,0.142276,0.580364,0.357256,0.596562,0.477417,0.666667,0.620304,0.815581,0.911723,0.831721,0.387213,0.693757,0.357566,0.831721,0.387213,5.9e-05,0.270326,5.7e-05,0.638133,1.0,0.648953,0.698217,0.458693,0.856778,0.345981,0.00887,0.224437,0.856778,0.345981,0.000586,0.296537,0.00069,0.384168,0.333333,0.365808,0.024745,0.247758,0.017382,0.446855,0.001577,0.316524,0.015695,0.363502,0.633334,0.682023,0.650573,0.491109,0.666667,0.385646,0.7189,0.832821,0.571841,0.561973,0.658087,0.693112,0.567871,0.532749,0.000736,0.145647,0.000881,0.16136,0.333333,0.452439,0.082151,0.301064,0.065444,0.271624,0.009004,0.149809,0.063636,0.251941,0.001087,0.522978,0.001455,0.45624,0.333333,0.247911,0.052522,0.239095,0.035371,0.495268,0.00723,0.239622,0.031147,0.481561,0.00036,0.22316,0.000255,0.759752,1.0,0.423662,0.096559,0.453987,0.010616,0.806294,0.010614,0.222518,0.091469,0.562318,0.000948,0.186277,0.000868,0.160408,0.333333,0.337619,0.100901,0.167814,0.107789,0.347315,0.010182,0.449992,0.101492,0.277095,0.109052,0.661518,0.075077,0.572467,0.333333,0.438794,0.470539,0.293003,0.321693,0.516725,0.353322,0.793246,0.318845,0.492857,1
32,2023-02-06T14:24:10.000000000,2023-02-06T14:25:08.000000000,0.14928,0.319211,0.168455,0.696357,0.333333,0.412073,0.605082,0.224567,0.665339,0.234631,0.494772,0.615958,0.665339,0.234631,0.491994,0.145421,0.518363,0.274494,0.666667,0.772547,0.884394,0.701848,0.899166,0.498013,0.701731,0.399971,0.899166,0.498013,0.085618,0.224261,0.104709,0.629438,0.666667,0.501645,0.692584,0.362451,0.832818,0.33962,0.11773,0.344175,0.832818,0.33962,0.007315,0.327717,0.00974,0.433842,0.333333,0.619769,0.217301,0.287577,0.137577,0.458963,0.121692,0.310983,0.136096,0.389469,0.653583,0.291424,0.588752,0.240797,0.666667,0.518416,0.843209,0.603884,0.84913,0.578377,0.706626,0.470693,0.847731,0.494969,0.013901,0.087193,0.018622,0.102332,0.666667,0.591722,0.171772,0.313893,0.194399,0.385922,0.023168,0.10855,0.19284,0.35228,0.006419,0.898617,0.008036,0.427612,0.333333,0.444754,0.41467,0.518424,0.238249,0.602235,0.466397,0.399781,0.234913,0.595555,0.312223,0.128188,0.278311,0.6375,0.666667,0.358032,0.540171,0.601582,0.521884,1.0,0.290905,0.338844,0.498941,0.812566,0.020036,0.117172,0.018589,0.106599,0.666667,0.519111,0.199065,0.303178,0.286062,0.357945,0.026611,0.401114,0.281023,0.290476,0.451939,0.594012,0.502946,0.506964,0.333333,0.646555,0.64378,0.150733,0.613013,0.403194,0.370151,0.782647,0.611388,0.397895,1
33,2023-02-06T14:24:40.000000000,2023-02-06T14:25:38.000000000,0.584773,0.292042,0.754805,0.84549,0.333333,0.584495,0.637883,0.484879,0.69628,0.671023,0.477295,0.461529,0.69628,0.671023,0.037019,0.236481,0.049986,0.347283,1.0,0.839549,0.706225,0.431865,0.837905,0.575047,0.112474,0.262626,0.837905,0.575047,0.097398,0.184222,0.114287,0.562335,0.666667,0.695162,0.700577,0.233444,0.841319,0.362931,0.110237,0.228059,0.841319,0.362931,0.163368,0.226303,0.160337,0.356745,0.333333,0.594055,0.393022,0.216486,0.354654,0.524033,0.12725,0.256592,0.353546,0.459243,0.143398,0.152267,0.130011,0.177367,0.333333,0.597051,0.453459,0.248896,0.400183,0.45583,0.243744,0.238925,0.394621,0.370593,0.020482,0.149446,0.026678,0.151107,0.333333,0.670233,0.280495,0.232042,0.379859,0.236897,0.025091,0.098489,0.378658,0.219009,0.683709,0.923629,0.720272,0.381613,0.333333,0.792635,0.827721,0.640334,0.71382,0.608517,0.718894,0.503422,0.712567,0.5748,0.087179,0.102467,0.073608,0.618254,0.333333,0.425318,0.590346,0.533689,0.972715,0.948458,0.21829,0.235084,0.971405,0.815252,0.029766,0.164351,0.024603,0.149295,0.333333,0.630371,0.338623,0.194299,0.597449,0.387289,0.035329,0.398066,0.594608,0.305435,0.304236,0.539062,0.362521,0.376498,0.333333,0.584806,0.439331,0.029953,0.298483,0.160225,0.310171,0.748656,0.295538,0.154815,1
34,2023-02-06T14:25:10.000000000,2023-02-06T14:26:08.000000000,0.000412,0.231266,0.000447,0.68382,1.0,0.495807,0.991388,0.563071,0.990618,0.968579,0.575205,0.294566,0.990618,0.968579,0.000871,0.146492,0.001017,0.3787,1.0,0.70803,0.684117,0.49232,0.833906,0.415057,0.028506,0.145441,0.833906,0.415057,8.7e-05,0.203404,8.7e-05,0.612921,1.0,0.986169,0.706281,0.312163,0.865376,0.426098,0.000224,0.226144,0.865376,0.426098,8e-06,0.250617,1.2e-05,0.349978,1.0,0.371061,0.438434,0.185017,0.427069,0.444951,0.049117,0.371743,0.426085,0.365415,3.4e-05,0.202657,3.4e-05,0.234709,1.0,0.483076,0.124806,0.433543,0.184273,0.332479,0.00484,0.148655,0.176708,0.354051,5.9e-05,0.138241,6.6e-05,0.158685,1.0,0.454158,0.303978,0.3132,0.415067,0.195351,0.027022,0.158012,0.413935,0.18923,0.002644,0.7819,0.002956,0.445529,1.0,0.804249,0.923126,0.419158,0.849542,0.4997,0.542003,0.422759,0.848883,0.437953,9.3e-05,0.137709,8.6e-05,0.668276,1.0,0.575458,0.325132,0.402257,0.719138,0.73526,0.023895,0.165239,0.70566,0.48664,7.2e-05,0.178947,6.4e-05,0.153836,1.0,0.565324,0.375504,0.095448,0.69136,0.364046,0.030062,0.447638,0.689182,0.256989,0.000255,0.585303,0.000254,0.440811,1.0,0.381308,0.143333,0.097835,0.072047,0.088763,0.040854,0.773513,0.068152,0.089638,1
35,2023-02-06T14:25:40.000000000,2023-02-06T14:26:38.000000000,0.921448,0.319886,0.747507,0.298308,0.333333,0.223317,0.999381,0.345449,0.997346,0.80122,0.576298,0.214171,0.997346,0.80122,0.029961,0.230639,0.037185,0.393912,0.666667,0.445387,0.686431,0.718447,0.835961,0.219121,0.028649,0.356856,0.835961,0.219121,0.0,0.187741,0.0,0.583162,1.0,0.89414,0.707603,0.435625,0.866577,0.509849,9e-06,0.332561,0.866577,0.509849,0.147649,0.219943,0.173516,0.317179,0.333333,0.289781,0.290439,0.11143,0.194324,0.256158,0.199906,0.274899,0.192941,0.164631,0.004546,0.335891,0.00316,0.41822,0.333333,0.270778,0.076259,0.680595,0.077111,0.47804,0.007286,0.431808,0.068552,0.532667,0.021836,0.087215,0.021517,0.105285,0.333333,0.222124,0.191083,0.209031,0.167105,0.152124,0.04411,0.09319,0.165493,0.142935,0.848172,0.412628,0.895698,0.394706,0.333333,0.42703,0.579934,0.147007,0.342216,0.300807,0.883301,0.199831,0.339335,0.247695,0.015337,0.146741,0.009095,0.664353,0.333333,0.689312,0.202272,0.484947,0.295788,0.696612,0.034048,0.529825,0.261996,0.469163,0.028452,0.113902,0.019899,0.10237,0.333333,0.33882,0.23624,0.11577,0.281023,0.213938,0.049126,0.375009,0.275949,0.134831,0.066409,0.559771,0.069539,0.425438,0.333333,0.299766,0.146703,0.165824,0.074959,0.244177,0.042484,0.800412,0.071075,0.22837,1
36,2023-02-06T14:26:10.000000000,2023-02-06T14:27:08.000000000,0.000541,0.237137,0.000786,0.212579,0.0,0.536704,0.741848,0.136225,0.837908,0.199027,0.011152,0.159544,0.837908,0.199027,0.024191,0.65535,0.031467,0.625293,0.333333,0.43048,0.724977,0.774673,0.788261,0.299023,0.456762,0.398971,0.788261,0.299023,0.000132,0.214436,0.000123,0.617108,1.0,0.55191,0.667849,0.406469,0.825179,0.565707,0.035872,0.235327,0.825179,0.565707,1.4e-05,0.135763,3.8e-05,0.256057,0.333333,0.307265,0.014739,0.0559,0.007592,0.338589,0.000789,0.218914,0.005888,0.244163,0.058985,0.762837,0.058799,0.80927,0.333333,0.353575,0.65241,0.811492,0.464836,0.575034,0.58162,0.601061,0.459873,0.582261,7.1e-05,0.1248,9e-05,0.10607,0.333333,0.24232,0.055587,0.143939,0.037491,0.031365,0.004612,0.095997,0.035628,0.032313,0.000315,0.010846,0.000415,0.0,1.0,0.276384,0.033888,0.086221,0.017875,0.400478,0.003906,0.060698,0.013574,0.378786,0.027127,0.26451,0.036345,0.806587,1.0,0.576955,0.631099,0.602554,0.478411,0.811371,0.423916,0.645286,0.4595,0.618274,0.000101,0.141974,8.3e-05,0.1267,0.333333,0.19156,0.065212,0.04891,0.060849,0.268691,0.004717,0.385501,0.054221,0.22165,0.001709,0.518828,0.002214,0.323893,0.333333,0.256478,0.325073,0.238927,0.196619,0.361375,0.186794,0.799606,0.193247,0.323108,0
37,2023-02-06T14:26:40.000000000,2023-02-06T14:27:38.000000000,0.001056,0.20063,0.000994,0.3523,1.0,0.667841,0.694686,0.087248,0.795207,0.0,0.047679,0.393545,0.795207,0.0,0.70026,0.614529,0.701602,0.598202,0.666667,0.684561,0.745604,0.666727,0.7715,0.660946,0.640838,0.325178,0.7715,0.660946,0.10275,0.163505,0.125726,0.631036,0.666667,0.393442,0.723387,0.336516,0.866733,0.565438,0.081365,0.29729,0.866733,0.565438,0.001116,0.173511,0.0014,0.306286,0.333333,0.261242,0.034767,0.16335,0.03018,0.378314,0.001722,0.328068,0.028515,0.281838,0.91343,0.909562,0.906942,0.791212,0.666667,0.427915,0.797168,0.682252,0.729409,0.518001,0.71361,0.538149,0.726899,0.479494,0.009946,0.073946,0.011938,0.089491,0.333333,0.237462,0.101937,0.304408,0.09554,0.175234,0.011733,0.107731,0.09379,0.167023,0.004219,0.530605,0.004744,0.403416,0.333333,0.225098,0.075418,0.294139,0.065511,0.568961,0.00783,0.299153,0.061419,0.553313,0.485622,0.252601,0.447422,0.791176,0.666667,0.412339,0.771579,0.650983,0.728826,0.906818,0.592646,0.460406,0.715813,0.697675,0.010418,0.107773,0.010874,0.094331,0.333333,0.289229,0.118741,0.153365,0.144738,0.398883,0.012436,0.391788,0.138702,0.330865,0.43406,0.567247,0.438541,0.407602,0.333333,0.254934,0.489125,0.265723,0.36646,0.434228,0.346104,0.797714,0.3638,0.386909,1
38,2023-02-06T14:27:10.000000000,2023-02-06T14:28:08.000000000,0.352107,0.278923,0.357169,0.499488,0.333333,0.427489,0.601409,0.280596,0.664115,0.506195,0.479383,0.555812,0.664115,0.506195,0.423369,0.218832,0.438039,0.278054,0.666667,0.652378,0.809869,0.605884,0.881804,0.886546,0.396409,0.249101,0.881804,0.886546,0.010755,0.12694,0.014837,0.560425,0.333333,0.504621,0.729558,0.424971,0.872564,0.521151,0.079488,0.264061,0.872564,0.521151,0.043813,0.17477,0.049594,0.302716,0.333333,0.354616,0.252977,0.198828,0.176738,0.442017,0.141216,0.282712,0.175324,0.357995,0.501525,0.421474,0.508585,0.385479,0.333333,0.092111,0.537904,0.474564,0.434546,0.334266,0.367142,0.344843,0.429302,0.297605,0.015378,0.092757,0.017371,0.063904,0.333333,0.223122,0.189323,0.229987,0.203758,0.20813,0.031691,0.071305,0.202217,0.191133,0.009431,0.794301,0.017444,0.675294,0.0,0.09972,0.490259,0.559234,0.315093,0.580999,0.571647,0.492691,0.312094,0.56384,0.269197,0.101868,0.28352,0.610678,0.666667,0.278492,0.55131,0.527444,0.563899,0.894834,0.29593,0.261338,0.542973,0.681771,0.021393,0.103686,0.016462,0.092991,0.333333,0.239984,0.219465,0.277284,0.304523,0.354588,0.034404,0.354375,0.299615,0.292541,0.201433,0.539676,0.186798,0.396265,0.333333,0.312449,0.586729,0.173256,0.478022,0.373817,0.440598,0.779528,0.475831,0.337309,1
39,2023-02-06T14:27:40.000000000,2023-02-06T14:28:38.000000000,0.470462,0.249778,0.525027,0.618701,0.333333,0.194783,0.644044,0.447288,0.701566,0.979076,0.477996,0.512544,0.701566,0.979076,0.028054,0.087039,0.033949,0.094353,0.0,0.131916,0.786925,0.610174,0.895243,0.687625,0.203608,0.177659,0.895243,0.687625,0.043705,0.162405,0.056456,0.622582,0.666667,0.524403,0.673245,0.502941,0.829853,0.451492,0.036519,0.200708,0.829853,0.451492,0.11012,0.246737,0.11917,0.355091,0.333333,0.352504,0.413281,0.179368,0.386825,0.573845,0.096138,0.305216,0.385772,0.495601,0.021962,0.126777,0.021971,0.09798,0.0,0.124575,0.301927,0.335916,0.279196,0.274157,0.105228,0.232014,0.272511,0.270156,0.023101,0.102581,0.023462,0.083258,0.333333,0.415841,0.290617,0.186155,0.393725,0.12384,0.026784,0.094232,0.392551,0.112813,0.799775,0.814591,0.808534,0.626191,0.333333,0.339888,0.866405,0.601402,0.774265,0.500404,0.623026,0.548292,0.773276,0.473317,0.01792,0.149679,0.016546,0.661063,0.333333,0.324613,0.417323,0.323382,0.745082,0.772968,0.095991,0.219194,0.73285,0.512944,0.033396,0.130704,0.023602,0.114046,0.333333,0.031008,0.352374,0.231658,0.632562,0.264818,0.033596,0.392299,0.629969,0.222681,0.315868,0.429386,0.343058,0.24986,0.333333,0.299598,0.457666,0.039173,0.301681,0.216115,0.34527,0.744655,0.298749,0.202659,1
