timestamp,i4_light_barrier_baseband,i4_light_barrier_fm_demodulated,m1_speed_baseband,m1_speed_fm_demodulated,m2_speed_baseband,m2_speed_fm_demodulated,m3_speed_baseband,m3_speed_fm_demodulated,current_task_baseband,current_task_fm_demodulated,current_task_duration_baseband,current_task_duration_fm_demodulated,current_sub_task_baseband,current_sub_task_fm_demodulated,i1_light_barrier_baseband,i1_light_barrier_fm_demodulated,i2_light_barrier_baseband,i2_light_barrier_fm_demodulated,i3_light_barrier_baseband,i3_light_barrier_fm_demodulated,i5_pos_switch_baseband,i5_pos_switch_fm_demodulated,i6_pos_switch_baseband,i6_pos_switch_fm_demodulated,i7_pos_switch_baseband,i7_pos_switch_fm_demodulated,i8_pos_switch_baseband,i8_pos_switch_fm_demodulated,m4_speed_baseband,m4_speed_fm_demodulated,current_pos_x_baseband,current_pos_x_fm_demodulated,current_pos_y_baseband,current_pos_y_fm_demodulated,target_pos_x_baseband,target_pos_x_fm_demodulated,target_pos_y_baseband,target_pos_y_fm_demodulated,amount_of_workpieces_baseband,amount_of_workpieces_fm_demodulated,current_state_binary
2023-02-06 14:41:00,0.0,0.243948,0.732821,0.729917,0.50053,0.699425,0.524196,0.347835,0.307692,0.38962,0.151419,0.246311,1.0,0.806881,1.0,1.0,0.0,0.155207,0.0,0.155207,1.0,0.864957,1.0,0.519246,0.0,0.225085,0.0,0.689528,0.460134,0.479068,0.040149,0.428103,0.05174,0.076302,0.086958,0.186575,0.081265,0.082226,0.571429,0.559926,0.0
2023-02-06 14:41:02,0.0,0.179265,0.732629,0.761025,0.551136,0.619361,0.481381,0.295809,0.307692,0.347591,0.151426,0.212352,1.0,0.631999,1.0,0.864139,0.0,0.107039,0.0,0.107039,1.0,0.834628,1.0,0.154154,0.0,0.168267,0.0,0.668949,0.474598,0.447794,0.028212,0.449019,0.067212,0.087617,0.103507,0.116424,0.092393,0.121873,0.571429,0.589779,0.0
2023-02-06 14:41:04,0.0,0.157726,0.731475,0.721682,0.515277,0.515233,0.45558,0.339537,0.307692,0.345533,0.151421,0.191375,0.64,0.575487,1.0,0.550976,0.0,0.105501,0.0,0.105501,1.0,0.706911,0.0,0.103337,0.0,0.434593,0.0,0.666412,0.490327,0.443272,0.011108,0.477848,0.067435,0.111922,0.098051,0.098971,0.096829,0.127518,0.571429,0.567816,0.0
2023-02-06 14:41:06,0.0,0.38803,0.730793,0.678831,0.350782,0.429363,0.501891,0.425161,0.307692,0.354455,0.151425,0.200477,0.64,0.611769,1.0,0.330618,0.0,0.121125,0.0,0.121125,1.0,0.76102,0.0,0.184623,0.0,0.903102,0.0,0.673736,0.487062,0.453159,0.024527,0.505234,0.046557,0.109679,0.072018,0.118709,0.083409,0.11873,0.571429,0.543845,0.0
2023-02-06 14:41:08,0.0,0.562525,0.732115,0.690707,0.145354,0.411758,0.577605,0.410276,0.307692,0.380309,0.151464,0.227507,0.6,0.562845,0.0,0.215382,0.0,0.133976,0.0,0.133976,1.0,0.892248,0.0,0.142656,1.0,1.0,0.0,0.673296,0.467909,0.508167,0.097988,0.543837,0.030099,0.106513,0.059125,0.169303,0.064278,0.109858,0.571429,0.547785,0.0
2023-02-06 14:41:10,1.0,0.590378,0.733592,0.741011,0.061826,0.453221,0.552644,0.284854,0.307692,0.399874,0.151547,0.243121,0.48,0.483904,0.0,0.255194,0.0,0.120458,0.0,0.120458,1.0,0.772587,0.0,0.188977,1.0,0.394893,0.0,0.66999,0.457538,0.55697,0.220499,0.594032,0.051398,0.132318,0.095277,0.224795,0.072788,0.13505,0.571429,0.561798,0.0
2023-02-06 14:41:12,1.0,0.357502,0.733318,0.7636,0.175997,0.569743,0.359266,0.133204,0.307692,0.37862,0.151655,0.206274,0.48,0.481637,0.0,0.247144,0.0,0.133233,0.0,0.133233,1.0,0.780642,0.0,0.247281,0.0,0.12129,0.0,0.674792,0.472782,0.525634,0.339511,0.644146,0.111381,0.198107,0.184512,0.31793,0.127101,0.172302,0.571429,0.585217,0.0
2023-02-06 14:41:14,0.0,0.230144,0.730591,0.725977,0.385502,0.69388,0.120594,0.058336,0.307692,0.372312,0.151762,0.208169,0.48,0.496963,0.0,0.263601,0.0,0.155824,0.0,0.155824,1.0,0.902559,0.0,0.557974,0.0,0.311552,0.0,0.685159,0.497102,0.471353,0.402906,0.65683,0.169733,0.201911,0.295682,0.448488,0.196634,0.165824,0.571429,0.602154,0.0
2023-02-06 14:41:16,0.0,0.218616,0.729076,0.696288,0.512353,0.699498,0.072859,0.202128,0.307692,0.373949,0.15186,0.223312,0.48,0.544641,0.0,0.250448,0.0,0.139179,0.0,0.139179,1.0,0.662963,1.0,0.735153,0.0,0.055744,0.0,0.744069,0.495548,0.447752,0.405393,0.64812,0.184107,0.167992,0.388828,0.503351,0.222009,0.149204,0.571429,0.579597,0.0
2023-02-06 14:41:18,0.0,0.1788,0.732115,0.704982,0.495217,0.630681,0.323683,0.42545,0.307692,0.352213,0.151953,0.211814,0.48,0.670796,0.0,0.23425,0.0,0.133787,0.0,0.133787,1.0,0.23605,1.0,0.681772,0.0,0.231272,0.0,0.862078,0.461382,0.450837,0.389009,0.656879,0.152697,0.143952,0.439615,0.461806,0.178966,0.130641,0.571429,0.548122,0.0
2023-02-06 14:41:20,0.0,0.201692,0.736502,0.731535,0.446661,0.644309,0.707191,0.639341,0.307692,0.359464,0.15205,0.21945,0.76,0.721239,0.0,0.222043,0.0,0.119675,0.0,0.119675,0.0,0.135525,1.0,0.673379,0.0,0.193214,1.0,0.929353,0.437366,0.509182,0.393892,0.657226,0.108345,0.109305,0.440333,0.393387,0.10964,0.116084,0.571429,0.562839,0.0
